fixture,team,home_team,away_team,home_goals,away_goals,final_score,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
Le Havre vs Lens,Le Havre,Le Havre,Lens,1,2,1-2,6,7,18,5,11,7,17,7,2,0.57,3,0,1,526,438,0.83,1.89,0
Le Havre vs Lens,Lens,Le Havre,Lens,1,2,1-2,3,2,6,1,4,2,16,0,0,0.43,1,0,5,407,348,0.86,1.07,0
Lille vs Monaco,Lille,Lille,Monaco,1,0,1-0,1,13,18,4,10,8,7,8,2,0.5,1,0,2,417,345,0.83,2.92,0
Lille vs Monaco,Monaco,Lille,Monaco,1,0,1-0,1,4,6,1,5,1,14,3,0,0.5,2,0,0,425,338,0.8,1.25,0
Lens vs Stade Brestois 29,Lens,Lens,Stade Brestois 29,3,1,3-1,10,9,30,11,26,4,7,15,2,0.68,1,0,1,581,495,0.85,3.99,2
Lens vs Stade Brestois 29,Stade Brestois 29,Lens,Stade Brestois 29,3,1,3-1,2,2,9,5,7,2,12,1,0,0.32,3,1,7,284,207,0.73,1.08,2
Lorient vs Lille,Lorient,Lorient,Lille,1,7,1-7,2,3,6,1,5,1,14,3,3,0.41,3,0,5,363,305,0.84,1.5,0
Lorient vs Lille,Lille,Lorient,Lille,1,7,1-7,11,3,20,6,15,5,18,8,2,0.59,3,0,1,538,467,0.87,3.49,0
Nantes vs Auxerre,Nantes,Nantes,Auxerre,1,0,1-0,3,0,4,1,1,3,13,3,1,0.43,1,0,4,345,270,0.78,0.48,0
Nantes vs Auxerre,Auxerre,Nantes,Auxerre,1,0,1-0,4,3,14,7,8,6,11,9,6,0.57,3,0,2,439,365,0.83,0.68,0
Toulouse vs Paris Saint Germain,Toulouse,Toulouse,Paris Saint Germain,3,6,3-6,6,3,14,5,8,6,7,5,1,0.24,1,0,2,268,207,0.77,2.22,0
Toulouse vs Paris Saint Germain,Paris Saint Germain,Toulouse,Paris Saint Germain,3,6,3-6,8,3,13,2,9,4,11,7,0,0.76,0,0,3,860,805,0.94,2.62,0
Angers vs Rennes,Angers,Angers,Rennes,1,1,1-1,7,3,10,0,6,4,9,1,4,0.37,2,0,6,383,334,0.87,1.23,0
Angers vs Rennes,Rennes,Angers,Rennes,1,1,1-1,7,4,15,4,9,6,11,7,0,0.63,2,0,6,676,612,0.91,1.46,0
Monaco vs Strasbourg,Monaco,Monaco,Strasbourg,3,2,3-2,4,4,12,4,10,2,13,6,4,0.43,2,0,2,383,321,0.84,1.94,0
Monaco vs Strasbourg,Strasbourg,Monaco,Strasbourg,3,2,3-2,4,5,12,3,10,2,12,5,2,0.57,1,1,1,525,461,0.88,1.62,0
Le Havre vs Nice,Le Havre,Le Havre,Nice,3,1,3-1,8,2,12,2,8,4,13,0,0,0.41,1,0,2,326,256,0.79,2.56,0
Le Havre vs Nice,Nice,Le Havre,Nice,3,1,3-1,3,2,7,2,5,2,16,5,0,0.59,4,0,5,475,406,0.85,0.63,0
Paris FC vs Metz,Paris FC,Paris FC,Metz,3,2,3-2,9,12,24,3,19,5,4,14,0,0.51,1,0,0,485,426,0.88,3.21,0
Paris FC vs Metz,Metz,Paris FC,Metz,3,2,3-2,2,7,14,5,10,4,8,6,1,0.49,1,1,6,472,414,0.88,1.84,0
Lyon vs Marseille,Lyon,Lyon,Marseille,1,0,1-0,6,7,18,5,12,6,16,9,1,0.58,2,0,2,429,371,0.86,3.04,0
Lyon vs Marseille,Marseille,Lyon,Marseille,1,0,1-0,2,1,5,2,3,2,11,4,1,0.42,2,1,4,321,252,0.79,0.77,0
Marseille vs Lorient,Marseille,Marseille,Lorient,4,0,4-0,8,2,15,5,10,5,18,10,1,0.72,3,0,1,800,746,0.93,2.26,-1
Marseille vs Lorient,Lorient,Marseille,Lorient,4,0,4-0,1,1,4,2,3,1,5,0,0,0.28,2,1,4,306,257,0.84,0.14,-1
Nice vs Nantes,Nice,Nice,Nantes,1,0,1-0,8,8,19,3,13,6,16,7,7,0.59,2,0,3,489,421,0.86,1.75,0
Nice vs Nantes,Nantes,Nice,Nantes,1,0,1-0,3,7,14,4,7,7,14,4,0,0.41,0,0,7,348,275,0.79,0.75,0
Auxerre vs Monaco,Auxerre,Auxerre,Monaco,1,2,1-2,2,4,9,3,4,5,12,5,0,0.33,3,1,1,282,203,0.72,0.67,0
Auxerre vs Monaco,Monaco,Auxerre,Monaco,1,2,1-2,3,6,13,4,12,1,19,8,1,0.67,6,0,2,574,486,0.85,1.42,0
Lille vs Toulouse,Lille,Lille,Toulouse,2,1,2-1,5,7,20,8,14,6,12,7,1,0.7,2,0,3,553,479,0.87,2.21,0
Lille vs Toulouse,Toulouse,Lille,Toulouse,2,1,2-1,4,3,9,2,5,4,10,6,2,0.3,4,1,3,231,171,0.74,0.81,0
Paris Saint Germain vs Lens,Paris Saint Germain,Paris Saint Germain,Lens,2,0,2-0,6,3,14,5,6,8,10,4,0,0.68,1,0,3,771,713,0.92,1.07,0
Paris Saint Germain vs Lens,Lens,Paris Saint Germain,Lens,2,0,2-0,3,7,11,1,6,5,8,3,0,0.32,2,0,4,352,293,0.83,1.16,0
Strasbourg vs Le Havre,Strasbourg,Strasbourg,Le Havre,1,0,1-0,7,1,9,1,8,1,8,4,1,0.49,2,1,1,453,398,0.88,1.36,0
Strasbourg vs Le Havre,Le Havre,Strasbourg,Le Havre,1,0,1-0,1,7,10,2,5,5,16,3,1,0.51,2,0,5,468,406,0.87,0.65,0
Stade Brestois 29 vs Paris FC,Stade Brestois 29,Stade Brestois 29,Paris FC,1,2,1-2,8,7,23,8,14,9,11,6,3,0.46,0,0,2,401,316,0.79,2.57,0
Stade Brestois 29 vs Paris FC,Paris FC,Stade Brestois 29,Paris FC,1,2,1-2,4,1,7,2,5,2,10,1,1,0.54,3,1,6,487,405,0.83,1.55,0
Metz vs Angers,Metz,Metz,Angers,1,1,1-1,5,1,9,3,7,2,10,4,1,0.55,0,0,4,542,481,0.89,1.71,2
Metz vs Angers,Angers,Metz,Angers,1,1,1-1,4,6,10,0,7,3,7,3,3,0.45,1,0,4,443,387,0.87,2.27,2
Rennes vs Lyon,Rennes,Rennes,Lyon,3,1,3-1,5,9,23,9,13,10,18,5,3,0.48,2,0,4,449,386,0.86,2.19,-1
Rennes vs Lyon,Lyon,Rennes,Lyon,3,1,3-1,5,0,8,3,7,1,13,4,0,0.52,2,1,2,492,420,0.85,1.71,-1
Lyon vs Angers,Lyon,Lyon,Angers,1,0,1-0,5,7,16,4,10,6,16,7,1,0.67,2,0,2,583,529,0.91,1.81,1
Lyon vs Angers,Angers,Lyon,Angers,1,0,1-0,2,4,10,4,8,2,10,4,1,0.33,2,0,4,284,227,0.8,1.18,1
Nantes vs Rennes,Nantes,Nantes,Rennes,2,2,2-2,4,6,16,6,10,6,14,4,1,0.43,2,0,2,361,290,0.8,2.11,0
Nantes vs Rennes,Rennes,Nantes,Rennes,2,2,2-2,4,4,8,0,5,3,18,4,3,0.57,2,0,2,495,429,0.87,1.37,0
Stade Brestois 29 vs Nice,Stade Brestois 29,Stade Brestois 29,Nice,4,1,4-1,5,4,11,2,6,5,17,2,0,0.38,1,0,3,376,290,0.77,2.03,-2
Stade Brestois 29 vs Nice,Nice,Stade Brestois 29,Nice,4,1,4-1,4,10,21,7,16,5,11,7,1,0.62,3,0,1,605,538,0.89,2.33,-2
Lens vs Lille,Lens,Lens,Lille,3,0,3-0,6,7,15,2,10,5,17,4,4,0.38,1,0,3,326,256,0.79,3.54,0
Lens vs Lille,Lille,Lens,Lille,3,0,3-0,3,6,17,8,13,4,11,10,1,0.62,3,0,3,539,453,0.84,1.9,0
Paris FC vs Strasbourg,Paris FC,Paris FC,Strasbourg,2,3,2-3,6,10,18,2,12,6,11,4,2,0.61,1,0,0,634,576,0.91,1.6,0
Paris FC vs Strasbourg,Strasbourg,Paris FC,Strasbourg,2,3,2-3,4,2,8,2,7,1,10,2,1,0.39,5,0,4,414,344,0.83,2.38,0
Monaco vs Metz,Monaco,Monaco,Metz,5,2,5-2,6,7,16,3,12,4,15,4,3,0.43,1,0,1,410,342,0.83,3.5,-1
Monaco vs Metz,Metz,Monaco,Metz,5,2,5-2,3,2,8,3,6,2,6,5,0,0.57,0,0,2,551,464,0.84,2.16,-1
Auxerre vs Toulouse,Auxerre,Auxerre,Toulouse,1,0,1-0,1,3,6,2,5,1,12,3,0,0.4,1,1,3,300,231,0.77,0.75,0
Auxerre vs Toulouse,Toulouse,Auxerre,Toulouse,1,0,1-0,3,6,13,4,12,1,20,4,0,0.6,6,0,0,450,392,0.87,2.33,0
Le Havre vs Lorient,Le Havre,Le Havre,Lorient,1,1,1-1,2,9,13,2,10,3,20,6,0,0.6,3,0,3,555,472,0.85,2.47,0
Le Havre vs Lorient,Lorient,Le Havre,Lorient,1,1,1-1,4,4,8,0,5,3,15,2,0,0.4,6,0,0,378,302,0.8,1.21,0
Marseille vs Paris Saint Germain,Marseille,Marseille,Paris Saint Germain,1,0,1-0,1,5,9,3,8,1,16,5,2,0.32,3,0,5,308,245,0.8,1.14,0
Marseille vs Paris Saint Germain,Paris Saint Germain,Marseille,Paris Saint Germain,1,0,1-0,5,6,12,1,4,8,7,3,1,0.68,1,0,1,669,611,0.91,0.67,0
Strasbourg vs Marseille,Strasbourg,Strasbourg,Marseille,1,2,1-2,1,6,9,2,7,2,13,5,2,0.4,2,0,7,393,323,0.82,1.36,0
Strasbourg vs Marseille,Marseille,Strasbourg,Marseille,1,2,1-2,9,5,16,2,10,6,15,4,1,0.6,4,0,0,588,518,0.88,2.02,0
Lorient vs Monaco,Lorient,Lorient,Monaco,3,1,3-1,8,5,19,6,12,7,10,2,0,0.47,2,0,1,511,449,0.88,1.98,0
Lorient vs Monaco,Monaco,Lorient,Monaco,3,1,3-1,2,3,5,0,2,3,11,4,1,0.53,3,1,5,570,516,0.91,0.92,0
Toulouse vs Nantes,Toulouse,Toulouse,Nantes,2,2,2-2,7,8,20,5,15,5,18,1,2,0.46,2,0,0,404,335,0.83,2.15,0
Toulouse vs Nantes,Nantes,Toulouse,Nantes,2,2,2-2,2,4,12,6,7,5,12,4,1,0.54,3,0,5,498,427,0.86,1.46,0
Paris Saint Germain vs Auxerre,Paris Saint Germain,Paris Saint Germain,Auxerre,2,0,2-0,8,4,15,3,10,5,17,5,1,0.66,1,0,2,672,607,0.9,1.77,0
Paris Saint Germain vs Auxerre,Auxerre,Paris Saint Germain,Auxerre,2,0,2-0,3,4,12,5,7,5,10,5,4,0.34,2,0,6,333,256,0.77,0.71,0
Nice vs Paris FC,Nice,Nice,Paris FC,1,1,1-1,5,2,11,4,8,3,14,5,1,0.44,1,0,2,392,319,0.81,0.96,0
Nice vs Paris FC,Paris FC,Nice,Paris FC,1,1,1-1,3,3,13,7,8,5,14,5,1,0.56,1,0,4,512,437,0.85,1.84,0
Angers vs Stade Brestois 29,Angers,Angers,Stade Brestois 29,0,2,0-2,2,5,11,4,7,4,13,11,2,0.57,1,0,1,452,384,0.85,0.48,0
Angers vs Stade Brestois 29,Stade Brestois 29,Angers,Stade Brestois 29,0,2,0-2,3,3,7,1,6,1,13,4,1,0.43,1,0,2,366,266,0.73,1.56,0
Lille vs Lyon,Lille,Lille,Lyon,0,1,0-1,3,4,14,7,9,5,20,3,1,0.54,4,0,1,429,363,0.85,1.47,0
Lille vs Lyon,Lyon,Lille,Lyon,0,1,0-1,2,1,5,2,4,1,24,4,1,0.46,4,0,3,369,300,0.81,0.52,0
Metz vs Le Havre,Metz,Metz,Le Havre,0,0,0-0,0,5,7,2,6,1,16,4,1,0.53,2,0,2,421,376,0.89,0.47,0
Metz vs Le Havre,Le Havre,Metz,Le Havre,0,0,0-0,2,2,10,6,1,9,16,6,2,0.47,2,0,0,367,306,0.83,0.27,0
Rennes vs Lens,Rennes,Rennes,Lens,0,0,0-0,2,6,14,6,10,4,16,8,1,0.67,3,0,2,529,464,0.88,1.19,0
Rennes vs Lens,Lens,Rennes,Lens,0,0,0-0,2,8,13,3,11,2,9,4,0,0.33,3,1,2,257,181,0.7,1.04,0
Paris FC vs Lorient,Paris FC,Paris FC,Lorient,2,0,2-0,2,6,10,2,7,3,19,1,3,0.59,0,0,3,653,597,0.91,1.02,0
Paris FC vs Lorient,Lorient,Paris FC,Lorient,2,0,2-0,3,4,8,1,4,4,10,5,2,0.41,3,0,0,452,382,0.85,0.97,0
Metz vs Marseille,Metz,Metz,Marseille,0,3,0-3,1,2,4,1,1,3,8,4,2,0.38,0,0,6,375,322,0.86,0.16,0
Metz vs Marseille,Marseille,Metz,Marseille,0,3,0-3,9,10,21,2,11,10,7,4,2,0.62,0,0,1,639,586,0.92,2.71,0
Stade Brestois 29 vs Nantes,Stade Brestois 29,Stade Brestois 29,Nantes,0,0,0-0,5,5,17,7,9,8,11,12,1,0.51,2,0,0,388,318,0.82,1.51,1
Stade Brestois 29 vs Nantes,Nantes,Stade Brestois 29,Nantes,0,0,0-0,0,4,6,2,5,1,12,3,3,0.49,1,0,5,390,328,0.84,0.15,1
Auxerre vs Lens,Auxerre,Auxerre,Lens,1,2,1-2,2,7,18,9,9,9,10,2,0,0.57,3,0,2,514,420,0.82,1.71,0
Auxerre vs Lens,Lens,Auxerre,Lens,1,2,1-2,4,1,7,2,5,2,21,2,2,0.43,7,1,1,397,324,0.82,0.41,0
Lyon vs Toulouse,Lyon,Lyon,Toulouse,1,2,1-2,3,7,13,3,10,3,13,8,2,0.69,1,0,2,583,504,0.86,1.17,0
Lyon vs Toulouse,Toulouse,Lyon,Toulouse,1,2,1-2,3,5,14,6,10,4,17,5,0,0.31,3,0,2,257,183,0.71,1.18,0
Monaco vs Nice,Monaco,Monaco,Nice,2,2,2-2,6,10,20,4,12,8,10,6,4,0.66,1,0,0,527,448,0.85,2.98,0
Monaco vs Nice,Nice,Monaco,Nice,2,2,2-2,2,2,9,5,5,4,9,7,2,0.34,3,1,4,272,186,0.68,1.15,0
Strasbourg vs Angers,Strasbourg,Strasbourg,Angers,5,0,5-0,12,3,18,3,14,4,12,2,2,0.66,2,0,1,781,706,0.9,4.73,0
Strasbourg vs Angers,Angers,Strasbourg,Angers,5,0,5-0,1,1,5,3,4,1,11,5,2,0.34,2,0,7,400,310,0.78,0.32,0
Le Havre vs Rennes,Le Havre,Le Havre,Rennes,2,2,2-2,2,7,10,1,5,5,13,3,3,0.43,1,0,1,390,316,0.81,1.71,0
Le Havre vs Rennes,Rennes,Le Havre,Rennes,2,2,2-2,3,4,9,2,6,3,9,4,2,0.57,2,0,0,543,463,0.85,1.11,0
Lille vs Paris Saint Germain,Lille,Lille,Paris Saint Germain,1,1,1-1,3,2,9,4,8,1,11,3,1,0.38,1,0,4,389,317,0.81,0.65,0
Lille vs Paris Saint Germain,Paris Saint Germain,Lille,Paris Saint Germain,1,1,1-1,5,7,17,5,9,8,12,5,0,0.62,1,0,2,656,600,0.91,1.5,0
Paris Saint Germain vs Strasbourg,Paris Saint Germain,Paris Saint Germain,Strasbourg,3,3,3-3,9,7,21,5,11,10,12,4,0,0.71,2,0,4,783,717,0.92,2.67,0
Paris Saint Germain vs Strasbourg,Strasbourg,Paris Saint Germain,Strasbourg,3,3,3-3,7,3,12,2,9,3,15,1,0,0.29,1,0,6,309,257,0.83,2.15,0
Nice vs Lyon,Nice,Nice,Lyon,3,2,3-2,4,1,5,0,5,0,10,1,2,0.31,1,0,5,252,192,0.76,0.6,-1
Nice vs Lyon,Lyon,Nice,Lyon,3,2,3-2,7,7,29,15,16,13,11,16,0,0.69,2,0,1,544,477,0.88,3.39,-1
Angers vs Monaco,Angers,Angers,Monaco,1,1,1-1,3,4,16,9,10,6,15,10,0,0.42,2,0,3,397,327,0.82,1.77,0
Angers vs Monaco,Monaco,Angers,Monaco,1,1,1-1,4,4,11,3,8,3,14,3,0,0.58,2,0,2,568,488,0.86,1.88,0
Marseille vs Le Havre,Marseille,Marseille,Le Havre,6,2,6-2,11,4,18,3,11,7,17,2,3,0.74,2,0,1,684,640,0.94,4.19,-1
Marseille vs Le Havre,Le Havre,Marseille,Le Havre,6,2,6-2,3,3,8,2,6,2,13,1,3,0.26,2,1,5,238,181,0.76,0.48,-1
Lens vs Paris FC,Lens,Lens,Paris FC,2,1,2-1,3,4,11,4,10,1,11,11,2,0.43,2,0,2,402,327,0.81,1.63,0
Lens vs Paris FC,Paris FC,Lens,Paris FC,2,1,2-1,3,2,9,4,7,2,8,3,2,0.57,2,0,1,567,479,0.84,0.52,0
Rennes vs Auxerre,Rennes,Rennes,Auxerre,2,2,2-2,7,6,19,6,14,5,11,6,2,0.52,1,0,2,418,338,0.81,2.03,0
Rennes vs Auxerre,Auxerre,Rennes,Auxerre,2,2,2-2,4,2,7,1,3,4,15,2,2,0.48,3,0,5,395,308,0.78,1.51,0
Toulouse vs Metz,Toulouse,Toulouse,Metz,4,0,4-0,7,6,16,3,13,3,14,5,1,0.36,2,0,2,325,272,0.84,2.54,0
Toulouse vs Metz,Metz,Toulouse,Metz,4,0,4-0,2,0,2,0,1,1,11,1,1,0.64,1,1,3,608,545,0.9,0.08,0
Lorient vs Stade Brestois 29,Lorient,Lorient,Stade Brestois 29,3,3,3-3,7,3,12,2,10,2,13,5,4,0.5,3,0,2,390,321,0.82,1.2,0
Lorient vs Stade Brestois 29,Stade Brestois 29,Lorient,Stade Brestois 29,3,3,3-3,4,3,8,1,7,1,16,2,0,0.5,2,0,4,405,340,0.84,1.59,0
Nantes vs Lille,Nantes,Nantes,Lille,0,2,0-2,3,3,8,2,4,4,12,5,0,0.37,1,0,3,295,220,0.75,0.45,0
Nantes vs Lille,Lille,Nantes,Lille,0,2,0-2,5,10,23,8,19,4,15,9,0,0.63,4,0,2,531,460,0.87,2.6,0
Paris FC vs Nantes,Paris FC,Paris FC,Nantes,1,2,1-2,3,7,14,4,10,4,10,8,9,0.68,3,0,1,548,487,0.89,1.19,0
Paris FC vs Nantes,Nantes,Paris FC,Nantes,1,2,1-2,3,5,11,3,5,6,13,2,1,0.32,2,0,2,270,205,0.76,0.9,0
Stade Brestois 29 vs Paris Saint Germain,Stade Brestois 29,Stade Brestois 29,Paris Saint Germain,0,3,0-3,2,5,8,1,4,4,10,2,2,0.25,1,0,5,259,191,0.74,1.62,0
Stade Brestois 29 vs Paris Saint Germain,Paris Saint Germain,Stade Brestois 29,Paris Saint Germain,0,3,0-3,8,8,18,2,9,9,10,7,2,0.75,1,0,2,808,751,0.93,2.07,0
Monaco vs Toulouse,Monaco,Monaco,Toulouse,1,0,1-0,5,4,14,5,13,1,15,2,0,0.54,3,0,2,418,322,0.77,3.08,1
Monaco vs Toulouse,Toulouse,Monaco,Toulouse,1,0,1-0,2,5,10,3,7,3,18,5,0,0.46,4,0,4,350,246,0.7,0.68,1
Lens vs Marseille,Lens,Lens,Marseille,2,1,2-1,5,3,8,0,6,2,12,4,3,0.31,3,0,2,339,271,0.8,1.8,0
Lens vs Marseille,Marseille,Lens,Marseille,2,1,2-1,3,6,17,8,9,8,9,8,1,0.69,3,0,4,762,690,0.91,0.66,0
Lille vs Metz,Lille,Lille,Metz,6,1,6-1,12,8,23,3,18,5,18,7,1,0.62,3,0,3,552,479,0.87,2.92,-1
Lille vs Metz,Metz,Lille,Metz,6,1,6-1,4,5,10,1,9,1,12,8,0,0.38,2,0,6,317,249,0.79,1.29,-1
Angers vs Lorient,Angers,Angers,Lorient,2,0,2-0,4,1,7,2,5,2,14,1,0,0.37,1,0,4,380,317,0.83,0.93,-1
Angers vs Lorient,Lorient,Angers,Lorient,2,0,2-0,4,8,23,11,14,9,6,6,1,0.63,0,0,2,616,547,0.89,1.99,-1
Rennes vs Nice,Rennes,Rennes,Nice,1,2,1-2,7,5,19,7,9,10,13,7,3,0.58,5,0,1,480,422,0.88,1.74,0
Rennes vs Nice,Nice,Rennes,Nice,1,2,1-2,3,3,8,2,3,5,22,3,2,0.42,2,0,6,349,271,0.78,0.73,0
Auxerre vs Le Havre,Auxerre,Auxerre,Le Havre,0,1,0-1,3,4,14,7,8,6,21,13,0,0.51,2,0,3,341,280,0.82,0.61,1
Auxerre vs Le Havre,Le Havre,Auxerre,Le Havre,0,1,0-1,4,4,9,1,6,3,12,5,2,0.49,3,0,3,349,287,0.82,0.94,1
Lyon vs Strasbourg,Lyon,Lyon,Strasbourg,2,1,2-1,3,2,8,3,8,0,15,4,2,0.48,0,0,1,385,316,0.82,1.67,0
Lyon vs Strasbourg,Strasbourg,Lyon,Strasbourg,2,1,2-1,2,3,7,2,4,3,19,2,1,0.52,4,1,2,434,365,0.84,0.49,0
Nice vs Lille,Nice,Nice,Lille,2,0,2-0,4,4,8,0,4,4,11,2,1,0.32,3,0,4,290,223,0.77,1.77,0
Nice vs Lille,Lille,Nice,Lille,2,0,2-0,4,8,21,9,9,12,10,13,0,0.68,3,0,2,593,516,0.87,0.99,0
Lorient vs Paris Saint Germain,Lorient,Lorient,Paris Saint Germain,1,1,1-1,2,3,5,0,3,2,5,0,4,0.22,0,0,7,229,167,0.73,0.23,0
Lorient vs Paris Saint Germain,Paris Saint Germain,Lorient,Paris Saint Germain,1,1,1-1,8,3,15,4,7,8,13,8,0,0.78,2,0,1,827,773,0.93,1.49,0
Le Havre vs Stade Brestois 29,Le Havre,Le Havre,Stade Brestois 29,1,0,1-0,3,4,13,6,8,5,12,5,2,0.46,1,0,2,412,351,0.85,1.01,0
Le Havre vs Stade Brestois 29,Stade Brestois 29,Le Havre,Stade Brestois 29,1,0,1-0,2,4,8,2,5,3,11,1,1,0.54,3,0,2,497,412,0.83,0.55,0
Metz vs Lens,Metz,Metz,Lens,2,0,2-0,7,8,16,1,10,6,15,2,0,0.46,3,1,2,456,392,0.86,3.42,0
Metz vs Lens,Lens,Metz,Lens,2,0,2-0,2,5,10,3,6,4,15,5,3,0.54,2,0,4,524,459,0.88,1.32,0
Marseille vs Angers,Marseille,Marseille,Angers,2,2,2-2,6,4,11,1,8,3,11,1,1,0.59,2,0,4,636,564,0.89,1.33,0
Marseille vs Angers,Angers,Marseille,Angers,2,2,2-2,6,2,12,4,7,5,7,5,3,0.41,1,0,4,427,349,0.82,1.04,0
Nantes vs Monaco,Nantes,Nantes,Monaco,3,5,3-5,5,8,18,5,12,6,13,1,0,0.48,3,0,4,370,286,0.77,1.62,0
Nantes vs Monaco,Monaco,Nantes,Monaco,3,5,3-5,9,7,19,3,19,0,17,3,2,0.52,7,0,2,396,328,0.83,4.31,0
Strasbourg vs Auxerre,Strasbourg,Strasbourg,Auxerre,3,0,3-0,9,8,18,1,14,4,11,4,1,0.64,1,0,1,690,626,0.91,4.06,0
Strasbourg vs Auxerre,Auxerre,Strasbourg,Auxerre,3,0,3-0,1,4,6,1,5,1,16,3,1,0.36,1,0,6,380,318,0.84,0.43,0
Toulouse vs Rennes,Toulouse,Toulouse,Rennes,2,2,2-2,4,7,15,4,9,6,9,5,0,0.55,2,0,3,431,354,0.82,1.55,0
Toulouse vs Rennes,Rennes,Toulouse,Rennes,2,2,2-2,5,4,11,2,7,4,12,8,2,0.45,3,0,2,356,277,0.78,1.58,0
Paris FC vs Lyon,Paris FC,Paris FC,Lyon,3,3,3-3,3,3,11,5,5,6,18,4,1,0.52,6,1,1,457,389,0.85,0.62,-1
Paris FC vs Lyon,Lyon,Paris FC,Lyon,3,3,3-3,4,1,7,2,4,3,16,2,5,0.48,2,1,0,431,368,0.85,1.25,-1
Paris Saint Germain vs Nice,Paris Saint Germain,Paris Saint Germain,Nice,1,0,1-0,8,9,28,11,16,12,12,11,2,0.77,3,0,2,805,760,0.94,2.29,0
Paris Saint Germain vs Nice,Nice,Paris Saint Germain,Nice,1,0,1-0,2,0,5,3,3,2,5,1,1,0.23,1,0,7,247,182,0.74,0.48,0
Monaco vs Paris FC,Monaco,Monaco,Paris FC,0,1,0-1,1,5,10,4,4,6,10,3,3,0.55,3,0,0,517,422,0.82,0.61,0
Monaco vs Paris FC,Paris FC,Monaco,Paris FC,0,1,0-1,1,4,9,4,7,2,12,2,0,0.45,2,0,3,420,333,0.79,0.85,0
Auxerre vs Marseille,Auxerre,Auxerre,Marseille,0,1,0-1,4,3,9,2,9,0,12,3,2,0.49,3,1,1,450,386,0.86,1.17,0
Auxerre vs Marseille,Marseille,Auxerre,Marseille,0,1,0-1,2,4,6,0,4,2,14,3,2,0.51,4,1,4,477,420,0.88,0.52,0
Rennes vs Strasbourg,Rennes,Rennes,Strasbourg,4,1,4-1,6,3,13,4,10,3,15,6,2,0.41,1,0,1,400,335,0.84,2.35,0
Rennes vs Strasbourg,Strasbourg,Rennes,Strasbourg,4,1,4-1,2,10,20,8,14,6,9,5,3,0.59,1,0,2,586,524,0.89,1.6,0
Lille vs Angers,Lille,Lille,Angers,1,0,1-0,4,8,15,3,11,4,10,9,1,0.54,1,0,1,545,466,0.86,2.04,0
Lille vs Angers,Angers,Lille,Angers,1,0,1-0,1,1,6,4,2,4,10,2,3,0.46,0,0,2,469,396,0.84,0.37,0
Nantes vs Metz,Nantes,Nantes,Metz,0,2,0-2,4,6,16,6,9,7,8,8,1,0.52,1,0,5,363,302,0.83,0.81,0
Nantes vs Metz,Metz,Nantes,Metz,0,2,0-2,7,7,14,0,9,5,8,5,3,0.48,3,0,4,336,275,0.82,1.34,0
Toulouse vs Le Havre,Toulouse,Toulouse,Le Havre,0,0,0-0,2,9,18,7,15,3,12,10,0,0.46,1,0,3,335,262,0.78,1.12,0
Toulouse vs Le Havre,Le Havre,Toulouse,Le Havre,0,0,0-0,3,4,9,2,4,5,14,2,2,0.54,2,0,2,427,344,0.81,1.3,0
Lens vs Lorient,Lens,Lens,Lorient,3,0,3-0,6,2,9,1,8,1,8,7,2,0.58,2,0,3,627,560,0.89,2.09,0
Lens vs Lorient,Lorient,Lens,Lorient,3,0,3-0,3,4,12,5,9,3,10,6,0,0.42,2,0,2,434,378,0.87,1.82,0
Stade Brestois 29 vs Lyon,Stade Brestois 29,Stade Brestois 29,Lyon,0,0,0-0,3,6,13,4,11,2,19,12,2,0.5,1,0,2,383,313,0.82,1.49,1
Stade Brestois 29 vs Lyon,Lyon,Stade Brestois 29,Lyon,0,0,0-0,2,1,4,1,1,3,6,2,1,0.5,0,1,3,411,339,0.82,0.2,1
Paris FC vs Rennes,Paris FC,Paris FC,Rennes,0,1,0-1,4,9,20,7,14,6,9,8,4,0.52,4,0,2,442,362,0.82,1.98,0
Paris FC vs Rennes,Rennes,Paris FC,Rennes,0,1,0-1,3,5,10,2,7,3,13,9,2,0.48,2,0,4,398,328,0.82,0.75,0
Marseille vs Stade Brestois 29,Marseille,Marseille,Stade Brestois 29,3,0,3-0,7,8,19,4,10,9,12,6,0,0.64,0,0,2,658,605,0.92,3.46,-1
Marseille vs Stade Brestois 29,Stade Brestois 29,Marseille,Stade Brestois 29,3,0,3-0,2,2,4,0,3,1,10,2,2,0.36,1,0,4,375,304,0.81,0.74,-1
Le Havre vs Nantes,Le Havre,Le Havre,Nantes,1,1,1-1,4,7,17,6,11,6,15,8,4,0.65,3,0,1,470,402,0.86,0.94,0
Le Havre vs Nantes,Nantes,Le Havre,Nantes,1,1,1-1,2,0,5,3,2,3,13,3,3,0.35,3,0,3,266,189,0.71,0.21,0
Monaco vs Lens,Monaco,Monaco,Lens,1,4,1-4,6,6,16,4,14,2,15,5,2,0.5,1,1,7,460,388,0.84,2.83,1
Monaco vs Lens,Lens,Monaco,Lens,1,4,1-4,12,3,20,5,15,5,19,4,2,0.5,2,0,5,459,396,0.86,3.16,1
