fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,pass_accuracy_%,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total
Paris FC vs Strasbourg,Strasbourg,2933,Ben Chilwell,D,90,6.7,,0.0,,,37,32.0,86.5,2.0,,,,0,0,4.0,6.0
Paris FC vs Strasbourg,Strasbourg,335056,Diego Moreira,M,85,7,,1.0,,,36,27.0,75.0,3.0,,,,0,0,4.0,9.0
Paris FC vs Strasbourg,Strasbourg,415431,Samir El Mourabet,M,73,7.2,,0.0,,,36,33.0,91.7,1.0,,,2.0,0,0,3.0,4.0
Paris FC vs Strasbourg,Strasbourg,319572,Valentín Barco,M,90,6.9,,0.0,,,36,27.0,75.0,3.0,,2.0,1.0,1,0,5.0,8.0
Paris FC vs Strasbourg,Strasbourg,359386,Martial Godo,M,61,6.2,,0.0,,,14,11.0,78.6,1.0,,1.0,,1,0,2.0,8.0
Paris FC vs Strasbourg,Strasbourg,390742,Joaquin Panichelli,F,60,6.2,,0.0,,,12,10.0,83.3,1.0,,2.0,2.0,0,0,3.0,10.0
Paris FC vs Strasbourg,Strasbourg,406303,Kendry Páez,F,61,6.9,1.0,0.0,1.0,1.0,19,14.0,73.7,,,1.0,1.0,0,0,1.0,6.0
Paris FC vs Strasbourg,Strasbourg,203762,Emmanuel Emegha,F,30,7.2,1.0,1.0,2.0,2.0,5,5.0,100.0,,,3.0,1.0,1,0,1.0,5.0
Paris FC vs Strasbourg,Strasbourg,161747,Guéla Doué,D,29,6.6,1.0,0.0,1.0,1.0,5,4.0,80.0,1.0,1.0,,,0,0,2.0,3.0
Paris FC vs Strasbourg,Strasbourg,325594,Félix Lemaréchal,M,29,6.3,,0.0,,,9,6.0,66.7,,,,2.0,0,0,3.0,5.0
Paris FC vs Strasbourg,Strasbourg,395762,Mathis Amougou,M,17,6.5,,0.0,1.0,,4,3.0,75.0,,,,1.0,0,0,2.0,3.0
Paris FC vs Strasbourg,Strasbourg,147835,Andrew Omobamidele,D,15,6.5,,0.0,,,1,1.0,100.0,,,,,0,0,,
Monaco vs Metz,Monaco,7313,Philipp Köhn,G,90,7.3,,0.0,,,18,15.0,83.3,,,,,0,0,,
Monaco vs Metz,Monaco,231,Jordan Teze,D,90,6.7,,0.0,,,35,33.0,94.3,4.0,2.0,1.0,1.0,1,0,6.0,9.0
Monaco vs Metz,Monaco,175,Eric Dier,D,90,6.6,,0.0,,,64,62.0,96.9,,2.0,,,0,0,2.0,6.0
Monaco vs Metz,Monaco,261,Thilo Kehrer,D,90,6.9,,0.0,1.0,,67,57.0,85.1,1.0,,1.0,,0,0,4.0,5.0
Monaco vs Metz,Monaco,333137,Kassoum Ouattara,D,79,6.6,,0.0,1.0,,9,6.0,66.7,1.0,2.0,2.0,,0,0,5.0,13.0
Monaco vs Metz,Monaco,274300,Maghnes Akliouche,M,90,6.6,,0.0,,,35,28.0,80.0,5.0,,2.0,1.0,0,0,6.0,14.0
Monaco vs Metz,Monaco,374058,Lamine Camara,M,90,7.2,,1.0,2.0,,50,43.0,86.0,3.0,3.0,,,0,0,4.0,9.0
Monaco vs Metz,Monaco,453792,Aladji Bamba,M,33,6.6,,0.0,,,19,15.0,78.9,2.0,,1.0,,0,0,2.0,3.0
Monaco vs Metz,Monaco,1101,Takumi Minamino,M,79,6.2,,1.0,1.0,,26,19.0,73.1,,,3.0,,0,0,,6.0
Monaco vs Metz,Monaco,283026,Mika Biereth,F,68,7.3,1.0,0.0,2.0,2.0,9,3.0,33.3,2.0,,2.0,2.0,0,0,5.0,11.0
Monaco vs Metz,Monaco,386276,Paris Brunner,F,45,6.3,,0.0,,,10,7.0,70.0,1.0,1.0,2.0,,0,0,2.0,6.0
Monaco vs Metz,Monaco,81,Krépin Diatta,M,57,7.2,,1.0,,,27,21.0,77.8,2.0,3.0,1.0,1.0,0,0,3.0,7.0
Monaco vs Metz,Monaco,135775,Ansu Fati,F,45,8.3,2.0,0.0,3.0,2.0,23,18.0,78.3,2.0,,,,0,0,4.0,5.0
Monaco vs Metz,Monaco,395040,George Ilenikhena,F,22,7.7,1.0,0.0,2.0,1.0,5,4.0,80.0,,,,1.0,0,0,2.0,4.0
Monaco vs Metz,Monaco,10316,Caio Henrique,D,11,6.9,,0.0,,,7,5.0,71.4,1.0,,,,0,0,1.0,1.0
Monaco vs Metz,Monaco,340152,Stanis Idumbo Muzambo,M,11,7.2,,1.0,1.0,1.0,6,6.0,100.0,,,,,0,0,,1.0
Monaco vs Metz,Metz,158532,Jonathan Fischer,G,90,6.6,,0.0,,,51,44.0,86.3,,,,,0,0,,
Monaco vs Metz,Metz,19518,Maxime Colin,D,90,5.7,,0.0,,,52,46.0,88.5,2.0,,,1.0,0,0,3.0,6.0
Monaco vs Metz,Metz,3240,Jean-Philippe Gbamin,D,90,6.2,,0.0,,,85,78.0,91.8,4.0,1.0,,1.0,0,0,6.0,11.0
Monaco vs Metz,Metz,363792,Terry Yegbe,D,90,5.2,,0.0,,,65,55.0,84.6,2.0,1.0,3.0,,0,0,2.0,7.0
Monaco vs Metz,Metz,96331,Koffi Kouao,M,89,6.9,,0.0,1.0,1.0,27,18.0,66.7,4.0,1.0,,5.0,0,0,11.0,16.0
Monaco vs Metz,Metz,407,Benjamin Stambouli,M,89,6.3,,0.0,,,46,36.0,78.3,1.0,1.0,,2.0,0,0,3.0,5.0
Monaco vs Metz,Metz,21640,Jessy Deminguet,M,75,6.5,,0.0,,,46,42.0,91.3,2.0,2.0,1.0,1.0,0,0,3.0,7.0
Monaco vs Metz,Metz,105,Fodé Ballo-Touré,M,75,6.7,,0.0,,,39,36.0,92.3,2.0,,,1.0,0,0,5.0,8.0
Monaco vs Metz,Metz,20529,Gauthier Hein,F,90,7.2,1.0,0.0,2.0,1.0,75,61.0,81.3,1.0,,,1.0,0,0,3.0,6.0
Monaco vs Metz,Metz,20534,Cheick Tidiane Sabaly,F,90,7.5,,1.0,1.0,,30,24.0,80.0,2.0,2.0,1.0,1.0,0,0,5.0,12.0
Monaco vs Metz,Metz,20535,Habib Diallo,F,90,7.7,1.0,0.0,1.0,1.0,11,5.0,45.5,,,1.0,2.0,0,0,8.0,13.0
Monaco vs Metz,Metz,434352,Alpha Touré,M,15,6.2,,0.0,,,6,5.0,83.3,1.0,,,,0,0,1.0,2.0
Monaco vs Metz,Metz,384683,Ismaël Guerti,M,15,6.3,,0.0,,,9,7.0,77.8,2.0,1.0,,,0,0,3.0,4.0
Auxerre vs Toulouse,Auxerre,20542,Donovan Léon,G,90,8.7,,0.0,,,38,19.0,50.0,1.0,,,3.0,0,0,5.0,5.0
Auxerre vs Toulouse,Auxerre,191240,Marvin Senaya,D,90,7.6,,0.0,,,29,23.0,79.3,4.0,2.0,1.0,4.0,0,0,12.0,18.0
Auxerre vs Toulouse,Auxerre,402542,Telli Siwe,D,90,7,,0.0,1.0,,33,29.0,87.9,2.0,1.0,1.0,,0,0,3.0,5.0
Auxerre vs Toulouse,Auxerre,31016,Francisco Sierralta,D,90,7.9,,0.0,,,37,32.0,86.5,2.0,1.0,,1.0,0,0,7.0,9.0
Auxerre vs Toulouse,Auxerre,7578,Gideon Mensah,D,90,7.3,,0.0,,,38,31.0,81.6,2.0,1.0,1.0,2.0,1,0,5.0,7.0
Auxerre vs Toulouse,Auxerre,215827,Fredrik Oppegård,D,64,6.3,,0.0,,,14,10.0,71.4,3.0,,,,0,1,5.0,6.0
Auxerre vs Toulouse,Auxerre,90617,Lassine Sinayoko,M,85,6.9,,1.0,2.0,,20,14.0,70.0,3.0,1.0,1.0,5.0,0,0,10.0,20.0
Auxerre vs Toulouse,Auxerre,21010,Elisha Owusu,M,90,7.3,,0.0,,,27,22.0,81.5,5.0,,2.0,,0,0,6.0,12.0
Auxerre vs Toulouse,Auxerre,323625,Kévin Danois,M,90,7.2,,0.0,,,29,24.0,82.8,2.0,1.0,1.0,,0,0,4.0,7.0
Auxerre vs Toulouse,Auxerre,19625,Danny Namaso,M,90,8,1.0,0.0,1.0,1.0,15,11.0,73.3,2.0,,4.0,3.0,0,0,8.0,22.0
Auxerre vs Toulouse,Auxerre,190686,Sékou Mara,F,65,6.2,,0.0,,,13,11.0,84.6,,,1.0,1.0,0,0,2.0,9.0
Auxerre vs Toulouse,Auxerre,191189,Clement Akpa,D,25,6.9,,0.0,,,6,4.0,66.7,,,,,0,0,2.0,2.0
Auxerre vs Toulouse,Auxerre,30748,Assane Dioussé,M,12,6.7,,0.0,,,1,1.0,100.0,,,,,0,0,,
Auxerre vs Toulouse,Toulouse,325346,Guillaume Restes,G,90,6.2,,0.0,,,23,20.0,87.0,,,,,1,0,,
Auxerre vs Toulouse,Toulouse,50735,Mark McKenzie,D,90,6.7,,0.0,,,74,65.0,87.8,1.0,,3.0,,1,0,2.0,7.0
Auxerre vs Toulouse,Toulouse,278392,Charlie Cresswell,D,90,6,,0.0,1.0,,72,66.0,91.7,,,4.0,1.0,0,0,6.0,15.0
Auxerre vs Toulouse,Toulouse,15793,Rasmus Nicolaisen,D,70,6.9,,0.0,,,37,33.0,89.2,2.0,1.0,2.0,,0,0,8.0,10.0
Auxerre vs Toulouse,Toulouse,39115,Aron Dønnum,M,90,7.2,,0.0,,,45,41.0,91.1,2.0,1.0,1.0,,0,0,2.0,10.0
Auxerre vs Toulouse,Toulouse,50956,Cristian Cásseres Jr.,M,90,8.2,,0.0,1.0,1.0,53,44.0,83.0,7.0,1.0,1.0,2.0,1,0,10.0,11.0
Auxerre vs Toulouse,Toulouse,118345,Abu Francis,M,70,7,,0.0,,,38,32.0,84.2,3.0,1.0,,1.0,0,0,5.0,6.0
Auxerre vs Toulouse,Toulouse,452697,Dayann Methalie,M,56,6.3,,0.0,,,11,11.0,100.0,2.0,1.0,4.0,1.0,1,0,3.0,10.0
Auxerre vs Toulouse,Toulouse,430816,Noah Edjouma,F,56,6.7,,0.0,,,10,8.0,80.0,1.0,,1.0,1.0,0,0,3.0,7.0
Auxerre vs Toulouse,Toulouse,174724,Frank Magri,F,90,5.2,,0.0,2.0,1.0,12,9.0,75.0,,,1.0,,0,0,1.0,13.0
Auxerre vs Toulouse,Toulouse,84128,Yann Gboho,F,82,6.2,,0.0,1.0,,25,21.0,84.0,,,,2.0,0,0,3.0,9.0
Auxerre vs Toulouse,Toulouse,264383,Warren Kamanzi,D,34,6.9,,0.0,,,15,12.0,80.0,4.0,,,,0,0,4.0,7.0
Auxerre vs Toulouse,Toulouse,321648,Emersonn,F,34,6,,0.0,4.0,1.0,1,1.0,100.0,,,1.0,,0,0,2.0,9.0
Auxerre vs Toulouse,Toulouse,102,Djibril Sidibé,D,20,7.3,,0.0,,,22,21.0,95.5,1.0,,1.0,1.0,1,0,2.0,3.0
Auxerre vs Toulouse,Toulouse,304140,Mario Sauer,M,20,6.3,,0.0,,,9,6.0,66.7,,,,,0,0,,
Auxerre vs Toulouse,Toulouse,362741,Santiago Hidalgo,F,8,6.3,,0.0,,,3,2.0,66.7,2.0,,1.0,,1,0,2.0,5.0
Le Havre vs Lorient,Le Havre,119853,Mory Diaw,G,90,7.2,,0.0,,,23,19.0,82.6,,,,,0,0,1.0,2.0
Le Havre vs Lorient,Le Havre,2336,Loic Négo,D,90,6.3,,0.0,,,63,50.0,79.4,2.0,1.0,,,0,0,2.0,4.0
Le Havre vs Lorient,Le Havre,174927,Arouna Sangante,D,90,7.7,,0.0,,,109,97.0,89.0,1.0,,1.0,1.0,1,0,7.0,10.0
Le Havre vs Lorient,Le Havre,64255,Gautier Lloris,D,90,7.2,,1.0,1.0,1.0,106,104.0,98.1,1.0,1.0,1.0,2.0,0,0,5.0,10.0
Le Havre vs Lorient,Le Havre,20521,Thomas Delaine,D,85,6.6,,0.0,,,68,52.0,76.5,,2.0,1.0,,0,0,,1.0
Le Havre vs Lorient,Le Havre,33165,Ayumu Seko,M,90,6.9,,0.0,1.0,,40,30.0,75.0,3.0,,2.0,3.0,1,0,9.0,12.0
Le Havre vs Lorient,Le Havre,21103,Abdoulaye Touré,M,85,6,,0.0,2.0,,43,35.0,81.4,,1.0,3.0,1.0,0,0,4.0,9.0
Le Havre vs Lorient,Le Havre,174625,Fodé Doucouré,M,63,6.5,,0.0,,,18,15.0,83.3,1.0,2.0,1.0,,0,0,2.0,6.0
Le Havre vs Lorient,Le Havre,174937,Yassine Kechta,M,63,6.5,,0.0,1.0,,17,16.0,94.1,1.0,,3.0,1.0,0,0,2.0,8.0
Le Havre vs Lorient,Le Havre,156465,Issa Soumaré,M,90,8.2,1.0,0.0,2.0,1.0,21,18.0,85.7,3.0,1.0,4.0,3.0,0,0,12.0,21.0
Le Havre vs Lorient,Le Havre,1945,Mbwana Ally Samatta,F,77,6,,0.0,2.0,,17,13.0,76.5,,,2.0,1.0,1,0,2.0,13.0
Le Havre vs Lorient,Le Havre,128342,Rassoul Ndiaye,M,27,6.6,,0.0,,,9,7.0,77.8,,,,,0,0,1.0,3.0
Le Havre vs Lorient,Le Havre,36932,Younes Namli,F,27,6.7,,0.0,1.0,,11,8.0,72.7,2.0,1.0,,,0,0,3.0,6.0
Le Havre vs Lorient,Le Havre,344165,Damián Pizarro,F,13,6.3,,0.0,,,2,2.0,100.0,,,,1.0,0,0,1.0,3.0
Le Havre vs Lorient,Le Havre,437349,Enzo Koffi,F,12,6.3,,0.0,,,6,5.0,83.3,,,,,0,0,,
Le Havre vs Lorient,Le Havre,961,Felix Mambimbi,F,12,6.3,,0.0,1.0,,2,1.0,50.0,1.0,,2.0,,0,0,3.0,6.0
Le Havre vs Lorient,Lorient,1142,Yvon Mvogo,G,90,6.5,,0.0,,,34,21.0,61.8,,,,,0,0,1.0,1.0
Le Havre vs Lorient,Lorient,193501,Bamo Meïté,D,90,6.2,,0.0,1.0,1.0,44,33.0,75.0,1.0,1.0,1.0,1.0,1,0,4.0,11.0
Le Havre vs Lorient,Lorient,50030,Montassar Talbi,D,90,6.6,,0.0,,,30,25.0,83.3,,,1.0,,1,0,5.0,8.0
Le Havre vs Lorient,Lorient,437776,Abdoulaye Faye,D,90,7.3,,0.0,2.0,,55,48.0,87.3,1.0,2.0,1.0,2.0,1,0,9.0,12.0
Le Havre vs Lorient,Lorient,174703,Théo Le Bris,M,74,6.6,,0.0,,,14,12.0,85.7,2.0,1.0,,1.0,0,0,4.0,4.0
Le Havre vs Lorient,Lorient,402265,Arthur Avom Ebong,M,90,6.9,,0.0,1.0,1.0,37,30.0,81.1,3.0,2.0,2.0,3.0,1,0,7.0,11.0
Le Havre vs Lorient,Lorient,20917,Laurent Abergel,M,90,6.7,,0.0,,,58,49.0,84.5,2.0,1.0,1.0,,1,0,4.0,10.0
Le Havre vs Lorient,Lorient,402386,Arsène Kouassi,M,90,7.5,,0.0,,,32,27.0,84.4,4.0,,1.0,2.0,0,0,8.0,12.0
Le Havre vs Lorient,Lorient,72457,Aiyegun Tosin,F,63,7.6,1.0,0.0,1.0,1.0,10,7.0,70.0,,,1.0,2.0,0,0,3.0,6.0
Le Havre vs Lorient,Lorient,322865,Karim Dermane,F,90,7.5,,1.0,,,33,26.0,78.8,2.0,,,4.0,0,0,7.0,13.0
Le Havre vs Lorient,Lorient,200873,Mohamed Bamba,F,62,5.6,,0.0,1.0,,10,8.0,80.0,,,5.0,,1,0,1.0,11.0
Le Havre vs Lorient,Lorient,144319,Sambou Soumano,F,28,6.2,,0.0,,,5,4.0,80.0,,,2.0,,0,0,1.0,5.0
Le Havre vs Lorient,Lorient,22171,Jean-Victor Makengo,M,27,6.3,,0.0,2.0,1.0,11,8.0,72.7,,,,3.0,0,0,3.0,6.0
Le Havre vs Lorient,Lorient,158551,Joel Mugisha Mvuka,M,16,6.9,,0.0,,,5,4.0,80.0,1.0,1.0,,,0,0,3.0,4.0
Marseille vs Paris Saint Germain,Marseille,47296,Gerónimo Rulli,G,90,8.2,,0.0,,,29,25.0,86.2,,,,,0,0,,
Marseille vs Paris Saint Germain,Marseille,2725,Benjamin Pavard,D,90,7,,0.0,,,16,14.0,87.5,,,2.0,,1,0,1.0,3.0
Marseille vs Paris Saint Germain,Marseille,6,Leonardo Balerdi,D,90,7.2,,0.0,,,23,20.0,87.0,3.0,3.0,1.0,1.0,0,0,5.0,10.0
Marseille vs Paris Saint Germain,Marseille,21694,Nayef Aguerd,D,90,8.2,,0.0,1.0,,35,28.0,80.0,2.0,,1.0,,0,0,5.0,7.0
Marseille vs Paris Saint Germain,Marseille,1138,Timothy Weah,M,78,7.3,,0.0,,,22,18.0,81.8,5.0,2.0,1.0,1.0,1,0,6.0,8.0
Marseille vs Paris Saint Germain,Marseille,19030,Matt O'Riley,M,90,6.5,,0.0,,,30,25.0,83.3,1.0,1.0,3.0,,0,0,3.0,10.0
Marseille vs Paris Saint Germain,Marseille,2735,Pierre-Emile Højbjerg,M,90,7.3,,0.0,1.0,,42,36.0,85.7,1.0,2.0,2.0,4.0,0,0,8.0,11.0
Marseille vs Paris Saint Germain,Marseille,2284,Emerson Palmieri,M,90,6.3,,0.0,1.0,,20,15.0,75.0,2.0,,3.0,,0,0,3.0,10.0
Marseille vs Paris Saint Germain,Marseille,897,Mason Greenwood,F,89,6.7,,0.0,,,33,21.0,63.6,,,1.0,,0,0,,5.0
Marseille vs Paris Saint Germain,Marseille,9363,Igor Paixão,F,61,6.5,,0.0,1.0,,15,10.0,66.7,1.0,,,1.0,0,0,2.0,5.0
Marseille vs Paris Saint Germain,Marseille,85041,Amine Gouiri,F,78,6.2,,0.0,1.0,,22,17.0,77.3,,,,,0,0,2.0,5.0
Marseille vs Paris Saint Germain,Marseille,1465,Pierre-Emerick Aubameyang,F,29,7.2,,0.0,1.0,1.0,13,9.0,69.2,1.0,1.0,1.0,,0,0,2.0,5.0
Marseille vs Paris Saint Germain,Marseille,2973,Amir Murillo,D,12,6.9,,0.0,,,2,2.0,100.0,1.0,,1.0,,1,0,1.0,2.0
Marseille vs Paris Saint Germain,Marseille,283216,Bilal Nadir,M,12,6.6,,0.0,,,5,5.0,100.0,1.0,,,,0,0,1.0,2.0
Marseille vs Paris Saint Germain,Paris Saint Germain,162453,Lucas Chevalier,G,90,5.9,,0.0,,,21,19.0,90.5,,,,,0,0,,
Marseille vs Paris Saint Germain,Paris Saint Germain,257,Marquinhos,D,90,6.6,,0.0,,,78,73.0,93.6,2.0,,,,0,0,4.0,6.0
Marseille vs Paris Saint Germain,Paris Saint Germain,161671,Ilya Zabarnyi,D,90,7.2,,0.0,,,64,59.0,92.2,3.0,,,1.0,0,0,4.0,7.0
Marseille vs Paris Saint Germain,Paris Saint Germain,16367,Willian Pacho,D,64,6.7,,0.0,,,66,66.0,100.0,,,,,0,0,,
Marseille vs Paris Saint Germain,Paris Saint Germain,9,Achraf Hakimi,M,90,7,,0.0,2.0,1.0,78,67.0,85.9,3.0,,1.0,2.0,0,0,7.0,11.0
Marseille vs Paris Saint Germain,Paris Saint Germain,336657,Warren Zaïre-Emery,M,73,6.3,,0.0,,,54,49.0,90.7,1.0,,3.0,,0,0,3.0,9.0
Marseille vs Paris Saint Germain,Paris Saint Germain,128384,Vitinha,M,90,7.3,,0.0,4.0,3.0,101,93.0,92.1,1.0,1.0,,4.0,0,0,7.0,10.0
Marseille vs Paris Saint Germain,Paris Saint Germain,328,Fabián Ruiz,M,90,6.6,,0.0,1.0,1.0,69,62.0,89.9,,1.0,,,1,0,,2.0
Marseille vs Paris Saint Germain,Paris Saint Germain,263482,Nuno Mendes,M,90,7.3,,0.0,,,53,49.0,92.5,4.0,1.0,,3.0,0,0,8.0,13.0
Marseille vs Paris Saint Germain,Paris Saint Germain,41585,Gonçalo Ramos,F,89,6.5,,0.0,1.0,,16,10.0,62.5,2.0,1.0,2.0,1.0,0,0,6.0,12.0
Marseille vs Paris Saint Germain,Paris Saint Germain,483,Khvicha Kvaratskhelia,F,90,6.7,,0.0,2.0,,42,37.0,88.1,,1.0,1.0,4.0,0,0,5.0,9.0
Marseille vs Paris Saint Germain,Paris Saint Germain,927,Kang-in Lee,M,26,6.3,,0.0,1.0,,15,15.0,100.0,,,,,0,0,,2.0
Marseille vs Paris Saint Germain,Paris Saint Germain,409216,Senny Mayulu,M,17,6.6,,0.0,,,11,11.0,100.0,1.0,,,1.0,0,0,2.0,4.0
Strasbourg vs Marseille,Strasbourg,340151,Mike Penders,G,90,7.3,,0.0,,,40,32.0,80.0,,,,,0,0,,
Strasbourg vs Marseille,Strasbourg,161747,Guéla Doué,D,84,6.7,,0.0,,,11,7.0,63.6,1.0,,1.0,2.0,0,0,4.0,9.0
Strasbourg vs Marseille,Strasbourg,396193,Lucas Høgsberg,D,90,6.5,,0.0,,,46,38.0,82.6,2.0,1.0,2.0,2.0,0,0,6.0,8.0
Strasbourg vs Marseille,Strasbourg,276184,Mamadou Sarr,D,90,6.2,,0.0,,,38,33.0,86.8,1.0,1.0,1.0,,0,0,2.0,6.0
Strasbourg vs Marseille,Strasbourg,2933,Ben Chilwell,D,90,6,,0.0,,,38,31.0,81.6,,,1.0,3.0,0,0,4.0,10.0
Strasbourg vs Marseille,Strasbourg,319572,Valentín Barco,M,84,7.3,,0.0,1.0,,50,44.0,88.0,3.0,2.0,,3.0,0,0,8.0,11.0
Strasbourg vs Marseille,Strasbourg,271542,Ismael Doukouré,M,90,6.9,,0.0,,,53,45.0,84.9,4.0,2.0,,1.0,0,0,6.0,8.0
Strasbourg vs Marseille,Strasbourg,406303,Kendry Páez,M,45,6.3,,0.0,1.0,,12,8.0,66.7,,,2.0,,0,0,,4.0
Strasbourg vs Marseille,Strasbourg,325594,Félix Lemaréchal,M,45,6.3,,0.0,,,15,10.0,66.7,1.0,1.0,,,0,0,1.0,3.0
Strasbourg vs Marseille,Strasbourg,335056,Diego Moreira,M,90,6.7,,0.0,,,26,21.0,80.8,,,1.0,1.0,0,0,2.0,7.0
Strasbourg vs Marseille,Strasbourg,203762,Emmanuel Emegha,F,62,6.9,,1.0,1.0,,7,6.0,85.7,,,2.0,2.0,1,0,2.0,5.0
Strasbourg vs Marseille,Strasbourg,358166,Abdoul Ouattara,M,45,7.9,1.0,0.0,1.0,1.0,19,15.0,78.9,1.0,1.0,,,0,0,2.0,3.0
Strasbourg vs Marseille,Strasbourg,334035,Samuel Amo-Ameyaw,F,45,6.3,,0.0,,,15,15.0,100.0,,,1.0,,1,0,,3.0
Strasbourg vs Marseille,Strasbourg,390742,Joaquin Panichelli,F,28,6.3,,0.0,3.0,,10,7.0,70.0,,,2.0,1.0,0,0,3.0,6.0
Strasbourg vs Marseille,Strasbourg,147835,Andrew Omobamidele,D,12,6.3,,0.0,,,5,3.0,60.0,,,,,0,0,,
Strasbourg vs Marseille,Strasbourg,415431,Samir El Mourabet,M,12,6.5,,0.0,,,8,8.0,100.0,,,,,0,0,,
Strasbourg vs Marseille,Marseille,47296,Gerónimo Rulli,G,90,6.3,,0.0,,,39,27.0,69.2,,,,1.0,0,0,1.0,1.0
Strasbourg vs Marseille,Marseille,2973,Amir Murillo,D,90,6.9,1.0,0.0,1.0,1.0,37,31.0,83.8,2.0,,3.0,2.0,1,0,7.0,14.0
Strasbourg vs Marseille,Marseille,6,Leonardo Balerdi,D,90,7,,0.0,2.0,,69,64.0,92.8,3.0,2.0,1.0,3.0,1,0,8.0,10.0
Strasbourg vs Marseille,Marseille,21694,Nayef Aguerd,D,90,6.7,,0.0,,,92,84.0,91.3,,2.0,1.0,1.0,1,0,1.0,2.0
Strasbourg vs Marseille,Marseille,6231,Facundo Medina,D,85,7.2,,0.0,,,58,55.0,94.8,3.0,,,3.0,0,0,7.0,9.0
Strasbourg vs Marseille,Marseille,19030,Matt O'Riley,M,85,6.5,,0.0,,,65,57.0,87.7,,2.0,2.0,,1,0,,4.0
Strasbourg vs Marseille,Marseille,2735,Pierre-Emile Højbjerg,M,90,6.6,,0.0,1.0,,74,68.0,91.9,1.0,,3.0,,0,0,3.0,9.0
Strasbourg vs Marseille,Marseille,9363,Igor Paixão,M,58,6.5,,0.0,2.0,1.0,15,12.0,80.0,1.0,,,1.0,0,0,3.0,7.0
Strasbourg vs Marseille,Marseille,896,Angel Gomes,M,90,6.3,,0.0,,,48,41.0,85.4,1.0,,3.0,1.0,0,0,3.0,8.0
Strasbourg vs Marseille,Marseille,1138,Timothy Weah,M,58,6.3,,0.0,1.0,1.0,18,16.0,88.9,,,1.0,1.0,0,0,2.0,4.0
Strasbourg vs Marseille,Marseille,85041,Amine Gouiri,F,58,6.5,,0.0,3.0,2.0,13,11.0,84.6,,,,,0,0,,2.0
Strasbourg vs Marseille,Marseille,2284,Emerson Palmieri,D,32,7.2,,0.0,,,21,17.0,81.0,2.0,,,,0,0,4.0,5.0
Strasbourg vs Marseille,Marseille,897,Mason Greenwood,F,32,6.7,,0.0,1.0,1.0,24,23.0,95.8,,,,,0,0,1.0,3.0
Strasbourg vs Marseille,Marseille,1465,Pierre-Emerick Aubameyang,F,32,7.2,1.0,0.0,2.0,2.0,11,10.0,90.9,1.0,,,,0,0,2.0,3.0
Strasbourg vs Marseille,Marseille,2725,Benjamin Pavard,D,11,7,,0.0,,,3,2.0,66.7,,,,,0,0,1.0,1.0
Strasbourg vs Marseille,Marseille,435482,Robinio Vaz,F,11,6.3,,0.0,1.0,1.0,1,,,,,1.0,,0,0,,1.0
Lorient vs Monaco,Lorient,1142,Yvon Mvogo,G,90,6.6,,0.0,,,31,28.0,90.3,,,,,0,0,,
Lorient vs Monaco,Lorient,193501,Bamo Meïté,D,90,6.9,,0.0,1.0,,62,56.0,90.3,,,2.0,1.0,0,0,3.0,7.0
Lorient vs Monaco,Lorient,50030,Montassar Talbi,D,90,7,,0.0,,,40,38.0,95.0,2.0,,,,0,0,3.0,3.0
Lorient vs Monaco,Lorient,437776,Abdoulaye Faye,D,90,6.6,,0.0,,,68,61.0,89.7,1.0,3.0,1.0,,0,0,3.0,4.0
Lorient vs Monaco,Lorient,174703,Théo Le Bris,M,83,6.9,,0.0,2.0,1.0,35,31.0,88.6,,,,1.0,0,0,1.0,2.0
Lorient vs Monaco,Lorient,402265,Arthur Avom Ebong,M,83,7.9,,0.0,,,46,40.0,87.0,1.0,2.0,,1.0,0,0,4.0,8.0
Lorient vs Monaco,Lorient,20917,Laurent Abergel,M,90,7.3,,0.0,,,75,69.0,92.0,1.0,,,1.0,0,0,3.0,3.0
Lorient vs Monaco,Lorient,402386,Arsène Kouassi,M,90,8.3,,0.0,,,40,33.0,82.5,,1.0,2.0,2.0,0,0,6.0,10.0
Lorient vs Monaco,Lorient,72457,Aiyegun Tosin,F,62,6.7,,0.0,2.0,1.0,21,15.0,71.4,2.0,,,1.0,0,0,6.0,8.0
Lorient vs Monaco,Lorient,322865,Karim Dermane,F,72,6.6,,0.0,1.0,,34,29.0,85.3,3.0,1.0,1.0,1.0,1,0,4.0,8.0
Lorient vs Monaco,Lorient,200873,Mohamed Bamba,F,62,7.7,1.0,0.0,4.0,3.0,10,8.0,80.0,1.0,,2.0,1.0,1,0,3.0,6.0
Lorient vs Monaco,Lorient,22171,Jean-Victor Makengo,M,28,6.6,,1.0,,,11,11.0,100.0,3.0,,1.0,,0,0,4.0,6.0
Lorient vs Monaco,Lorient,144319,Sambou Soumano,F,28,6.7,,1.0,,,7,5.0,71.4,,,1.0,,0,0,,2.0
Lorient vs Monaco,Lorient,276662,Pablo Pagis,F,18,9.3,2.0,0.0,3.0,3.0,14,11.0,78.6,,1.0,,,0,0,2.0,3.0
Lorient vs Monaco,Lorient,158551,Joel Mugisha Mvuka,M,16,6.2,,0.0,,,6,5.0,83.3,1.0,1.0,,1.0,0,0,2.0,4.0
