fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total,pass_accuracy_%,shots_on_target_ratio,goal_conversion_rate,duel_win_ratio,tackle_success_rate,goal_involvement,cards_total,cards_per_90,fouls_per_90,cards_per_foul,duel_foul_ratio,avg_rating_last_4,avg_goals_last_4,avg_assists_last_4,goal_involvement_last_4,form_index,performance_variance,aggression_index_norm,form_index_team,control_index,opponent,aggression_index_norm_opp,cards_per_90_team,fouls_per_90_team,form_index_team_opp,control_index_opp,cards_per_90_team_opp,fouls_per_90_team_opp,agg_diff,form_diff,control_diff,is_defensive,expected_foul_pressure,expected_card_risk
sunderland vs aston villa,aston villa,18,Jadon Sancho,F,8,6.3,0.0,0,0.0,0.0,14.0,1.8,0.0,0.0,0.0,0.0,0,0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,3.78,0.0,0.26547914451140253,-0.14,0.5137429032963456,sunderland,0.6737049290812734,3,14.0,-0.46,0.2506162085668786,0,0,-0.4082257845698709,0.32,0.26312669472946704,0,0.0,0.0
aston villa vs burnley,burnley,22,Jacob Bruun Larsen,F,31,6.3,0.0,0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,3.78,0.0,0.6590674110835403,0.2,0.3977282777790939,aston villa,0.3883592355578774,3,9.0,0.10000000000000009,0.5203382192457096,0,0,0.2707081755256629,0.09999999999999992,-0.12260994146661564,0,0.0,0.0
burnley vs leeds,burnley,22,Jacob Bruun Larsen,M,58,6.7,0.0,0,1.0,1.0,14.0,1.3,0.0,0.0,0.0,0.0,0,0,1.0,3.0,9.0,1.0,0.0,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,3.9,0.08000000000000014,0.4076682942447771,0.30000000000000004,0.2399758080978048,leeds,0.20198511166253103,1,7.0,-0.44999999999999996,0.6018298576662771,0,0,0.20568318258224605,0.75,-0.3618540495684722,0,0.0,0.0
burnley vs sunderland,burnley,22,Jacob Bruun Larsen,M,69,6.3,0.0,0,1.0,0.0,14.0,1.7,0.0,0.0,0.0,0.0,0,0,1.0,3.0,12.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.0,0.0,6.433333333333334,0.0,0.0,0.0,3.86,0.053333333333333455,0.2822865862354183,0.18,0.4046688067091516,sunderland,0.08643507030603804,1,5.0,-0.3,0.5746458057649158,0,0,0.19585151592938027,0.48,-0.16997699905576413,0,0.0,0.0
manchester city vs burnley,burnley,22,Jacob Bruun Larsen,F,28,6.5,0.0,0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,3.87,0.03666666666666674,0.26916184174248703,0.05999999999999994,0.25626794405346187,manchester city,0.09136338571822443,1,5.0,0.22499999999999998,0.6888524726762676,0,0,0.17779845602426259,-0.16500000000000004,-0.4325845286228057,0,0.0,0.0
manchester united vs burnley,burnley,22,Jacob Bruun Larsen,M,82,6.9,0.0,1,0.0,0.0,19.0,3.4,1.0,2.0,0.0,0.0,0,0,2.0,8.0,18.0,0.0,0.0,0.25,0.125,1.0,0,0.0,0.0,0.0,0.0,6.6,0.0,0.25,0.25,4.06,0.06666666666666683,0.45288211973417764,-0.12,0.2446484965076436,manchester united,0.3213886050698195,1,9.0,0.10000000000000003,0.49542738622633914,0,0,0.13149351466435816,-0.22000000000000003,-0.25077888971869555,0,0.0,0.0
tottenham vs burnley,burnley,22,Jacob Bruun Larsen,F,28,6.2,0.0,0,0.0,0.0,8.0,0.4,0.0,0.0,0.0,0.0,0,0,1.0,4.0,5.0,0.0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,6.475,0.0,0.25,0.25,3.985,0.09583333333333337,0.23235986511420753,0.05999999999999994,0.25502400060247077,tottenham,0.584049118788573,0,14.0,0.14,0.5254474654657542,0,0,-0.3516892536743655,-0.08000000000000007,-0.2704234648632834,0,0.0,0.0
arsenal vs manchester city,manchester city,44,Rodri,M,90,7.5,0.0,0,1.0,0.0,42.0,15.5,2.0,0.0,0.0,1.0,0,0,8.0,11.0,37.0,0.0,0.0,0.7272727272727273,0.18181818181818182,0.0,0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,4.5,0.0,0.41296755812884844,-0.09999999999999998,0.23151899583836755,arsenal,0.433085194375517,1,11.0,1.35,0.6724151597472106,0,0,-0.02011763624666857,-1.4500000000000002,-0.440896163908843,0,0.0,0.0
brentford vs manchester city,manchester city,44,Rodri,M,22,6.6,0.0,0,0.0,0.0,25.0,5.8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,4.2299999999999995,0.4050000000000003,0.1796939619520265,-0.09999999999999998,0.6729158276278695,brentford,0.44287442943356936,3,10.0,-0.20000000000000007,0.2878772742024407,0,0,-0.2631804674815429,0.10000000000000009,0.3850385534254288,0,0.0,0.0
brighton vs manchester city,manchester city,44,Rodri,M,90,7.3,0.0,0,1.0,0.0,100.0,87.0,1.0,1.0,0.0,2.0,0,0,6.0,9.0,87.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0,0.0,0.0,0.0,0.0,7.133333333333333,0.0,0.0,0.0,4.279999999999999,0.22333333333333352,0.6410601047697823,-0.09999999999999998,0.5093535332295004,brighton,0.7560794044665013,2,16.0,-0.23333333333333328,0.2841306599160002,0,0,-0.11501929969671909,0.1333333333333333,0.22522287331350016,0,0.0,0.0
manchester city vs manchester united,manchester city,44,Rodri,M,76,7.0,0.0,0,0.0,0.0,57.0,26.8,2.0,1.0,0.0,1.0,0,0,4.0,6.0,47.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,4.26,0.15333333333333343,0.22627395979429638,0.7,0.3746173983084977,manchester united,0.22341696535244923,0,8.0,0.0,0.4357113200100001,0,0,0.002856994441847144,0.7,-0.06109392170150241,0,0.0,0.0
manchester city vs tottenham,manchester city,44,Rodri,M,16,6.9,0.0,0,1.0,1.0,17.0,2.5,1.0,0.0,1.0,1.0,0,0,4.0,5.0,15.0,1.0,0.0,0.8,0.2,0.0,0,0.0,5.625,0.0,0.2,6.95,0.0,0.0,0.0,4.17,0.08333333333333323,0.20174015397340458,0.66,0.5191774734863741,tottenham,0.5911043517703248,4,12.0,-0.06666666666666654,0.2905048249066295,0,0,-0.3893641977969202,0.7266666666666666,0.22867264857974462,0,0.0,0.0
chelsea vs brighton,chelsea,95,Benoît Badiashile,D,11,6.0,0.0,0,0.0,0.0,9.0,0.7000000000000001,0.0,0.0,0.0,0.0,1,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1,8.181818181818182,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.5999999999999996,0.0,0.41830758558125886,-0.1499999999999999,0.43179719968123664,brighton,0.854907637165702,5,16.0,0.33999999999999997,0.3773456975789801,0,0,-0.4366000515844431,-0.4899999999999999,0.05445150210225652,0,0.0,0.0
chelsea vs liverpool,chelsea,95,Benoît Badiashile,D,55,7.7,0.0,0,0.0,0.0,48.0,21.6,1.0,2.0,0.0,0.0,0,0,1.0,1.0,45.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.85,0.0,0.0,0.0,4.109999999999999,1.445000000000001,0.28124847954069965,0.09999999999999998,0.4868931569317025,liverpool,0.29387923904052937,2,8.0,-0.09999999999999998,0.36558191256097017,0,0,-0.012630759499829725,0.19999999999999996,0.12131124437073232,0,0.0,0.0
brighton vs fulham,fulham,131,Jorge Cuenca,D,84,6.3,0.0,0,0.0,0.0,56.0,28.0,1.0,0.0,0.0,0.0,0,0,2.0,3.0,50.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,3.78,0.0,0.7388459105726659,-0.29999999999999993,0.3726552138465918,brighton,0.7886387805742646,3,16.0,-0.55,0.4653912883957515,0,0,-0.04979287000159871,0.2500000000000001,-0.09273607454915972,0,0.0,0.0
fulham vs arsenal,fulham,131,Jorge Cuenca,D,82,6.7,0.0,0,0.0,0.0,27.0,6.2,0.0,3.0,0.0,0.0,0,0,2.0,4.0,23.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,3.9,0.08000000000000014,0.39822473424623966,-0.3,0.31281728533581066,arsenal,0.0,0,4.0,1.08,0.6353815134088271,0,0,0.39822473424623966,-1.3800000000000001,-0.32256422807301643,0,0.0,0.0
fulham vs brentford,fulham,131,Jorge Cuenca,D,12,6.9,0.0,0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,6.633333333333333,0.0,0.0,0.0,3.9799999999999995,0.09333333333333343,0.5354425144747726,-0.19999999999999996,0.4029189276554253,brentford,0.553234996783384,1,13.0,0.09999999999999998,0.450204253243665,0,0,-0.0177924823086113,-0.29999999999999993,-0.04728532558823967,0,0.0,0.0
sunderland vs west ham,west ham,138,Jean-Clair Todibo,D,82,6.6,0.0,0,0.0,0.0,67.0,41.5,3.0,2.0,0.0,1.0,0,0,4.0,6.0,62.0,0.0,0.0,0.6666666666666666,0.5,0.0,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,3.9599999999999995,0.0,0.38042803970223327,-0.025000000000000022,0.5568427122615605,sunderland,0.22627395979429638,0,8.0,-0.020000000000000018,0.32264098657246987,0,0,0.1541540799079369,-0.0050000000000000044,0.2342017256890906,0,0.0,0.0
west ham vs chelsea,west ham,138,Jean-Clair Todibo,D,45,5.6,0.0,0,0.0,0.0,19.0,3.4,0.0,1.0,0.0,0.0,0,0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,3.6599999999999997,0.5,0.17034279937505747,0.08000000000000002,0.4099608459976822,chelsea,0.376101341388859,1,10.0,0.4600000000000001,0.55037417349589,0,0,-0.2057585420138015,-0.38000000000000006,-0.14041332749820784,0,0.0,0.0
aston villa vs newcastle,newcastle,169,Kieran Trippier,D,90,7.0,0.0,0,0.0,0.0,56.0,26.9,0.0,3.0,1.0,0.0,0,0,1.0,3.0,48.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,0.0,1.0,0.0,0.3333333333333333,7.0,0.0,0.0,0.0,4.2,0.0,0.43444995864350705,-0.3,0.45456481854387615,aston villa,0.5850072866201899,2,13.0,0.025000000000000022,0.2891719174255908,0,0,-0.1505573279766828,-0.325,0.16539290111828536,0,0.0,0.0
brighton vs newcastle,newcastle,169,Kieran Trippier,D,90,6.7,0.0,0,0.0,0.0,57.0,27.9,2.0,0.0,1.0,0.0,0,0,4.0,8.0,49.0,0.0,0.0,0.5,0.25,0.0,0,0.0,1.0,0.0,0.125,6.85,0.0,0.0,0.0,4.109999999999999,0.04499999999999981,0.31787634408602156,-0.13333333333333333,0.44232321537985797,brighton,0.2831011007189667,0,9.0,0.07500000000000007,0.4676072112215799,0,0,0.03477524336705484,-0.2083333333333334,-0.025283995841721918,0,0.0,0.0
leeds vs newcastle,newcastle,169,Kieran Trippier,D,61,6.6,0.0,0,0.0,0.0,47.0,16.9,1.0,0.0,1.0,0.0,0,0,1.0,3.0,36.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0,0.0,1.4754098360655739,0.0,0.3333333333333333,6.766666666666667,0.0,0.0,0.0,4.06,0.04333333333333328,0.6694926936862422,-0.175,0.5173992104261447,leeds,0.37354918754502525,1,10.0,-0.06,0.40410204851930326,0,0,0.29594350614121695,-0.11499999999999999,0.11329716190684141,0,0.0,0.0
newcastle vs arsenal,newcastle,169,Kieran Trippier,D,23,6.3,0.0,0,0.0,0.0,8.0,0.5,0.0,0.0,0.0,0.0,0,0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.65,0.0,0.0,0.0,3.99,0.08333333333333338,0.2956989247311828,-0.15999999999999998,0.3086451309766628,arsenal,0.3182472039414536,1,9.0,0.18,0.572219435596399,0,0,-0.022548279210270805,-0.33999999999999997,-0.2635743046197362,0,0.0,0.0
newcastle vs liverpool,newcastle,169,Kieran Trippier,D,76,6.2,0.0,0,0.0,0.0,33.0,7.6,0.0,0.0,4.0,2.0,0,0,3.0,10.0,23.0,0.0,0.0,0.3,0.0,0.0,0,0.0,4.7368421052631575,0.0,0.4,6.45,0.0,0.0,0.0,3.87,0.05666666666666701,0.8518403639371384,-0.07999999999999996,0.2732196679355099,liverpool,0.7450213145002228,3,15.0,0.6200000000000001,0.3733630390692584,0,0,0.10681904943691556,-0.7000000000000001,-0.1001433711337485,0,0.0,0.0
newcastle vs nottingham forest,newcastle,169,Kieran Trippier,D,90,7.3,0.0,0,0.0,0.0,82.0,56.6,2.0,0.0,3.0,0.0,0,0,4.0,14.0,69.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0,0.0,3.0,0.0,0.21428571428571427,6.6,0.0,0.0,0.0,3.9599999999999995,0.24666666666666637,0.6898263027295286,0.18,0.5124011852022323,nottingham forest,0.7684036393713813,4,15.0,-0.42499999999999993,0.3493699750898704,0,0,-0.07857733664185274,0.605,0.16303121011236194,0,0.0,0.0
newcastle vs wolves,newcastle,169,Kieran Trippier,D,90,7.6,0.0,0,0.0,0.0,70.0,37.8,1.0,1.0,0.0,2.0,0,0,4.0,5.0,54.0,0.0,0.0,0.8,0.2,0.0,0,0.0,0.0,0.0,0.0,6.85,0.0,0.0,0.0,4.109999999999999,0.4966666666666651,0.38042803970223327,0.18,0.5047481672701766,wolves,0.8795147504824925,4,17.0,-1.3499999999999999,0.3161951708938566,0,0,-0.49908671078025924,1.5299999999999998,0.18855299637631995,0,0.0,0.0
arsenal vs west ham,west ham,171,Kyle Walker-Peters,D,11,6.6,0.0,0,0.0,0.0,8.0,0.4,2.0,0.0,1.0,0.0,0,0,2.0,3.0,5.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0,0.0,8.181818181818182,0.0,0.3333333333333333,6.6,0.0,0.0,0.0,3.9599999999999995,0.0,0.6387724252017912,-0.6,0.24915064227793773,arsenal,0.570168183071409,0,14.0,1.225,0.5965649810940544,0,0,0.06860424213038219,-1.8250000000000002,-0.3474143388161167,0,0.0,0.0
everton vs west ham,west ham,171,Kyle Walker-Peters,D,90,6.3,0.0,0,0.0,0.0,44.0,15.4,2.0,0.0,3.0,1.0,1,0,5.0,10.0,35.0,0.0,0.0,0.5,0.2,0.0,1,1.0,3.0,0.3333333333333333,0.3,6.449999999999999,0.0,0.0,0.0,3.869999999999999,0.04499999999999981,0.8263027295285359,-0.6499999999999999,0.3871101077689736,everton,0.2738058312655088,3,7.0,-0.2749999999999999,0.41720313343262144,0,0,0.5524968982630272,-0.375,-0.030093025663647854,0,0.0,0.0
nottingham forest vs west ham,west ham,171,Kyle Walker-Peters,D,90,7.2,0.0,0,0.0,0.0,35.0,10.5,3.0,0.0,0.0,2.0,0,0,5.0,9.0,30.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,4.02,0.21000000000000046,0.11083540115798184,0.06666666666666665,0.41692226621545997,nottingham forest,0.5722911497105047,0,14.0,-0.36000000000000004,0.6081049658937707,0,0,-0.4614557485525228,0.4266666666666667,-0.19118269967831075,0,0.0,0.0
west ham vs chelsea,west ham,171,Kyle Walker-Peters,D,21,6.9,0.0,0,1.0,0.0,14.0,1.8,0.0,0.0,0.0,1.0,0,0,2.0,3.0,13.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,4.05,0.15000000000000038,0.17034279937505747,0.08000000000000002,0.4099608459976822,chelsea,0.376101341388859,1,10.0,0.4600000000000001,0.55037417349589,0,0,-0.2057585420138015,-0.38000000000000006,-0.14041332749820784,0,0.0,0.0
west ham vs crystal palace,west ham,171,Kyle Walker-Peters,D,90,6.7,0.0,0,2.0,1.0,47.0,19.3,1.0,0.0,0.0,2.0,0,0,9.0,11.0,41.0,0.5,0.0,0.8181818181818182,0.09090909090909091,0.0,0,0.0,0.0,0.0,0.0,6.7749999999999995,0.0,0.0,0.0,4.0649999999999995,0.14250000000000038,0.7401002894954509,0.12,0.4980007159797736,crystal palace,0.1536781430934657,3,5.0,-0.06000000000000005,0.38130175045381054,0,0,0.5864221464019852,0.18000000000000005,0.11669896552596304,0,0.0,0.0
west ham vs tottenham,west ham,171,Kyle Walker-Peters,D,90,6.3,0.0,0,0.0,0.0,29.0,7.5,2.0,0.0,0.0,1.0,0,0,5.0,10.0,26.0,0.0,0.0,0.5,0.2,0.0,0,0.0,0.0,0.0,0.0,6.775,0.0,0.0,0.0,4.065,0.14250000000000038,0.26259075452623837,0.2,0.2573356891377496,tottenham,0.20399634321535848,1,7.0,0.32000000000000006,0.6204536541365178,0,0,0.05859441131087989,-0.12000000000000005,-0.36311796499876814,0,0.0,0.0
burnley vs liverpool,liverpool,247,Cody Gakpo,M,90,7.2,0.0,0,3.0,0.0,40.0,14.0,0.0,1.0,0.0,1.0,0,0,4.0,6.0,35.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,4.32,0.0,0.3555077117695713,-0.09999999999999998,0.765154514110586,burnley,0.3837882547559968,3,9.0,-0.09999999999999998,0.11438891605776423,0,0,-0.028280542986425516,0.0,0.6507655980528217,0,0.0,0.0
chelsea vs liverpool,liverpool,247,Cody Gakpo,M,90,7.5,1.0,0,1.0,1.0,36.0,10.1,0.0,2.0,2.0,1.0,0,0,4.0,11.0,28.0,1.0,1.0,0.36363636363636365,0.0,1.0,0,0.0,2.0,0.0,0.18181818181818182,7.35,0.5,0.0,0.5,4.609999999999999,0.04500000000000008,0.29387923904052937,-0.09999999999999998,0.36558191256097017,chelsea,0.28124847954069965,0,9.0,0.09999999999999998,0.4868931569317025,0,0,0.012630759499829725,-0.19999999999999996,-0.12131124437073232,0,0.0,0.0
crystal palace vs liverpool,liverpool,247,Cody Gakpo,F,45,6.5,0.0,0,2.0,0.0,15.0,2.2,0.0,0.0,0.0,0.0,0,0,2.0,3.0,15.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0.0,0.0,0.0,0.0,7.066666666666666,0.3333333333333333,0.0,0.3333333333333333,4.373333333333333,0.2633333333333332,0.3314236364520995,-0.20000000000000007,0.6541072022309846,crystal palace,0.37310449407223606,1,10.0,0.4,0.20679017317760773,0,0,-0.04168085762013657,-0.6000000000000001,0.4473170290533769,0,0.0,0.0
liverpool vs arsenal,liverpool,247,Cody Gakpo,M,90,7.0,0.0,0,2.0,1.0,18.0,2.5,1.0,1.0,1.0,3.0,0,0,7.0,10.0,14.0,0.5,0.0,0.7,0.1,0.0,0,0.0,1.0,0.0,0.1,7.05,0.25,0.0,0.25,4.329999999999999,0.17666666666666656,0.23858101277456112,-0.17499999999999993,0.418344674823281,arsenal,0.41022044808861086,2,10.0,0.45999999999999996,0.42118342735995606,0,0,-0.17163943531404974,-0.6349999999999999,-0.0028387525366750377,0,0.0,0.0
liverpool vs bournemouth,liverpool,247,Cody Gakpo,M,90,8.6,1.0,0,3.0,2.0,29.0,6.1,1.0,0.0,1.0,3.0,0,0,12.0,23.0,21.0,0.6666666666666666,0.5,0.5217391304347826,0.043478260869565216,1.0,0,0.0,1.0,0.0,0.043478260869565216,7.4,0.5,0.0,0.5,4.640000000000001,0.8066666666666661,0.20357733664185276,0.20000000000000007,0.47328045432869903,bournemouth,0.40791287565481116,2,10.0,0.08000000000000007,0.32899024175202185,0,0,-0.2043355390129584,0.12,0.14429021257667718,0,0.0,0.0
liverpool vs everton,liverpool,247,Cody Gakpo,M,61,6.3,0.0,0,1.0,0.0,22.0,4.0,1.0,1.0,1.0,1.0,0,0,4.0,12.0,18.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.0,0,0.0,1.4754098360655739,0.0,0.08333333333333333,7.1000000000000005,0.25,0.0,0.25,4.359999999999999,1.0866666666666667,0.4655362558588365,0.30000000000000004,0.44902034889882786,everton,0.44257355547678134,3,10.0,-0.24,0.3238212599298418,0,0,0.022962700382055168,0.54,0.12519908896898607,0,0.0,0.0
liverpool vs manchester united,liverpool,247,Cody Gakpo,M,90,6.3,1.0,0,4.0,1.0,22.0,3.7,0.0,0.0,5.0,2.0,0,0,4.0,10.0,17.0,0.25,1.0,0.4,0.0,1.0,0,0.0,5.0,0.0,0.5,7.050000000000001,0.5,0.0,0.5,4.430000000000001,1.176666666666667,0.22793957598711426,0.42000000000000004,0.5161377578057105,manchester united,0.6465236218556902,2,14.0,0.0,0.2530817090461715,0,0,-0.418584045868576,0.42000000000000004,0.263056048759539,0,0.0,0.0
newcastle vs liverpool,liverpool,247,Cody Gakpo,M,89,7.5,0.0,2,0.0,0.0,17.0,1.9000000000000001,3.0,0.0,3.0,4.0,0,0,9.0,15.0,11.0,0.0,0.0,0.6,0.2,2.0,0,0.0,3.033707865168539,0.0,0.2,7.175000000000001,0.5,0.5,1.0,4.705000000000001,1.2225,0.7450213145002228,0.6200000000000001,0.3733630390692584,newcastle,0.8518403639371384,3,17.0,-0.07999999999999996,0.2732196679355099,0,0,-0.10681904943691556,0.7000000000000001,0.1001433711337485,0,0.0,0.0
aston villa vs burnley,aston villa,249,Donyell Malen,M,84,8.9,2.0,0,3.0,2.0,15.0,1.6,1.0,0.0,0.0,1.0,0,0,4.0,10.0,11.0,0.6666666666666666,1.0,0.4,0.1,2.0,0,0.0,0.0,0.0,0.0,8.9,2.0,0.0,2.0,6.14,0.0,0.3883592355578774,0.10000000000000009,0.5203382192457096,burnley,0.6590674110835403,1,15.0,0.2,0.3977282777790939,0,0,-0.2707081755256629,-0.09999999999999992,0.12260994146661564,0,0.0,0.0
aston villa vs crystal palace,aston villa,249,Donyell Malen,M,83,6.0,0.0,0,2.0,0.0,15.0,1.5,0.0,0.0,0.0,1.0,0,0,2.0,6.0,10.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.0,0.0,7.45,1.0,0.0,1.0,4.87,4.205000000000001,0.2391013477351238,-0.25,0.6185686965148319,crystal palace,0.6707563643047515,3,14.0,0.6000000000000001,0.31190348254138506,0,0,-0.4316550165696277,-0.8500000000000001,0.30666521397344687,0,0.0,0.0
aston villa vs fulham,aston villa,249,Donyell Malen,F,14,6.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.066666666666666,0.6666666666666666,0.0,0.6666666666666666,4.506666666666666,2.543333333333334,0.3795917870870432,0.2333333333333334,0.3421170410403648,fulham,0.6509925558312657,4,13.0,-0.7,0.45170517003546823,0,0,-0.2714007687442225,0.9333333333333333,-0.10958812899510345,0,0.0,0.0
aston villa vs newcastle,aston villa,249,Donyell Malen,F,13,6.7,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.975,0.5,0.0,0.5,4.385,1.729166666666667,0.5850072866201899,0.025000000000000022,0.2891719174255908,newcastle,0.43444995864350705,1,11.0,-0.3,0.45456481854387615,0,0,0.1505573279766828,0.325,-0.16539290111828536,0,0.0,0.0
brentford vs aston villa,aston villa,249,Donyell Malen,F,27,6.3,0.0,0,0.0,0.0,12.0,1.3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.325,0.0,0.0,0.0,3.795,0.08249999999999927,0.35424012885812545,-0.09999999999999998,0.635049550112341,brentford,0.429661312089156,1,11.0,0.2,0.15543979962622237,0,0,-0.07542118323103053,-0.3,0.47960975048611865,0,0.0,0.0
everton vs aston villa,aston villa,249,Donyell Malen,F,13,6.3,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.3999999999999995,0.0,0.0,0.0,3.8399999999999994,0.03999999999999941,0.735835401157982,-0.3,0.34798085313464894,everton,0.8463163180905119,3,17.0,-0.8999999999999999,0.4252667115980504,0,0,-0.11048091693252993,0.5999999999999999,-0.07728585846340147,0,0.0,0.0
sunderland vs aston villa,aston villa,249,Donyell Malen,F,17,6.7,0.0,0,1.0,0.0,7.0,0.5,1.0,0.0,0.0,0.0,0,0,2.0,4.0,7.0,0.0,0.0,0.5,0.25,0.0,0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,3.9,0.053333333333332844,0.26547914451140253,-0.14,0.5137429032963456,sunderland,0.6737049290812734,3,14.0,-0.46,0.2506162085668786,0,0,-0.4082257845698709,0.32,0.26312669472946704,0,0.0,0.0
tottenham vs aston villa,aston villa,249,Donyell Malen,F,61,6.5,0.0,0,1.0,0.0,4.0,0.1,0.0,0.0,1.0,0.0,0,0,1.0,4.0,3.0,0.0,0.0,0.25,0.0,0.0,0,0.0,1.4754098360655739,0.0,0.25,6.449999999999999,0.0,0.0,0.0,3.869999999999999,0.03666666666666616,0.16762104727365273,-0.18,0.36737256492839354,tottenham,0.4652672163077991,2,11.0,-0.07499999999999996,0.42233482721671856,0,0,-0.29764616903414637,-0.10500000000000004,-0.054962262288325014,0,0.0,0.0
arsenal vs leeds,leeds,250,Joël Piroe,F,58,6.2,0.0,0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,3.7199999999999998,0.0,0.4680745855360161,-0.6,0.24809185218103796,arsenal,0.22847164782648655,0,8.0,2.5,0.5916046982586765,0,0,0.23960293770952956,-3.1,-0.3435128460776385,0,0.0,0.0
burnley vs leeds,leeds,250,Joël Piroe,F,17,6.2,0.0,0,2.0,0.0,11.0,0.9,0.0,1.0,0.0,0.0,0,0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,3.7199999999999998,0.0,0.20198511166253103,-0.44999999999999996,0.6018298576662771,burnley,0.4076682942447771,2,10.0,0.30000000000000004,0.2399758080978048,0,0,-0.20568318258224605,-0.75,0.3618540495684722,0,0.0,0.0
leeds vs everton,leeds,250,Joël Piroe,F,78,6.2,0.0,0,1.0,1.0,17.0,2.5,0.0,0.0,1.0,0.0,0,0,1.0,8.0,15.0,1.0,0.0,0.125,0.0,0.0,0,0.0,1.1538461538461537,0.0,0.125,6.2,0.0,0.0,0.0,3.7199999999999998,0.0,0.11031844499586434,-0.12,0.4988823164183112,everton,0.29670986122599025,2,8.0,-0.33999999999999997,0.3670958380735963,0,0,-0.1863914162301259,0.21999999999999997,0.1317864783447149,0,0.0,0.0
