fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total,pass_accuracy_%,shots_on_target_ratio,goal_conversion_rate,duel_win_ratio,tackle_success_rate,goal_involvement,cards_total,cards_per_90,fouls_per_90,cards_per_foul,duel_foul_ratio,avg_rating_last_4,avg_goals_last_4,avg_assists_last_4,goal_involvement_last_4,form_index,performance_variance,aggression_index_norm,form_index_team,control_index,opponent,aggression_index_norm_opp,cards_per_90_team,fouls_per_90_team,form_index_team_opp,control_index_opp,cards_per_90_team_opp,fouls_per_90_team_opp,agg_diff,form_diff,control_diff,is_defensive,expected_foul_pressure,expected_card_risk
fulham vs arsenal,fulham,2887,Raúl Jiménez,F,90,6.5,0.0,0,0.0,0.0,16.0,1.1,3.0,0.0,4.0,1.0,0,0,6.0,19.0,7.0,0.0,0.0,0.3157894736842105,0.15789473684210525,0.0,0,0.0,4.0,0.0,0.21052631578947367,6.525,0.25,0.0,0.25,4.015,0.7625000000000007,0.39822473424623966,-0.3,0.31281728533581066,arsenal,0.0,0,4.0,1.08,0.6353815134088271,0,0,0.39822473424623966,-1.3800000000000001,-0.32256422807301643,0,0.0,0.0
fulham vs brentford,fulham,2887,Raúl Jiménez,F,10,6.5,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,0.0,0.5,6.225,0.0,0.0,0.0,3.7349999999999994,0.18250000000000086,0.5354425144747726,-0.19999999999999996,0.4029189276554253,brentford,0.553234996783384,1,13.0,0.09999999999999998,0.450204253243665,0,0,-0.0177924823086113,-0.29999999999999993,-0.04728532558823967,0,0.0,0.0
fulham vs leeds,fulham,2887,Raúl Jiménez,F,13,6.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,2.0,6.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0,0.0,6.923076923076923,0.0,0.16666666666666666,6.449999999999999,0.0,0.0,0.0,3.869999999999999,0.01000000000000025,0.9500275709953131,-0.3,0.47413500495163113,leeds,0.6983043837882548,2,15.0,-0.5,0.3615253310137803,0,0,0.25172318720705833,0.2,0.11260967393785082,0,0.0,0.0
fulham vs manchester united,fulham,2887,Raúl Jiménez,F,20,6.2,0.0,0,0.0,0.0,5.0,0.2,0.0,0.0,1.0,0.0,0,0,1.0,5.0,4.0,0.0,0.0,0.2,0.0,0.0,0,0.0,4.5,0.0,0.2,6.425000000000001,0.0,0.0,0.0,3.8550000000000004,0.02250000000000033,0.4951061483319549,-0.18,0.47554403355706637,manchester united,0.3765508684863524,1,10.0,-0.19999999999999996,0.40436902929847396,0,0,0.11855527984560249,0.019999999999999962,0.07117500425859241,0,0.0,0.0
arsenal vs nottingham forest,nottingham forest,2919,Matz Sels,G,90,6.2,0.0,0,0.0,0.0,27.0,5.9,0.0,0.0,0.0,0.0,0,0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,3.7199999999999998,0.0,0.4339554788362643,-0.3,0.3677583853824589,arsenal,0.261579818031431,1,8.0,1.3,0.5097272330508547,0,0,0.1723756608048333,-1.6,-0.14196884766839574,0,0.0,0.0
burnley vs nottingham forest,nottingham forest,2919,Matz Sels,G,90,6.7,0.0,0,0.0,0.0,24.0,4.6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,3.87,0.125,0.4369772998805258,-0.04999999999999999,0.6177874514853874,burnley,0.49293985584308164,1,12.0,-0.025000000000000022,0.34560146930159563,0,0,-0.05596255596255584,-0.024999999999999967,0.27218598218379175,0,0.0,0.0
crystal palace vs nottingham forest,nottingham forest,2919,Matz Sels,G,90,6.3,0.0,0,0.0,0.0,24.0,3.6,0.0,0.0,0.0,0.0,1,0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,6.3999999999999995,0.0,0.0,0.0,3.8399999999999994,0.07000000000000006,0.5026881720430109,-0.16666666666666669,0.48320031466893165,crystal palace,0.5005820543454953,3,11.0,0.24,0.3118297526629355,0,0,0.0021061176975155638,-0.4066666666666667,0.17137056200599615,0,0.0,0.0
newcastle vs nottingham forest,nottingham forest,2919,Matz Sels,G,90,8.6,0.0,0,0.0,0.0,29.0,4.1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.95,0.0,0.0,0.0,4.17,1.256666666666666,0.7684036393713813,-0.42499999999999993,0.3493699750898704,newcastle,0.6898263027295286,0,16.0,0.18,0.5124011852022323,0,0,0.07857733664185274,-0.605,-0.16303121011236194,0,0.0,0.0
nottingham forest vs brentford,nottingham forest,2919,Matz Sels,G,90,6.7,0.0,0,0.0,0.0,24.0,3.4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.075,0.0,0.0,0.0,4.245,1.069166666666666,0.2031982354563,-0.09999999999999998,0.4181113253290693,brentford,0.6994911353256374,2,15.0,0.039999999999999925,0.34514059239190126,0,0,-0.49629289986933744,-0.1399999999999999,0.07297073293716805,0,0.0,0.0
nottingham forest vs chelsea,nottingham forest,2919,Matz Sels,G,90,5.2,0.0,0,0.0,0.0,23.0,2.1,0.0,0.0,0.0,0.0,0,0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.700000000000001,0.0,0.0,0.0,4.0200000000000005,2.006666666666666,0.581487061325771,-0.16000000000000003,0.424357926031848,chelsea,0.8568769939737683,5,16.0,-0.09999999999999987,0.4023163342260851,0,0,-0.27538993264799727,-0.060000000000000164,0.022041591805762928,0,0.0,0.0
nottingham forest vs sunderland,nottingham forest,2919,Matz Sels,G,90,6.9,0.0,0,0.0,0.0,28.0,5.6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.8500000000000005,0.0,0.0,0.0,4.11,1.9366666666666656,0.5401522892035228,-0.43999999999999995,0.563179265019834,sunderland,0.18139991728701413,2,6.0,-0.475,0.2908458563986744,0,0,0.35875237191650866,0.03500000000000003,0.27233340862115957,0,0.0,0.0
nottingham forest vs west ham,nottingham forest,2919,Matz Sels,G,90,7.0,0.0,0,0.0,0.0,11.0,0.9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,3.87,0.71,0.5722911497105047,-0.36000000000000004,0.6081049658937707,west ham,0.11083540115798184,0,6.0,0.06666666666666665,0.41692226621545997,0,0,0.4614557485525228,-0.4266666666666667,0.19118269967831075,0,0.0,0.0
aston villa vs fulham,fulham,2920,Timothy Castagne,D,90,6.2,0.0,0,0.0,0.0,38.0,13.3,2.0,2.0,1.0,0.0,0,0,4.0,6.0,35.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,1.0,0.0,0.16666666666666666,6.2,0.0,0.0,0.0,3.7199999999999998,0.0,0.6509925558312657,-0.7,0.45170517003546823,aston villa,0.3795917870870432,1,10.0,0.2333333333333334,0.3421170410403648,0,0,0.2714007687442225,-0.9333333333333333,0.10958812899510345,0,0.0,0.0
bournemouth vs fulham,fulham,2920,Timothy Castagne,M,90,6.9,0.0,0,0.0,0.0,33.0,8.2,2.0,2.0,0.0,0.0,0,0,4.0,7.0,25.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0,0.0,0.0,0.0,0.0,6.550000000000001,0.0,0.0,0.0,3.93,0.2449999999999998,0.37884845142909657,-0.25,0.4018656887979913,bournemouth,0.22847164782648655,0,8.0,0.65,0.4842298149806745,0,0,0.15037680360261002,-0.9,-0.08236412618268324,0,0.0,0.0
brighton vs fulham,fulham,2920,Timothy Castagne,D,14,6.3,0.0,0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.466666666666666,0.0,0.0,0.0,3.8799999999999994,0.14333333333333334,0.7388459105726659,-0.29999999999999993,0.3726552138465918,brighton,0.7886387805742646,3,16.0,-0.55,0.4653912883957515,0,0,-0.04979287000159871,0.2500000000000001,-0.09273607454915972,0,0.0,0.0
chelsea vs fulham,fulham,2920,Timothy Castagne,M,60,6.5,0.0,0,0.0,0.0,16.0,1.9000000000000001,3.0,1.0,0.0,0.0,0,0,3.0,5.0,12.0,0.0,0.0,0.6,0.6,0.0,0,0.0,0.0,0.0,0.0,6.475,0.0,0.0,0.0,3.885,0.09583333333333334,0.8094351884674467,-0.375,0.37630380563737026,chelsea,0.4639583752486978,2,11.0,-0.125,0.5168535515187486,0,0,0.34547681321874885,-0.25,-0.1405497458813783,0,0.0,0.0
fulham vs arsenal,fulham,2920,Timothy Castagne,D,90,7.0,0.0,0,0.0,0.0,22.0,4.8,4.0,0.0,1.0,1.0,0,0,9.0,15.0,22.0,0.0,0.0,0.6,0.26666666666666666,0.0,0,0.0,1.0,0.0,0.06666666666666667,6.675000000000001,0.0,0.0,0.0,4.005,0.10916666666666684,0.39822473424623966,-0.3,0.31281728533581066,arsenal,0.0,0,4.0,1.08,0.6353815134088271,0,0,0.39822473424623966,-1.3800000000000001,-0.32256422807301643,0,0.0,0.0
fulham vs manchester united,fulham,2920,Timothy Castagne,M,62,6.0,0.0,0,1.0,1.0,18.0,2.7,0.0,1.0,2.0,1.0,0,0,3.0,7.0,15.0,1.0,0.0,0.42857142857142855,0.0,0.0,0,0.0,2.903225806451613,0.0,0.2857142857142857,6.449999999999999,0.0,0.0,0.0,3.869999999999999,0.17666666666666653,0.4951061483319549,-0.18,0.47554403355706637,manchester united,0.3765508684863524,1,10.0,-0.19999999999999996,0.40436902929847396,0,0,0.11855527984560249,0.019999999999999962,0.07117500425859241,0,0.0,0.0
aston villa vs crystal palace,aston villa,2926,Youri Tielemans,M,90,7.5,0.0,0,3.0,1.0,81.0,59.1,1.0,0.0,0.0,2.0,0,0,4.0,6.0,73.0,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,0.0,0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,4.5,0.0,0.2391013477351238,-0.25,0.6185686965148319,crystal palace,0.6707563643047515,3,14.0,0.6000000000000001,0.31190348254138506,0,0,-0.4316550165696277,-0.8500000000000001,0.30666521397344687,0,0.0,0.0
aston villa vs newcastle,aston villa,2926,Youri Tielemans,M,90,6.7,0.0,0,0.0,0.0,19.0,2.7,2.0,1.0,4.0,0.0,0,0,3.0,8.0,14.0,0.0,0.0,0.375,0.25,0.0,0,0.0,4.0,0.0,0.5,7.1,0.0,0.0,0.0,4.26,0.3199999999999995,0.5850072866201899,0.025000000000000022,0.2891719174255908,newcastle,0.43444995864350705,1,11.0,-0.3,0.45456481854387615,0,0,0.1505573279766828,0.325,-0.16539290111828536,0,0.0,0.0
brentford vs aston villa,aston villa,2926,Youri Tielemans,M,90,6.9,0.0,0,1.0,0.0,88.0,65.1,1.0,0.0,1.0,1.0,0,0,3.0,8.0,74.0,0.0,0.0,0.375,0.125,0.0,0,0.0,1.0,0.0,0.125,7.033333333333334,0.0,0.0,0.0,4.220000000000001,0.17333333333333298,0.35424012885812545,-0.09999999999999998,0.635049550112341,brentford,0.429661312089156,1,11.0,0.2,0.15543979962622237,0,0,-0.07542118323103053,-0.3,0.47960975048611865,0,0.0,0.0
everton vs aston villa,aston villa,2926,Youri Tielemans,M,45,6.6,0.0,0,0.0,0.0,35.0,10.5,1.0,0.0,1.0,0.0,0,0,2.0,5.0,30.0,0.0,0.0,0.4,0.2,0.0,0,0.0,2.0,0.0,0.2,6.925,0.0,0.0,0.0,4.154999999999999,0.1624999999999998,0.735835401157982,-0.3,0.34798085313464894,everton,0.8463163180905119,3,17.0,-0.8999999999999999,0.4252667115980504,0,0,-0.11048091693252993,0.5999999999999999,-0.07728585846340147,0,0.0,0.0
everton vs aston villa,everton,2932,Jordan Pickford,G,90,7.0,0.0,0,0.0,0.0,32.0,5.8,0.0,0.0,0.0,1.0,0,0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.2,0.0,0.8463163180905119,-0.8999999999999999,0.4252667115980504,aston villa,0.735835401157982,3,15.0,-0.3,0.34798085313464894,0,0,0.11048091693252993,-0.5999999999999999,0.07728585846340147,0,0.0,0.0
everton vs brighton,everton,2932,Jordan Pickford,G,90,8.6,0.0,0,0.0,0.0,47.0,12.7,0.0,0.0,0.0,0.0,0,0,1.0,1.0,27.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,4.68,1.2799999999999994,0.3048962491458986,-0.55,0.30109262320798,brighton,0.7342845326716296,3,15.0,0.24,0.4506265873244183,0,0,-0.42938828352573105,-0.79,-0.14953396411643827,0,0.0,0.0
everton vs crystal palace,everton,2932,Jordan Pickford,G,90,7.6,0.0,0,0.0,0.0,38.0,9.1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.733333333333333,0.0,0.0,0.0,4.64,0.6533333333333331,0.5807830162668873,-0.23333333333333328,0.36811642494598373,crystal palace,0.7837285175994856,3,16.0,0.15999999999999992,0.42538493235482766,0,0,-0.20294550133259825,-0.3933333333333332,-0.05726850740884393,0,0.0,0.0
everton vs west ham,everton,2932,Jordan Pickford,G,90,7.5,0.0,0,0.0,0.0,31.0,7.4,1.0,0.0,0.0,0.0,0,0,1.0,1.0,24.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,7.675,0.0,0.0,0.0,4.6049999999999995,0.4491666666666665,0.2738058312655088,-0.2749999999999999,0.41720313343262144,west ham,0.8263027295285359,4,16.0,-0.6499999999999999,0.3871101077689736,0,0,-0.5524968982630272,0.375,0.030093025663647854,0,0.0,0.0
leeds vs everton,everton,2932,Jordan Pickford,G,90,6.6,0.0,0,0.0,0.0,54.0,20.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.574999999999999,0.0,0.0,0.0,4.544999999999999,0.6691666666666665,0.29670986122599025,-0.33999999999999997,0.3670958380735963,leeds,0.11031844499586434,0,6.0,-0.12,0.4988823164183112,0,0,0.1863914162301259,-0.21999999999999997,-0.1317864783447149,0,0.0,0.0
liverpool vs everton,everton,2932,Jordan Pickford,G,90,6.9,0.0,0,0.0,0.0,39.0,8.2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.1499999999999995,0.0,0.0,0.0,4.289999999999999,0.2299999999999993,0.44257355547678134,-0.24,0.3238212599298418,liverpool,0.4655362558588365,2,11.0,0.30000000000000004,0.44902034889882786,0,0,-0.022962700382055168,-0.54,-0.12519908896898607,0,0.0,0.0
manchester city vs everton,everton,2932,Jordan Pickford,G,90,6.9,0.0,0,0.0,0.0,31.0,4.7,0.0,0.0,0.0,0.0,0,0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.975,0.0,0.0,0.0,4.185,0.1424999999999991,0.6405293631100083,-0.31999999999999995,0.2632882266075983,manchester city,0.2274607113316791,0,8.0,0.38000000000000006,0.7920456567946415,0,0,0.4130686517783292,-0.7,-0.5287574301870431,0,0.0,0.0
wolves vs everton,everton,2932,Jordan Pickford,G,90,6.6,0.0,0,0.0,0.0,39.0,7.8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,4.05,0.029999999999999027,0.3733198924731183,-0.16000000000000003,0.30138247359673814,wolves,0.6267576509511994,0,15.0,-0.18,0.4626734312408346,0,0,-0.2534377584780811,0.019999999999999962,-0.16129095764409646,0,0.0,0.0
everton vs aston villa,everton,2934,Michael Keane,D,90,6.9,0.0,0,4.0,1.0,33.0,9.2,1.0,1.0,1.0,0.0,0,0,5.0,9.0,28.0,0.25,0.0,0.5555555555555556,0.1111111111111111,0.0,0,0.0,1.0,0.0,0.1111111111111111,6.9,0.0,0.0,0.0,4.14,0.0,0.8463163180905119,-0.8999999999999999,0.4252667115980504,aston villa,0.735835401157982,3,15.0,-0.3,0.34798085313464894,0,0,0.11048091693252993,-0.5999999999999999,0.07728585846340147,0,0.0,0.0
everton vs brighton,everton,2934,Michael Keane,D,90,7.2,0.0,0,0.0,0.0,25.0,5.8,2.0,0.0,0.0,0.0,0,0,4.0,6.0,23.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,7.050000000000001,0.0,0.0,0.0,4.23,0.04499999999999981,0.3048962491458986,-0.55,0.30109262320798,brighton,0.7342845326716296,3,15.0,0.24,0.4506265873244183,0,0,-0.42938828352573105,-0.79,-0.14953396411643827,0,0.0,0.0
everton vs crystal palace,everton,2934,Michael Keane,D,65,6.9,0.0,0,1.0,0.0,27.0,6.5,1.0,1.0,1.0,0.0,0,0,5.0,9.0,24.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0,0.0,1.3846153846153846,0.0,0.1111111111111111,7.0,0.0,0.0,0.0,4.2,0.029999999999999964,0.5807830162668873,-0.23333333333333328,0.36811642494598373,crystal palace,0.7837285175994856,3,16.0,0.15999999999999992,0.42538493235482766,0,0,-0.20294550133259825,-0.3933333333333332,-0.05726850740884393,0,0.0,0.0
everton vs west ham,everton,2934,Michael Keane,D,90,8.3,1.0,0,1.0,1.0,51.0,22.4,1.0,0.0,1.0,1.0,0,0,8.0,13.0,44.0,1.0,1.0,0.6153846153846154,0.07692307692307693,1.0,0,0.0,1.0,0.0,0.07692307692307693,7.325,0.25,0.0,0.25,4.494999999999999,0.4424999999999997,0.2738058312655088,-0.2749999999999999,0.41720313343262144,west ham,0.8263027295285359,4,16.0,-0.6499999999999999,0.3871101077689736,0,0,-0.5524968982630272,0.375,0.030093025663647854,0,0.0,0.0
leeds vs everton,everton,2934,Michael Keane,D,90,6.7,0.0,0,0.0,0.0,55.0,26.9,0.0,0.0,1.0,0.0,0,0,2.0,4.0,49.0,0.0,0.0,0.5,0.0,0.0,0,0.0,1.0,0.0,0.25,7.2749999999999995,0.25,0.0,0.25,4.464999999999999,0.5091666666666663,0.29670986122599025,-0.33999999999999997,0.3670958380735963,leeds,0.11031844499586434,0,6.0,-0.12,0.4988823164183112,0,0,0.1863914162301259,-0.21999999999999997,-0.1317864783447149,0,0.0,0.0
liverpool vs everton,everton,2934,Michael Keane,D,90,6.2,0.0,0,0.0,0.0,34.0,9.5,1.0,2.0,0.0,0.0,0,0,3.0,6.0,28.0,0.0,0.0,0.5,0.16666666666666666,0.0,0,0.0,0.0,0.0,0.0,7.025,0.25,0.0,0.25,4.3149999999999995,0.8091666666666665,0.44257355547678134,-0.24,0.3238212599298418,liverpool,0.4655362558588365,2,11.0,0.30000000000000004,0.44902034889882786,0,0,-0.022962700382055168,-0.54,-0.12519908896898607,0,0.0,0.0
manchester city vs everton,everton,2934,Michael Keane,D,90,6.6,0.0,0,0.0,0.0,28.0,7.3,0.0,0.0,1.0,0.0,0,0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.5,6.95,0.25,0.0,0.25,4.27,0.8566666666666666,0.6405293631100083,-0.31999999999999995,0.2632882266075983,manchester city,0.2274607113316791,0,8.0,0.38000000000000006,0.7920456567946415,0,0,0.4130686517783292,-0.7,-0.5287574301870431,0,0.0,0.0
wolves vs everton,everton,2934,Michael Keane,D,90,6.3,0.0,0,0.0,0.0,36.0,8.6,1.0,4.0,0.0,0.0,0,0,4.0,6.0,24.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,3.87,0.05666666666666601,0.3733198924731183,-0.16000000000000003,0.30138247359673814,wolves,0.6267576509511994,0,15.0,-0.18,0.4626734312408346,0,0,-0.2534377584780811,0.019999999999999962,-0.16129095764409646,0,0.0,0.0
brentford vs manchester united,manchester united,2935,Harry Maguire,D,66,6.3,0.0,0,1.0,0.0,31.0,7.8,0.0,0.0,0.0,0.0,0,0,4.0,7.0,25.0,0.0,0.0,0.5714285714285714,0.0,0.0,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,3.78,0.0,0.4117038875103391,-0.09999999999999998,0.37679678959783675,brentford,0.6429556106975463,2,14.0,0.07500000000000007,0.3224426097462747,0,0,-0.23125172318720716,-0.17500000000000004,0.054354179851562046,0,0.0,0.0
fulham vs manchester united,manchester united,2935,Harry Maguire,D,9,6.9,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,3.9599999999999995,0.18000000000000058,0.3765508684863524,-0.19999999999999996,0.40436902929847396,fulham,0.4951061483319549,1,12.0,-0.18,0.47554403355706637,0,0,-0.11855527984560249,-0.019999999999999962,-0.07117500425859241,0,0.0,0.0
liverpool vs manchester united,manchester united,2935,Harry Maguire,D,90,7.3,1.0,0,1.0,1.0,22.0,3.1,0.0,1.0,1.0,0.0,0,0,5.0,10.0,14.0,1.0,1.0,0.5,0.0,1.0,0,0.0,1.0,0.0,0.1,6.833333333333333,0.3333333333333333,0.0,0.3333333333333333,4.233333333333333,0.2533333333333337,0.6465236218556902,0.0,0.2530817090461715,liverpool,0.22793957598711426,0,8.0,0.42000000000000004,0.5161377578057105,0,0,0.418584045868576,-0.42000000000000004,-0.263056048759539,0,0.0,0.0
manchester city vs manchester united,manchester united,2935,Harry Maguire,D,28,5.9,0.0,0,0.0,0.0,27.0,6.5,0.0,0.0,0.0,0.0,0,0,1.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.6,0.25,0.0,0.25,4.06,0.38666666666666655,0.22341696535244923,0.0,0.4357113200100001,manchester city,0.22627395979429638,0,8.0,0.7,0.3746173983084977,0,0,-0.002856994441847144,-0.7,0.06109392170150241,0,0.0,0.0
manchester united vs arsenal,manchester united,2935,Harry Maguire,D,11,6.5,0.0,0,0.0,0.0,7.0,0.30000000000000004,0.0,0.0,1.0,0.0,0,0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.181818181818182,0.0,0.5,6.65,0.25,0.0,0.25,4.09,0.35666666666666663,0.3749602341413756,-0.06,0.41056690760328124,arsenal,1.0,4,19.0,0.27999999999999997,0.2831059366960639,0,0,-0.6250397658586244,-0.33999999999999997,0.12746097090721736,0,0.0,0.0
manchester united vs chelsea,manchester united,2935,Harry Maguire,D,70,6.9,0.0,1,1.0,0.0,41.0,13.9,1.0,2.0,2.0,0.0,0,0,2.0,5.0,34.0,0.0,0.0,0.4,0.2,1.0,0,0.0,2.571428571428571,0.0,0.4,6.65,0.25,0.25,0.5,4.19,0.35666666666666663,0.614584167133595,0.18,0.3544096351144657,chelsea,0.7775365315687899,6,14.0,-0.24,0.534346208765057,0,0,-0.1629523644351949,0.42,-0.1799365736505913,0,0.0,0.0
manchester united vs sunderland,manchester united,2935,Harry Maguire,D,11,6.6,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.475,0.0,0.25,0.25,3.985,0.1758333333333331,0.3749602341413756,0.24,0.36438385515890076,sunderland,0.5913978494623657,4,12.0,-0.6,0.37392770841723727,0,0,-0.21643761532099015,0.84,-0.00954385325833651,0,0.0,0.0
everton vs aston villa,everton,2936,James Tarkowski,D,90,7.3,0.0,0,0.0,0.0,37.0,10.7,4.0,1.0,2.0,2.0,0,0,9.0,17.0,29.0,0.0,0.0,0.5294117647058824,0.23529411764705882,0.0,0,0.0,2.0,0.0,0.11764705882352941,7.3,0.0,0.0,0.0,4.38,0.0,0.8463163180905119,-0.8999999999999999,0.4252667115980504,aston villa,0.735835401157982,3,15.0,-0.3,0.34798085313464894,0,0,0.11048091693252993,-0.5999999999999999,0.07728585846340147,0,0.0,0.0
everton vs brighton,everton,2936,James Tarkowski,D,90,6.9,0.0,0,0.0,0.0,43.0,13.8,0.0,0.0,0.0,2.0,0,0,8.0,10.0,32.0,0.0,0.0,0.8,0.0,0.0,0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,4.26,0.07999999999999961,0.3048962491458986,-0.55,0.30109262320798,brighton,0.7342845326716296,3,15.0,0.24,0.4506265873244183,0,0,-0.42938828352573105,-0.79,-0.14953396411643827,0,0.0,0.0
everton vs crystal palace,everton,2936,James Tarkowski,D,90,8.5,0.0,0,0.0,0.0,54.0,24.8,2.0,1.0,0.0,0.0,0,0,9.0,11.0,46.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0,0.0,0.0,0.0,0.0,7.566666666666666,0.0,0.0,0.0,4.54,0.6933333333333335,0.5807830162668873,-0.23333333333333328,0.36811642494598373,crystal palace,0.7837285175994856,3,16.0,0.15999999999999992,0.42538493235482766,0,0,-0.20294550133259825,-0.3933333333333332,-0.05726850740884393,0,0.0,0.0
everton vs west ham,everton,2936,James Tarkowski,D,90,7.2,0.0,0,0.0,0.0,44.0,17.2,0.0,0.0,2.0,0.0,1,0,5.0,10.0,39.0,0.0,0.0,0.5,0.0,0.0,1,1.0,2.0,0.5,0.2,7.475,0.0,0.0,0.0,4.484999999999999,0.49583333333333335,0.2738058312655088,-0.2749999999999999,0.41720313343262144,west ham,0.8263027295285359,4,16.0,-0.6499999999999999,0.3871101077689736,0,0,-0.5524968982630272,0.375,0.030093025663647854,0,0.0,0.0
leeds vs everton,everton,2936,James Tarkowski,D,90,7.3,0.0,0,1.0,0.0,61.0,29.9,2.0,1.0,2.0,0.0,0,0,8.0,14.0,49.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0,0.0,2.0,0.0,0.14285714285714285,7.475,0.0,0.0,0.0,4.484999999999999,0.49583333333333335,0.29670986122599025,-0.33999999999999997,0.3670958380735963,leeds,0.11031844499586434,0,6.0,-0.12,0.4988823164183112,0,0,0.1863914162301259,-0.21999999999999997,-0.1317864783447149,0,0.0,0.0
liverpool vs everton,everton,2936,James Tarkowski,D,90,7.7,0.0,0,0.0,0.0,42.0,13.4,3.0,1.0,0.0,1.0,0,0,6.0,8.0,32.0,0.0,0.0,0.75,0.375,0.0,0,0.0,0.0,0.0,0.0,7.675,0.0,0.0,0.0,4.6049999999999995,0.34916666666666707,0.44257355547678134,-0.24,0.3238212599298418,liverpool,0.4655362558588365,2,11.0,0.30000000000000004,0.44902034889882786,0,0,-0.022962700382055168,-0.54,-0.12519908896898607,0,0.0,0.0
