fixture,team,goals,assists,shots_total_x,shots_on_x,passes_total,accurate_passes,fouls_committed,yellow_cards,red_cards,minutes,tackles,interceptions,shots_accuracy_for,pass_accuracy_team,expected_goals,goals_prevented,possession,corners,shots_total_y,shots_on_y,shots_on,shots_total,dominance_index,goal_conversion_rate,shot_on_target_ratio,control_index,cards_total,fouls_per_90_team,cards_per_90_team,cards_per_foul_team,fouls_per_duel_team,aggression_index_raw,aggression_index_norm,avg_goals_last_5,avg_cards_last_5,form_index_team
FSV Mainz 05 vs 1. FC Köln,1. FC Köln,1.0,1,10.0,2.0,401,323.0,9.0,2,0,989,10.0,4.0,0.2,0.8054862842892768,1.36,0,0.49,3,12,2,0,0,0.24894117647058825,0,0,0.5589417824047626,2,9.0,2,0.2222222222222222,0.6428571428571429,5.228571428571429,0.3474756965776445,0.4,1.8,-0.34
RB Leipzig vs 1. FC Köln,1. FC Köln,1.0,1,7.0,2.0,474,412.0,8.0,1,0,990,12.0,8.0,0.2857142857142857,0.869198312236287,1.7,1,0.53,5,13,2,0,0,0.3002352941176471,0,0,0.6363372583942298,1,8.0,1,0.125,0.4,4.38,0.2680495825954971,0.6,1.8,-0.24000000000000005
SC Freiburg vs 1. FC Köln,1. FC Köln,0.0,0,12.0,4.0,421,335.0,9.0,2,0,1002,19.0,6.0,0.3333333333333333,0.7957244655581948,1.3800000000000001,0,0.53,5,19,4,0,0,0.3002352941176471,0,0,0.5836204355576963,2,9.0,2,0.2222222222222222,0.36,5.172,0.34218062231216795,0.6,1.8,-0.24000000000000005
VfB Stuttgart vs 1. FC Köln,1. FC Köln,1.0,1,8.0,3.0,333,256.0,9.0,1,0,994,11.0,10.0,0.375,0.7687687687687688,1.58,0,0.43,5,10,3,0,0,0.26023529411764706,0,0,0.5436099238464004,1,9.0,1,0.1111111111111111,0.42857142857142855,4.885714285714285,0.3153843373929384,0.6,1.4,-0.12
VfL Wolfsburg vs 1. FC Köln,1. FC Köln,3.0,2,10.0,8.0,356,288.0,11.0,2,0,990,12.0,7.0,0.8,0.8089887640449438,1.65,-1,0.44,4,14,8,0,0,0.24658823529411766,0,0,0.5588898889689691,2,11.0,2,0.18181818181818182,0.5789473684210527,6.21578947368421,0.4398791058090457,1.2,1.6,0.12
Werder Bremen vs 1. FC Köln,1. FC Köln,1.0,1,8.0,2.0,511,437.0,11.0,4,0,990,13.0,13.0,0.25,0.8551859099804305,0.9400000000000001,0,0.51,0,10,2,0,0,0.20400000000000001,0,0,0.5816633067490092,4,11.0,4,0.36363636363636365,0.4230769230769231,6.7846153846153845,0.49312109595438713,1.2,2.0,0.0
1. FC Köln vs 1899 Hoffenheim,1899 Hoffenheim,2.0,1,15.0,6.0,481,388.0,11.0,2,0,987,13.0,5.0,0.4,0.8066528066528067,1.7,0,0.64,10,18,6,0,0,0.43247058823529416,0,0,0.6659985877780735,2,11.0,2,0.18181818181818182,0.6111111111111112,6.222222222222221,0.4404812097703572,2.0,2.0,0.4
1899 Hoffenheim vs 1. FC Heidenheim,1899 Hoffenheim,3.0,3,10.0,7.0,525,431.0,14.0,1,0,993,7.0,8.0,0.7,0.820952380952381,2.37,0,0.6000000000000001,7,14,7,0,0,0.36352941176470593,0,0,0.6511205889390933,1,14.0,1,0.07142857142857142,0.9333333333333333,7.486666666666666,0.5588329538746943,2.5,1.5,0.8
1899 Hoffenheim vs 1. FC Köln,1899 Hoffenheim,0.0,0,9.0,4.0,496,412.0,15.0,3,0,989,16.0,6.0,0.4444444444444444,0.8306451612903226,1.12,1,0.61,11,15,4,0,0,0.4381176470588235,0,0,0.694282084044511,3,15.0,3,0.2,0.6818181818181818,8.536363636363637,0.6570843778028196,1.6666666666666667,2.0,0.2333333333333334
1899 Hoffenheim vs Bayer Leverkusen,1899 Hoffenheim,1.0,0,15.0,8.0,347,265.0,17.0,2,0,998,19.0,13.0,0.5333333333333333,0.7636887608069164,1.55,0,0.38,3,19,8,0,0,0.20494117647058827,0,0,0.5217616136284065,2,17.0,2,0.11764705882352941,0.53125,9.206249999999999,0.7197856058689602,1.5,2.0,0.15000000000000002
1899 Hoffenheim vs Bayern München,1899 Hoffenheim,1.0,0,9.0,4.0,334,257.0,17.0,1,0,990,26.0,7.0,0.4444444444444444,0.7694610778443114,0.85,0,0.38,5,13,4,0,0,0.2402352941176471,0,0,0.5442575859218601,1,17.0,1,0.058823529411764705,0.5151515151515151,8.903030303030304,0.6914043035975747,1.4,1.8,0.15999999999999992
1899 Hoffenheim vs Borussia Mönchengladbach,1899 Hoffenheim,5.0,3,17.0,10.0,645,554.0,16.0,1,0,995,10.0,6.0,0.5882352941176471,0.8589147286821706,3.42,0,0.66,6,18,10,0,0,0.3698823529411765,0,0,0.6945179614442482,1,16.0,1,0.0625,1.0,8.5,0.653680748798381,2.0,1.6,0.52
1899 Hoffenheim vs Eintracht Frankfurt,1899 Hoffenheim,1.0,1,15.0,5.0,473,393.0,14.0,2,0,996,16.0,5.0,0.3333333333333333,0.8308668076109936,1.37,0,0.58,4,17,5,0,0,0.3025882352941176,0,0,0.6051052926615417,2,14.0,2,0.14285714285714285,0.6666666666666666,7.733333333333333,0.5819209039548023,1.6,1.8,0.26
1899 Hoffenheim vs FC Augsburg,1899 Hoffenheim,2.0,1,10.0,3.0,600,504.0,17.0,1,0,995,9.0,12.0,0.3,0.84,2.08,-1,0.6000000000000001,7,17,3,0,0,0.36352941176470593,0,0,0.6832574637895359,1,17.0,1,0.058823529411764705,0.8095238095238095,8.961904761904762,0.6969149410333322,2.0,1.4,0.5800000000000001
1899 Hoffenheim vs Hamburger SV,1899 Hoffenheim,4.0,4,8.0,6.0,562,487.0,16.0,1,0,996,18.0,8.0,0.75,0.8665480427046264,1.31,-1,0.59,3,10,6,0,0,0.2889411764705882,0,0,0.6380153751802765,1,16.0,1,0.0625,0.6153846153846154,8.423076923076923,0.646480764365915,2.6,1.2,0.9400000000000001
1899 Hoffenheim vs RB Leipzig,1899 Hoffenheim,3.0,3,9.0,4.0,457,361.0,13.0,3,0,1006,24.0,9.0,0.4444444444444444,0.7899343544857768,1.82,0,0.49,5,12,4,0,0,0.2842352941176471,0,0,0.5915796513782712,3,13.0,3,0.23076923076923078,0.3939393939393939,7.478787878787879,0.5580955009237327,3.0,1.6,1.02
1899 Hoffenheim vs SC Freiburg,1899 Hoffenheim,3.0,3,16.0,7.0,523,440.0,8.0,3,0,999,17.0,7.0,0.4375,0.8413001912045889,1.71,0,0.61,6,25,7,0,0,0.3498823529411765,0,0,0.6489267731074673,3,8.0,3,0.375,0.3333333333333333,4.966666666666667,0.32296146386710517,2.6,2.0,0.7000000000000001
1899 Hoffenheim vs Union Berlin,1899 Hoffenheim,2.0,1,8.0,4.0,447,350.0,11.0,2,0,996,15.0,7.0,0.5,0.7829977628635347,1.37,0,0.59,3,9,4,0,0,0.2889411764705882,0,0,0.5615668684255598,2,11.0,2,0.18181818181818182,0.5,6.199999999999999,0.4384012142676448,2.8,2.0,0.7999999999999999
Bayer Leverkusen vs 1899 Hoffenheim,1899 Hoffenheim,2.0,2,9.0,5.0,387,313.0,17.0,4,0,996,15.0,10.0,0.5555555555555556,0.8087855297157622,0.45,0,0.4,4,10,5,0,0,0.23058823529411768,0,0,0.5681350054727201,4,17.0,4,0.23529411764705882,0.68,9.835999999999999,0.7787300784214519,2.8,2.6,0.6199999999999999
Bayern München vs 1899 Hoffenheim,1899 Hoffenheim,1.0,1,7.0,4.0,398,324.0,9.0,2,1,917,19.0,4.0,0.5714285714285714,0.8140703517587939,2.04,0,0.45,3,9,4,0,0,0.23294117647058826,0,0,0.5623292935264558,3,9.0,3,0.3333333333333333,0.391304347826087,5.478260869565218,0.3708465777230282,2.2,3.0,0.20000000000000018
Borussia Dortmund vs 1899 Hoffenheim,1899 Hoffenheim,0.0,0,10.0,3.0,507,420.0,9.0,2,0,990,14.0,8.0,0.3,0.8284023668639053,1.14,0,0.5700000000000001,5,11,3,0,0,0.3162352941176471,0,0,0.6258890344517576,2,9.0,2,0.2222222222222222,0.4090909090909091,5.181818181818182,0.3430996021433664,1.6,2.8,-0.039999999999999925
Eintracht Frankfurt vs 1899 Hoffenheim,1899 Hoffenheim,2.0,1,10.0,5.0,478,379.0,16.0,4,0,989,17.0,12.0,0.5,0.7928870292887029,1.35,0,0.53,6,10,5,0,0,0.3178823529411765,0,0,0.6111523529535444,4,16.0,4,0.25,0.5517241379310345,9.310344827586206,0.7295288606645324,1.4,3.0,-0.19999999999999996
FC St. Pauli vs 1899 Hoffenheim,1899 Hoffenheim,3.0,3,11.0,5.0,443,354.0,17.0,3,0,1004,14.0,11.0,0.45454545454545453,0.7990970654627539,2.34,0,0.51,7,14,5,0,0,0.3275294117647059,0,0,0.6154693131038275,3,17.0,3,0.17647058823529413,0.68,9.536,0.7506501391348344,1.6,3.2,-0.15999999999999992
FSV Mainz 05 vs 1899 Hoffenheim,1899 Hoffenheim,0.0,0,12.0,5.0,468,339.0,13.0,2,0,998,14.0,11.0,0.4166666666666667,0.7243589743589743,1.3800000000000001,0,0.55,4,19,5,0,0,0.2905882352941177,0,0,0.55034383834709,2,13.0,2,0.15384615384615385,0.52,7.204,0.5323754110801923,1.2,2.8,-0.24
SC Freiburg vs 1899 Hoffenheim,1899 Hoffenheim,1.0,1,7.0,4.0,400,310.0,15.0,1,0,998,11.0,6.0,0.5714285714285714,0.775,2.54,0,0.5700000000000001,8,15,4,0,0,0.36917647058823533,0,0,0.6022206621342004,1,15.0,1,0.06666666666666667,0.8823529411764706,7.976470588235294,0.6046785018080089,1.2,2.4,-0.12
Union Berlin vs 1899 Hoffenheim,1899 Hoffenheim,4.0,1,9.0,8.0,465,359.0,12.0,1,0,998,21.0,8.0,0.8888888888888888,0.7720430107526882,2.7600000000000002,0,0.58,2,9,8,0,0,0.2672941176470588,0,0,0.5497519221661756,1,12.0,1,0.08333333333333333,0.41379310344827586,6.382758620689655,0.4555073841778832,2.0,2.2,0.33999999999999997
VfB Stuttgart vs 1899 Hoffenheim,1899 Hoffenheim,0.0,0,2.0,1.0,416,306.0,17.0,2,0,989,18.0,5.0,0.5,0.7355769230769231,0.13,0,0.53,2,4,1,0,0,0.24729411764705883,0,0,0.5167450089815594,2,17.0,2,0.11764705882352941,0.7391304347826086,9.247826086956522,0.7236771191940079,1.6,1.8,0.26
VfL Wolfsburg vs 1899 Hoffenheim,1899 Hoffenheim,3.0,3,9.0,4.0,468,379.0,17.0,2,0,998,18.0,4.0,0.4444444444444444,0.8098290598290598,1.23,0,0.52,2,10,4,0,0,0.24329411764705883,0,0,0.5695494693174268,2,17.0,2,0.11764705882352941,0.7727272727272727,9.254545454545454,0.7243060506404801,1.6,1.6,0.32000000000000006
Werder Bremen vs 1899 Hoffenheim,1899 Hoffenheim,2.0,1,8.0,3.0,372,278.0,10.0,2,1,951,13.0,10.0,0.375,0.7473118279569892,0.61,0,0.41000000000000003,7,12,3,0,0,0.2875294117647059,0,0,0.5681696591750657,3,10.0,3,0.3,0.43478260869565216,5.986956521739131,0.41846038781772793,2.0,1.8,0.45999999999999996
1899 Hoffenheim vs Bayer Leverkusen,Bayer Leverkusen,0.0,0,6.0,2.0,576,470.0,7.0,1,0,990,18.0,9.0,0.3333333333333333,0.8159722222222222,0.96,0,0.62,5,8,2,0,0,0.3362352941176471,0,0,0.6404779822314185,1,7.0,1,0.14285714285714285,0.25925925925925924,3.8518518518518516,0.2186150228143651,0.0,1.0,-0.3
Bayer Leverkusen vs 1. FC Heidenheim,Bayer Leverkusen,6.0,5,17.0,10.0,923,868.0,5.0,0,0,990,15.0,5.0,0.5882352941176471,0.9404117009750813,3.31,0,0.74,11,25,10,0,0,0.49011764705882355,0,0,0.8779090724798551,0,5.0,0,0.0,0.25,2.55,0.09676195294712875,3.0,0.5,1.35
Bayer Leverkusen vs 1. FC Köln,Bayer Leverkusen,2.0,2,15.0,6.0,577,508.0,8.0,2,0,994,12.0,8.0,0.4,0.8804159445407279,2.07,0,0.61,8,17,6,0,0,0.3851764705882353,0,0,0.7082954685754187,2,8.0,2,0.25,0.4,4.68,0.29612952188211483,2.6666666666666665,1.0,1.0333333333333332
Bayer Leverkusen vs 1899 Hoffenheim,Bayer Leverkusen,1.0,1,5.0,2.0,565,489.0,9.0,0,0,1002,7.0,9.0,0.4,0.8654867256637168,0.71,0,0.6000000000000001,6,7,2,0,0,0.34588235294117653,0,0,0.6736833569199459,0,9.0,0,0.0,0.5625,4.6125,0.28981153554262584,2.25,0.75,0.9
Bayer Leverkusen vs Borussia Dortmund,Bayer Leverkusen,1.0,1,10.0,4.0,613,546.0,7.0,3,0,1002,11.0,7.0,0.4,0.8907014681892332,0.8200000000000001,0,0.63,10,14,4,0,0,0.42847058823529416,0,0,0.7478219135211611,3,7.0,3,0.42857142857142855,0.3888888888888889,4.477777777777778,0.2772015628074318,2.0,1.2,0.64
Bayer Leverkusen vs Borussia Mönchengladbach,Bayer Leverkusen,1.0,1,11.0,9.0,675,606.0,12.0,5,0,996,14.0,10.0,0.8181818181818182,0.8977777777777778,1.46,0,0.62,3,13,9,0,0,0.3009411764705882,0,0,0.6877005944756462,5,12.0,5,0.4166666666666667,0.5,7.6,0.5694409309385277,2.2,2.0,0.5000000000000001
Bayer Leverkusen vs Eintracht Frankfurt,Bayer Leverkusen,3.0,0,17.0,8.0,313,243.0,10.0,5,2,971,25.0,4.0,0.47058823529411764,0.7763578274760383,2.11,0,0.39,4,18,8,0,0,0.22658823529411767,0,0,0.5296095965639134,7,10.0,7,0.7,0.3448275862068966,7.168965517241379,0.5290961905841918,1.6,3.4,-0.21999999999999997
Bayer Leverkusen vs FC St. Pauli,Bayer Leverkusen,4.0,4,12.0,7.0,846,754.0,7.0,0,0,990,8.0,7.0,0.5833333333333334,0.8912529550827423,1.58,-2,0.68,8,12,7,0,0,0.4131764705882353,0,0,0.7948195014846168,0,7.0,0,0.0,0.4666666666666667,3.5933333333333333,0.1944177417994772,2.0,3.0,0.10000000000000009
Bayer Leverkusen vs SC Freiburg,Bayer Leverkusen,2.0,2,12.0,4.0,758,708.0,9.0,1,0,994,11.0,2.0,0.3333333333333333,0.9340369393139841,1.71,0,0.6900000000000001,2,19,4,0,0,0.31129411764705883,0,0,0.7190905949895372,1,9.0,1,0.1111111111111111,0.6923076923076923,4.938461538461539,0.32032146957520097,2.2,3.2,0.14000000000000012
Bayer Leverkusen vs Union Berlin,Bayer Leverkusen,2.0,1,15.0,3.0,822,755.0,11.0,1,0,989,13.0,8.0,0.2,0.9184914841849149,2.87,0,0.74,4,20,3,0,0,0.36658823529411766,0,0,0.7541437616017688,1,11.0,1,0.09090909090909091,0.5238095238095238,5.904761904761904,0.4107669883030368,2.4,2.8,0.36
