player_id,name,team,position,minutes,goals,assists,shots_total,shots_on,passes_total,accurate_passes,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total,goals_per_90,assists_per_90,shots_accuracy,pass_accuracy_pct,duel_success_rate,defensive_contrib_per_90,discipline_index
271580,Martim Neto,Elche,M,365,0.0,2.0,4.0,2.0,191,172.0,4.0,0.0,5.0,3.0,0,0,17.0,39.0,0.0,0.493,0.5,90.052,43.59,0.986,0.308
273732,Tyrhys Dolan,Espanyol,F,45,0.0,0.0,0.0,0.0,7,4.0,0.0,0.0,0.0,1.0,0,0,2.0,4.0,0.0,0.0,,57.143,50.0,0.0,0.0
273732,Tyrhys Dolan,Espanyol,M,602,0.0,1.0,6.0,3.0,143,113.0,10.0,1.0,9.0,11.0,0,0,30.0,76.0,0.0,0.15,0.5,79.021,39.474,1.645,0.336
278619,Luiz Júnior,Villarreal,G,540,0.0,0.0,0.0,0.0,107,83.0,0.0,0.0,1.0,0.0,1,0,1.0,2.0,0.0,0.0,,77.57,50.0,0.0,0.208
279822,Flavien Boyomo,Osasuna,D,808,0.0,0.0,0.0,0.0,394,319.0,21.0,2.0,15.0,2.0,2,0,43.0,75.0,0.0,0.0,,80.964,57.333,2.562,0.64
281795,Yáser Asprilla,Girona,F,218,0.0,0.0,2.0,1.0,47,38.0,2.0,2.0,3.0,1.0,0,0,7.0,17.0,0.0,0.0,0.5,80.851,41.176,1.651,0.31
281795,Yáser Asprilla,Girona,M,205,0.0,0.0,6.0,3.0,51,43.0,4.0,2.0,4.0,1.0,0,0,10.0,20.0,0.0,0.0,0.5,84.314,50.0,2.634,0.439
282054,Clemens Riedel,Espanyol,D,360,0.0,1.0,2.0,1.0,220,197.0,9.0,3.0,3.0,2.0,0,0,21.0,32.0,0.0,0.25,0.5,89.545,65.625,3.0,0.188
283668,Arnau Martínez,Girona,D,260,0.0,0.0,0.0,0.0,124,102.0,7.0,3.0,3.0,6.0,1,0,16.0,27.0,0.0,0.0,,82.258,59.259,3.462,0.606
283668,Arnau Martínez,Girona,M,169,1.0,1.0,1.0,1.0,81,70.0,2.0,2.0,0.0,2.0,1,0,8.0,14.0,0.533,0.533,1.0,86.42,57.143,2.13,0.533
284300,Álvaro Carreras,Real Madrid,D,802,0.0,0.0,2.0,0.0,654,588.0,7.0,9.0,8.0,13.0,2,0,37.0,83.0,0.0,0.0,0.0,89.908,44.578,1.796,0.449
284441,Abu Kamara,Getafe,F,78,0.0,0.0,1.0,1.0,13,8.0,0.0,2.0,1.0,1.0,0,0,1.0,9.0,0.0,0.0,1.0,61.538,11.111,2.308,0.288
284441,Abu Kamara,Getafe,M,45,0.0,0.0,0.0,0.0,10,4.0,2.0,0.0,0.0,0.0,0,0,3.0,5.0,0.0,0.0,,40.0,60.0,4.0,0.0
285909,Pablo Torre,Mallorca,M,491,0.0,1.0,3.0,2.0,223,186.0,2.0,3.0,15.0,12.0,1,0,17.0,48.0,0.0,0.183,0.667,83.408,35.417,0.916,0.871
286084,Sergi Altimira,Real Betis,M,450,0.0,1.0,0.0,0.0,279,259.0,23.0,11.0,4.0,6.0,1,0,37.0,52.0,0.0,0.2,,92.832,71.154,6.8,0.4
286559,Carlos Domínguez,Celta Vigo,D,405,0.0,0.0,1.0,0.0,293,273.0,10.0,3.0,5.0,1.0,1,0,18.0,27.0,0.0,0.0,0.0,93.174,66.667,2.889,0.5
286593,Nico Serrano,Athletic Club,F,10,0.0,0.0,0.0,0.0,3,2.0,1.0,0.0,1.0,1.0,0,0,2.0,7.0,0.0,0.0,,66.667,28.571,9.0,2.25
286593,Nico Serrano,Athletic Club,M,107,0.0,0.0,0.0,0.0,40,35.0,0.0,0.0,2.0,1.0,0,0,4.0,13.0,0.0,0.0,,87.5,30.769,0.0,0.421
286601,Omar El Hilali,Espanyol,D,696,0.0,2.0,1.0,0.0,339,275.0,19.0,8.0,11.0,5.0,2,0,36.0,71.0,0.0,0.259,0.0,81.121,50.704,3.491,0.614
286611,Pablo Cuñat,Levante,G,180,0.0,0.0,0.0,0.0,57,29.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,0.0,0.0,,50.877,100.0,0.0,0.0
