fixture,team,goals,assists,shots_total_x,shots_on_x,passes_total,accurate_passes,fouls_committed,yellow_cards,red_cards,minutes,tackles,interceptions,shots_accuracy_for,pass_accuracy_team,expected_goals,goals_prevented,possession,corners,shots_total_y,shots_on_y,shots_on,shots_total,dominance_index,goal_conversion_rate,shot_on_target_ratio,control_index,cards_total,fouls_per_90_team,cards_per_90_team,cards_per_foul_team,fouls_per_duel_team,aggression_index_raw,aggression_index_norm,avg_goals_last_5,avg_cards_last_5,form_index_team
Lecce vs Bologna,Bologna,2.0,1.0,8.0,5.0,517,442.0,13.0,2,0,996,14.0,5.0,0.625,0.8549323017408124,1.37,0,0.67,9,14,5,0,0,0.46085714285714285,0,0,0.6835869215470979,2,13.0,2,0.15384615384615385,0.6842105263157895,7.2368421052631575,0.1849970344774233,2.6,2.6,0.52
Cagliari vs Bologna,Cagliari,0.0,0.0,8.0,6.0,620,482.0,30.0,2,0,1980,24.0,14.0,0.75,0.7774193548387097,0.19,0,0.42,2,4,3,0,0,0.21085714285714285,0,0,0.5702416323065729,2,30.0,2,0.06666666666666667,0.7894736842105263,15.757894736842104,0.4772428376182985,0.0,2.0,-0.6
Cagliari vs Fiorentina,Cagliari,1.0,1.0,13.0,6.0,356,293.0,18.0,4,0,995,12.0,3.0,0.46153846153846156,0.8230337078651685,1.13,0,0.45,3,14,6,0,0,0.2442857142857143,0,0,0.5422029441581482,4,18.0,4,0.2222222222222222,1.2,10.44,0.2948554630083292,0.5,3.0,-0.6499999999999999
Cagliari vs Inter,Cagliari,0.0,0.0,4.0,0.0,374,301.0,13.0,0,0,990,12.0,17.0,0.0,0.8048128342245989,0.18,0,0.42,4,6,0,0,0,0.2537142857142857,0,0,0.5518190110972618,0,13.0,0,0.0,0.4482758620689655,6.589655172413793,0.16280052036696008,0.3333333333333333,2.0,-0.43333333333333335
Cagliari vs Parma,Cagliari,2.0,0.0,8.0,5.0,396,319.0,15.0,3,0,998,14.0,10.0,0.625,0.8055555555555556,1.13,0,0.51,4,12,5,0,0,0.2897142857142857,0,0,0.5576180033416875,3,15.0,3,0.2,0.625,8.525,0.22917687408133267,0.75,2.25,-0.29999999999999993
Lecce vs Cagliari,Cagliari,2.0,1.0,12.0,6.0,352,285.0,19.0,3,0,995,20.0,10.0,0.5,0.8096590909090909,2.24,0,0.48,7,15,6,0,0,0.34199999999999997,0,0,0.5916716507177033,3,19.0,3,0.15789473684210525,0.6333333333333333,10.526666666666667,0.29782786215907237,1.0,2.4,-0.21999999999999997
Napoli vs Cagliari,Cagliari,0.0,0.0,9.0,1.0,310,252.0,12.0,1,0,1004,16.0,4.0,0.1111111111111111,0.8129032258064516,0.53,0,0.33,0,10,1,0,0,0.132,0,0,0.48293187606112054,1,12.0,1,0.08333333333333333,0.6,6.42,0.15698187163155314,1.0,2.2,-0.16000000000000003
Udinese vs Cagliari,Cagliari,1.0,1.0,6.0,2.0,299,216.0,16.0,2,0,996,20.0,5.0,0.3333333333333333,0.7224080267558528,0.97,1,0.4,2,8,2,0,0,0.20285714285714287,0,0,0.463541889317776,2,16.0,2,0.125,0.64,8.728,0.23613914747672707,1.0,1.8,-0.040000000000000036
Atalanta vs Como,Como,1.0,0.0,8.0,4.0,457,388.0,19.0,3,0,994,18.0,10.0,0.5,0.849015317286652,1.32,0,0.49,3,12,4,0,0,0.2602857142857143,0,0,0.5801115120267847,3,19.0,3,0.15789473684210525,0.6785714285714286,10.535714285714286,0.2981381675649192,1.0,3.0,-0.3999999999999999
Bologna vs Como,Como,0.0,0.0,7.0,2.0,459,379.0,19.0,3,0,990,16.0,7.0,0.2857142857142857,0.8257080610021786,0.6900000000000001,0,0.64,4,13,2,0,0,0.3417142857142857,0,0,0.5832370192228938,3,19.0,3,0.15789473684210525,0.8260869565217391,10.565217391304348,0.2991500330187674,0.5,3.0,-0.6499999999999999
Como vs Cremonese,Como,1.0,1.0,11.0,6.0,450,376.0,16.0,3,1,981,15.0,4.0,0.5454545454545454,0.8355555555555556,1.3,0,0.58,4,14,6,0,0,0.31771428571428567,0,0,0.5859403717627403,4,16.0,4,0.25,0.8421052631578947,9.368421052631579,0.2581036127801129,0.6666666666666666,3.3333333333333335,-0.6666666666666667
Como vs Genoa,Como,1.0,1.0,7.0,4.0,452,379.0,13.0,2,1,995,15.0,6.0,0.5714285714285714,0.838495575221239,1.83,0,0.53,0,13,4,0,0,0.21200000000000002,0,0,0.5307609455053564,3,13.0,3,0.23076923076923078,0.6190476190476191,7.523809523809524,0.1948391311448636,0.75,3.25,-0.6
Como vs Juventus,Como,4.0,4.0,18.0,12.0,718,580.0,34.0,6,0,1994,44.0,8.0,0.6666666666666666,0.807799442896936,1.47,0,0.45,4,12,6,0,0,0.26571428571428574,0,0,0.638180736486062,6,34.0,6,0.17647058823529413,0.6538461538461539,18.930769230769233,0.5860626389778767,1.4,3.8,-0.43999999999999995
Como vs Lazio,Como,2.0,1.0,18.0,6.0,537,484.0,15.0,2,0,993,25.0,10.0,0.3333333333333333,0.9013035381750466,1.54,0,0.63,6,19,6,0,0,0.38057142857142856,0,0,0.668849607433388,2,15.0,2,0.13333333333333333,0.42857142857142855,8.185714285714285,0.21754042136207735,1.6,3.6,-0.28
Fiorentina vs Como,Como,2.0,2.0,16.0,7.0,502,426.0,19.0,3,0,989,18.0,5.0,0.4375,0.848605577689243,1.25,0,0.61,6,19,7,0,0,0.37257142857142855,0,0,0.6338657587694336,3,19.0,3,0.15789473684210525,0.8260869565217391,10.565217391304348,0.2991500330187674,2.0,3.6,-0.08000000000000007
AC Milan vs Cremonese,Cremonese,2.0,2.0,4.0,3.0,340,278.0,14.0,4,0,1001,17.0,6.0,0.75,0.8176470588235294,0.21,0,0.36,2,4,3,0,0,0.18685714285714283,0,0,0.5212765369305616,4,14.0,4,0.2857142857142857,0.6086956521739131,8.321739130434782,0.22220565366508313,2.0,4.0,-0.19999999999999996
Como vs Cremonese,Cremonese,1.0,0.0,9.0,2.0,316,241.0,17.0,4,0,989,17.0,8.0,0.2222222222222222,0.7626582278481012,0.45,0,0.42,3,9,2,0,0,0.2322857142857143,0,0,0.5021467830969829,4,17.0,4,0.23529411764705882,0.68,9.835999999999999,0.27414012738853494,1.5,4.0,-0.44999999999999996
Cremonese vs Parma,Cremonese,0.0,0.0,2.0,1.0,416,343.0,16.0,1,0,990,10.0,3.0,0.5,0.8245192307692307,0.12,0,0.52,3,3,1,0,0,0.2722857142857143,0,0,0.5577483371891266,1,16.0,1,0.0625,1.2307692307692308,8.546153846153846,0.22990238570836313,1.0,3.0,-0.3999999999999999
Cremonese vs Sassuolo,Cremonese,3.0,2.0,8.0,6.0,359,271.0,12.0,2,0,990,19.0,5.0,0.75,0.754874651810585,3.32,0,0.42,5,11,6,0,0,0.27514285714285713,0,0,0.5374349762812324,2,12.0,2,0.16666666666666666,0.5,6.699999999999999,0.1665850073493385,1.5,2.75,-0.07499999999999996
Cremonese vs Udinese,Cremonese,1.0,1.0,9.0,4.0,370,285.0,15.0,4,0,990,17.0,2.0,0.4444444444444444,0.7702702702702703,0.91,0,0.52,5,11,4,0,0,0.31514285714285717,0,0,0.5478466013005486,4,15.0,4,0.26666666666666666,0.7894736842105263,8.857894736842104,0.240594136001444,1.4,3.0,-0.19999999999999996
Inter vs Cremonese,Cremonese,1.0,1.0,3.0,2.0,316,243.0,8.0,1,0,990,10.0,8.0,0.6666666666666666,0.7689873417721519,0.64,0,0.34,1,3,2,0,0,0.15742857142857145,0,0,0.4767399114875797,1,8.0,1,0.125,0.4444444444444444,4.388888888888888,0.08732102999618921,1.2,2.4,-0.12
Verona vs Cremonese,Cremonese,0.0,0.0,4.0,2.0,491,399.0,3.0,1,0,995,9.0,5.0,0.5,0.8126272912423625,0.24,1,0.54,1,6,2,0,0,0.23742857142857146,0,0,0.5417342283279482,1,3.0,1,0.3333333333333333,0.21428571428571427,1.842857142857143,0.0,1.0,1.8,-0.040000000000000036
AC Milan vs Fiorentina,Fiorentina,1.0,0.0,4.0,1.0,362,306.0,12.0,3,0,1006,7.0,9.0,0.25,0.8453038674033149,1.08,0,0.44,3,5,1,0,0,0.2402857142857143,0,0,0.554818287085116,3,12.0,3,0.25,0.75,7.050000000000001,0.1785889269965703,1.0,3.0,-0.3999999999999999
Cagliari vs Fiorentina,Fiorentina,1.0,1.0,3.0,1.0,439,365.0,14.0,2,0,993,18.0,6.0,0.3333333333333333,0.8314350797266514,0.98,0,0.55,2,4,1,0,0,0.2628571428571429,0,0,0.5525948894873859,2,14.0,2,0.14285714285714285,0.5833333333333334,7.716666666666666,0.20145353584844028,1.0,2.5,-0.25
Fiorentina vs AS Roma,Fiorentina,1.0,1.0,9.0,3.0,373,293.0,19.0,2,0,990,12.0,11.0,0.3333333333333333,0.7855227882037533,1.1,0,0.45,3,11,3,0,0,0.2442857142857143,0,0,0.5276415632748089,2,19.0,2,0.10526315789473684,0.8260869565217391,10.265217391304347,0.28886095903542586,1.0,2.3333333333333335,-0.20000000000000007
Fiorentina vs Como,Fiorentina,1.0,0.0,5.0,1.0,313,241.0,16.0,4,0,990,22.0,11.0,0.2,0.7699680511182109,0.49,0,0.39,2,8,1,0,0,0.19885714285714287,0,0,0.49077584886737613,4,16.0,4,0.25,0.48484848484848486,9.296969696969697,0.25565305183139575,1.0,2.75,-0.32499999999999996
Fiorentina vs Napoli,Fiorentina,1.0,0.0,11.0,3.0,455,372.0,14.0,0,0,996,13.0,6.0,0.2727272727272727,0.8175824175824176,1.65,0,0.53,8,19,3,0,0,0.38342857142857145,0,0,0.6353302125506073,0,14.0,0,0.0,0.7368421052631579,7.147368421052631,0.18192836328940917,1.0,2.2,-0.16000000000000003
Pisa vs Fiorentina,Fiorentina,0.0,0.0,9.0,2.0,385,315.0,15.0,1,0,995,26.0,5.0,0.2222222222222222,0.8181818181818182,0.89,0,0.61,6,14,2,0,0,0.37257142857142855,0,0,0.5897887474367738,1,15.0,1,0.06666666666666667,0.4838709677419355,7.896774193548387,0.20763066807858258,0.8,1.8,-0.14
Torino vs Fiorentina,Fiorentina,0.0,0.0,12.0,4.0,369,307.0,13.0,2,0,995,11.0,10.0,0.3333333333333333,0.8319783197831978,1.74,1,0.55,3,16,4,0,0,0.2842857142857143,0,0,0.549882486959268,2,13.0,2,0.15384615384615385,0.6190476190476191,7.223809523809523,0.18455005716152206,0.6,1.8,-0.24000000000000005
Bologna vs Genoa,Genoa,1.0,1.0,6.0,4.0,290,196.0,15.0,5,0,990,20.0,8.0,0.6666666666666666,0.6758620689655173,0.53,0,0.41000000000000003,2,7,4,0,0,0.20685714285714288,0,0,0.43804851568576614,5,15.0,5,0.3333333333333333,0.5357142857142857,9.107142857142858,0.24914257716805485,1.0,5.0,-1.0
Como vs Genoa,Genoa,1.0,0.0,6.0,6.0,396,323.0,17.0,2,0,990,30.0,10.0,1.0,0.8156565656565656,2.34,0,0.47000000000000003,8,12,6,0,0,0.35942857142857143,0,0,0.6198113655350498,2,17.0,2,0.11764705882352941,0.425,9.185,0.251812836844684,1.0,3.5,-0.55
Genoa vs Juventus,Genoa,0.0,0.0,7.0,1.0,350,264.0,14.0,1,0,990,21.0,6.0,0.14285714285714285,0.7542857142857143,0.55,0,0.44,3,10,1,0,0,0.2402857142857143,0,0,0.5063486842105264,1,14.0,1,0.07142857142857142,0.5185185185185185,7.4037037037037035,0.19071987224853462,0.6666666666666666,2.6666666666666665,-0.4666666666666666
Genoa vs Lazio,Genoa,0.0,0.0,13.0,5.0,503,431.0,18.0,5,0,995,12.0,5.0,0.38461538461538464,0.856858846918489,1.6300000000000001,1,0.65,6,17,5,0,0,0.38857142857142857,0,0,0.6382391039103723,5,18.0,5,0.2777777777777778,1.0588235294117647,10.711764705882352,0.3041761535579444,0.5,3.25,-0.725
Genoa vs Lecce,Genoa,0.0,0.0,4.0,2.0,435,327.0,16.0,2,0,1003,23.0,6.0,0.5,0.7517241379310344,0.5,0,0.59,3,5,2,0,0,0.30028571428571427,0,0,0.5260382907700285,2,16.0,2,0.125,0.5517241379310345,8.710344827586207,0.23553362955954651,0.4,3.0,-0.7
Genoa vs Parma,Genoa,0.0,0.0,32.0,14.0,1080,948.0,30.0,4,0,2156,24.0,12.0,0.4375,0.8777777777777778,2.2,1,0.68,3,23,7,0,0,0.3362857142857143,0,0,0.7481934001670844,4,30.0,4,0.13333333333333333,0.8333333333333334,16.366666666666667,0.4981218357014535,0.2,2.8,-0.74
Napoli vs Genoa,Genoa,1.0,1.0,4.0,1.0,245,168.0,15.0,3,0,990,15.0,10.0,0.25,0.6857142857142857,0.44,0,0.31,5,6,1,0,0,0.23114285714285715,0,0,0.47472979323308273,3,15.0,3,0.2,0.6,8.52,0.22900538951494362,0.2,3.0,-0.7999999999999999
AS Roma vs Inter,Inter,2.0,2.0,20.0,6.0,778,604.0,58.0,6,0,1980,46.0,12.0,0.3,0.7763496143958869,0.63,1,0.43,5,12,3,0,0,0.27914285714285714,0,0,0.651544168100199,6,58.0,6,0.10344827586206896,1.0,31.0,1.0,2.0,6.0,-0.7999999999999998
Cagliari vs Inter,Inter,2.0,2.0,16.0,5.0,535,451.0,14.0,2,0,989,11.0,8.0,0.3125,0.8429906542056075,2.82,0,0.58,4,20,5,0,0,0.31771428571428567,0,0,0.6106283158246083,2,14.0,2,0.14285714285714285,0.7368421052631579,7.747368421052631,0.20250651125609215,2.0,4.0,-0.19999999999999996
Inter vs Cremonese,Inter,4.0,4.0,21.0,9.0,595,525.0,9.0,1,0,990,12.0,10.0,0.42857142857142855,0.8823529411764706,3.57,0,0.66,13,27,9,0,0,0.5425714285714286,0,0,0.7736835194604157,1,9.0,1,0.1111111111111111,0.4090909090909091,4.881818181818182,0.10422698320787492,2.6666666666666665,3.0,0.43333333333333335
Inter vs Sassuolo,Inter,1.0,1.0,14.0,6.0,489,433.0,15.0,2,0,990,18.0,2.0,0.42857142857142855,0.885480572597137,1.8900000000000001,0,0.61,7,20,6,0,0,0.394,0,0,0.6633817336669895,2,15.0,2,0.13333333333333333,0.75,8.25,0.21974522292993628,2.25,2.75,0.30000000000000004
Inter vs Torino,Inter,5.0,4.0,17.0,9.0,577,530.0,14.0,0,0,990,14.0,6.0,0.5294117647058824,0.9185441941074524,1.59,-2,0.6000000000000001,6,20,9,0,0,0.3685714285714286,0,0,0.6873383564522224,0,14.0,0,0.0,0.7,7.14,0.18167564919157275,2.8,2.2,0.7399999999999999
Inter vs Udinese,Inter,1.0,1.0,14.0,4.0,497,426.0,17.0,1,0,1008,12.0,5.0,0.2857142857142857,0.8571428571428571,1.97,0,0.68,13,16,4,0,0,0.5505714285714286,0,0,0.7369008458646616,1,17.0,1,0.058823529411764705,1.0,9.0,0.24546790788829004,2.6,1.2,0.9400000000000001
Juventus vs Inter,Inter,3.0,3.0,12.0,4.0,503,452.0,10.0,1,0,990,9.0,6.0,0.3333333333333333,0.8986083499005965,0.96,-2,0.59,9,18,4,0,0,0.4288571428571428,0,0,0.7019709982585689,1,10.0,1,0.1,0.6666666666666666,5.433333333333334,0.12314225053078556,2.8,1.0,1.0999999999999999
Como vs Juventus,Juventus,0.0,0.0,22.0,6.0,894,744.0,30.0,2,0,2012,20.0,20.0,0.2727272727272727,0.8322147651006712,0.88,0,0.55,1,15,3,0,0,0.24142857142857146,0,0,0.6509523073623656,2,30.0,2,0.06666666666666667,0.75,15.75,0.47697207251347373,0.0,2.0,-0.6
Genoa vs Juventus,Juventus,1.0,1.0,7.0,3.0,446,355.0,15.0,2,0,996,26.0,6.0,0.42857142857142855,0.7959641255605381,1.03,0,0.56,4,13,3,0,0,0.3097142857142857,0,0,0.5651578146599683,2,15.0,2,0.13333333333333333,0.46875,8.19375,0.21781602155805974,0.5,2.0,-0.35
Juventus vs AC Milan,Juventus,0.0,0.0,10.0,3.0,475,422.0,15.0,2,0,990,5.0,8.0,0.3,0.888421052631579,1.13,0,0.51,6,12,3,0,0,0.3325714285714286,0,0,0.6471123120300752,2,15.0,2,0.13333333333333333,1.1538461538461537,8.33076923076923,0.22251535823314356,0.3333333333333333,2.0,-0.43333333333333335
