fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total,pass_accuracy_%
Oviedo vs Levante,Levante,2741,Mathew Ryan,G,90,7.9,,0.0,,,38.0,9.5,,,,,0,0,,,25.0
Oviedo vs Levante,Levante,1118,Jeremy Toljan,D,90,6.9,,0.0,,,31.0,6.8,1.0,,2.0,2.0,1,0,3.0,6.0,22.0
Oviedo vs Levante,Levante,421807,Matias Moreno,D,90,7.7,,0.0,,,30.0,7.8,,4.0,2.0,,1,0,4.0,9.0,26.0
Oviedo vs Levante,Levante,734,Adrián de la Fuente,D,90,7.2,,0.0,1.0,1.0,53.0,23.3,,1.0,,,0,0,,4.0,44.0
Oviedo vs Levante,Levante,64309,Manuel Sánchez,D,90,7.5,,1.0,1.0,,26.0,5.5,4.0,2.0,,1.0,0,0,5.0,7.0,21.0
Oviedo vs Levante,Levante,182770,Carlos Álvarez,M,80,8.5,1.0,0.0,1.0,1.0,29.0,7.5,3.0,,,1.0,0,0,5.0,6.0,26.0
Oviedo vs Levante,Levante,125239,Kervin Arriaga,M,90,6.9,,0.0,,,44.0,16.3,1.0,1.0,1.0,1.0,0,0,3.0,10.0,37.0
Oviedo vs Levante,Levante,182639,Unai Vencedor,M,66,6.9,,0.0,,,39.0,12.1,,1.0,2.0,,0,0,1.0,7.0,31.0
Oviedo vs Levante,Levante,47225,Roger Brugué,M,66,6.5,,0.0,1.0,1.0,20.0,3.4,,,,,0,0,,6.0,17.0
Oviedo vs Levante,Levante,378284,Etta Eyong,F,87,7.2,1.0,0.0,1.0,1.0,16.0,2.2,1.0,2.0,,1.0,0,0,3.0,10.0,14.0
Oviedo vs Levante,Levante,192032,Iván Romero,F,80,6.2,,0.0,,,14.0,1.5,,,3.0,2.0,0,0,4.0,15.0,11.0
Oviedo vs Levante,Levante,104949,Pablo Martínez,M,24,7.2,,0.0,,,11.0,1.0,1.0,,,,0,0,2.0,3.0,9.0
Oviedo vs Levante,Levante,106727,Oriol Rey,M,24,6.9,,0.0,1.0,1.0,10.0,0.8,2.0,,,,0,0,2.0,2.0,8.0
Oviedo vs Levante,Levante,46790,Víctor García,D,10,6.9,,0.0,,,4.0,0.2,1.0,,,1.0,0,0,3.0,4.0,4.0
Oviedo vs Levante,Levante,47467,José Luis Morales,F,10,6.3,,0.0,,,4.0,0.1,,,,,0,0,1.0,2.0,3.0
Oviedo vs Levante,Levante,20817,Goduine Koyalipou,F,3,,,0.0,,,1.0,,,,,1.0,0,0,3.0,4.0,
Girona vs Valencia,Girona,158,Paulo Gazzaniga,G,90,8,,0.0,,,31.0,5.6,,,,,0,0,,,18.0
Girona vs Valencia,Girona,162434,Alejandro Francés,D,23,6.9,,0.0,,,23.0,4.8,,2.0,1.0,,0,1,1.0,2.0,21.0
Girona vs Valencia,Girona,414359,Vitor Reis,D,90,6.6,,0.0,,,50.0,21.0,2.0,,1.0,,1,0,7.0,12.0,42.0
Girona vs Valencia,Girona,531,Daley Blind,D,90,6.9,,0.0,,,68.0,38.1,2.0,,,,0,0,5.0,8.0,56.0
Girona vs Valencia,Girona,283668,Arnau Martínez,M,90,7.7,1.0,0.0,1.0,1.0,47.0,18.8,1.0,,,2.0,1,0,6.0,9.0,40.0
Girona vs Valencia,Girona,20,Axel Witsel,M,90,6.6,,0.0,,,41.0,14.8,2.0,1.0,1.0,1.0,0,0,4.0,8.0,36.0
Girona vs Valencia,Girona,1700,Iván Martín,M,80,5.9,,0.0,,,34.0,10.9,,,5.0,1.0,2,1,1.0,7.0,32.0
Girona vs Valencia,Girona,47547,Álex Moreno,M,90,6.7,,0.0,,,21.0,4.0,,3.0,,1.0,0,0,1.0,3.0,19.0
Girona vs Valencia,Girona,281795,Yáser Asprilla,F,83,6.9,,0.0,,,17.0,2.0,1.0,,3.0,,0,0,2.0,7.0,12.0
Girona vs Valencia,Girona,161670,Vladyslav Vanat,F,68,7.3,1.0,0.0,2.0,2.0,10.0,0.8,,,,2.0,0,0,3.0,6.0,8.0
Girona vs Valencia,Girona,47520,Portu,F,83,6.5,,0.0,1.0,1.0,9.0,0.5,,,,,1,0,1.0,5.0,5.0
Girona vs Valencia,Girona,313025,Hugo Rincón,D,67,6.9,,0.0,,,25.0,5.2,2.0,1.0,1.0,3.0,0,0,6.0,9.0,21.0
Girona vs Valencia,Girona,2617,Cristhian Stuani,F,22,6.9,,0.0,,,6.0,0.1,,1.0,,2.0,0,0,5.0,5.0,2.0
Girona vs Valencia,Girona,2061,Bryan Gil,F,18,6.5,,0.0,,,3.0,0.1,,1.0,1.0,,0,0,,3.0,2.0
Girona vs Valencia,Girona,439305,Lancinet Kourouma,M,18,6.3,,0.0,,,1.0,,,1.0,,,0,0,,1.0,
Girona vs Valencia,Valencia,183848,Julen Agirrezabala,G,90,7.3,,0.0,,,24.0,4.3,,,,,0,0,,,18.0
Girona vs Valencia,Valencia,1482,Thierry Correia,D,72,6.2,,0.0,1.0,1.0,34.0,9.9,1.0,1.0,,2.0,0,0,3.0,3.0,29.0
Girona vs Valencia,Valencia,333672,César Tárrega,D,90,6.3,,0.0,1.0,1.0,71.0,40.5,,1.0,1.0,,0,0,2.0,6.0,57.0
Girona vs Valencia,Valencia,916,Mouctar Diakhaby,D,6,,,0.0,,,2.0,0.0,,,,,0,0,,,1.0
Girona vs Valencia,Valencia,162175,Jesús Vázquez,D,90,6.5,,0.0,1.0,1.0,32.0,9.0,1.0,,1.0,1.0,0,0,5.0,9.0,28.0
Girona vs Valencia,Valencia,46933,Luis Rioja,M,90,6.3,,0.0,1.0,,35.0,10.5,,1.0,1.0,2.0,1,0,2.0,4.0,30.0
Girona vs Valencia,Valencia,47463,Pepelu,M,90,7,,0.0,2.0,,65.0,36.4,5.0,,1.0,,0,0,7.0,9.0,56.0
Girona vs Valencia,Valencia,21153,Baptiste Santamaria,M,45,6.2,,0.0,,,23.0,3.9,,1.0,,1.0,0,0,1.0,4.0,17.0
Girona vs Valencia,Valencia,162127,Diego López,M,83,7.2,1.0,0.0,2.0,1.0,14.0,1.7,3.0,1.0,2.0,2.0,0,0,6.0,14.0,12.0
Girona vs Valencia,Valencia,83,Arnaut Danjuma,F,90,6.6,,1.0,1.0,,25.0,5.0,,,2.0,,0,0,1.0,5.0,20.0
Girona vs Valencia,Valencia,6010,Lucas Beltrán,F,72,6.3,,0.0,,,18.0,2.2,,,1.0,1.0,0,0,5.0,9.0,12.0
Girona vs Valencia,Valencia,181582,José Copete,D,84,6.2,,0.0,1.0,,65.0,39.6,1.0,,2.0,,0,0,2.0,6.0,61.0
Girona vs Valencia,Valencia,315699,Javier Guerra,M,45,6.9,,0.0,1.0,1.0,28.0,6.4,,1.0,1.0,2.0,0,0,3.0,6.0,23.0
Girona vs Valencia,Valencia,138776,Largie Ramazani,F,18,6.9,,0.0,2.0,1.0,11.0,0.9,1.0,,,,0,0,4.0,5.0,8.0
Girona vs Valencia,Valencia,47264,Hugo Duro,F,18,6.2,,0.0,1.0,,1.0,,,,,,0,0,1.0,4.0,
Girona vs Valencia,Valencia,1708,Dani Raba,F,18,6.6,,0.0,,,13.0,1.6,,,,,0,0,1.0,1.0,12.0
Athletic Club vs Mallorca,Athletic Club,47270,Unai Simón,G,90,6.6,,0.0,,,23.0,3.9,,,,,0,0,,,17.0
Athletic Club vs Mallorca,Athletic Club,182181,Jesús Areso,D,90,6.9,,1.0,,,43.0,17.2,,,1.0,,1,0,3.0,5.0,40.0
Athletic Club vs Mallorca,Athletic Club,47278,Daniel Vivian,D,90,6.9,,0.0,1.0,1.0,49.0,23.5,,,3.0,,1,0,,6.0,48.0
Athletic Club vs Mallorca,Athletic Club,622,Aymeric Laporte,D,90,7,,0.0,,,51.0,21.4,2.0,1.0,,1.0,1,0,5.0,8.0,42.0
Athletic Club vs Mallorca,Athletic Club,47273,Yuri Berchiche,D,90,7.2,,0.0,2.0,,49.0,22.1,,,,1.0,0,0,3.0,3.0,45.0
Athletic Club vs Mallorca,Athletic Club,47007,Iñigo Ruiz de Galarreta,M,82,7,,0.0,,,44.0,17.2,2.0,,1.0,1.0,1,0,5.0,9.0,39.0
Athletic Club vs Mallorca,Athletic Club,383780,Mikel Jauregizar,M,90,6.7,,0.0,1.0,,61.0,31.7,,3.0,2.0,2.0,0,0,4.0,11.0,52.0
Athletic Club vs Mallorca,Athletic Club,286593,Nico Serrano,M,62,6.6,,0.0,,,19.0,2.9,,,1.0,1.0,0,0,2.0,8.0,15.0
Athletic Club vs Mallorca,Athletic Club,47291,Gorka Guruzeta,M,62,6.3,,0.0,,,21.0,3.6,1.0,,3.0,1.0,0,0,6.0,17.0,17.0
Athletic Club vs Mallorca,Athletic Club,84086,Robert Navarro,M,82,6.9,,0.0,2.0,,35.0,9.8,,,,1.0,0,0,4.0,8.0,28.0
Athletic Club vs Mallorca,Athletic Club,47294,Iñaki Williams,F,53,7.9,1.0,0.0,3.0,2.0,11.0,0.8,,,,1.0,0,0,3.0,3.0,7.0
Athletic Club vs Mallorca,Athletic Club,183799,Nico Williams,F,37,6.2,,0.0,,,13.0,1.4,2.0,,1.0,,0,0,2.0,10.0,11.0
Athletic Club vs Mallorca,Athletic Club,332309,Alejandro Rego,M,28,7.3,1.0,0.0,1.0,1.0,12.0,1.4,1.0,,3.0,1.0,0,0,2.0,5.0,12.0
Athletic Club vs Mallorca,Athletic Club,287680,Maroan Sannadi,F,28,6.9,,0.0,1.0,1.0,5.0,0.1,,,1.0,1.0,0,0,2.0,3.0,3.0
Athletic Club vs Mallorca,Athletic Club,47276,Íñigo Lekue,D,8,6.7,,0.0,,,2.0,0.0,,,,,0,0,,1.0,1.0
Athletic Club vs Mallorca,Athletic Club,183776,Urko Izeta,F,8,6.3,,0.0,,,4.0,0.1,,,,,0,0,,,3.0
Athletic Club vs Mallorca,Mallorca,179139,Leo Román,G,90,7.5,,0.0,,,25.0,4.8,,,,1.0,1,0,1.0,1.0,19.0
Athletic Club vs Mallorca,Mallorca,26302,Pablo Maffeo,D,88,6.9,,0.0,,,24.0,4.6,3.0,3.0,1.0,,0,0,5.0,10.0,19.0
Athletic Club vs Mallorca,Mallorca,46738,Martin Valjent,D,90,5.6,,0.0,1.0,1.0,58.0,27.8,,,2.0,2.0,0,0,2.0,4.0,48.0
Athletic Club vs Mallorca,Mallorca,46733,Antonio Raíllo,D,90,6.9,,0.0,,,57.0,29.6,1.0,1.0,1.0,1.0,1,0,6.0,11.0,52.0
Athletic Club vs Mallorca,Mallorca,64268,Johan Mojica,D,88,7.3,,0.0,,,48.0,18.2,3.0,,1.0,,0,0,6.0,7.0,38.0
Athletic Club vs Mallorca,Mallorca,190485,Samú Costa,M,90,8.2,1.0,0.0,1.0,1.0,54.0,24.3,4.0,1.0,1.0,3.0,0,0,11.0,16.0,45.0
Athletic Club vs Mallorca,Mallorca,1701,Manu Morlanes,M,83,6.6,,0.0,,,34.0,9.2,5.0,2.0,2.0,1.0,0,0,6.0,11.0,27.0
Athletic Club vs Mallorca,Mallorca,482473,Marc Domenech,M,66,6.3,,0.0,,,5.0,0.2,,,,,0,0,,,4.0
Athletic Club vs Mallorca,Mallorca,47336,Sergi Darder,M,90,6.3,,0.0,1.0,,41.0,13.5,1.0,,1.0,3.0,1,0,5.0,10.0,33.0
Athletic Club vs Mallorca,Mallorca,285909,Pablo Torre,M,66,6.5,,0.0,,,27.0,6.5,1.0,,1.0,1.0,0,0,3.0,9.0,24.0
Athletic Club vs Mallorca,Mallorca,50048,Vedat Muriqi,F,90,6.3,,0.0,2.0,,15.0,1.5,,1.0,2.0,1.0,1,0,6.0,11.0,10.0
Athletic Club vs Mallorca,Mallorca,293604,Javi Llabrés,F,24,6.9,,0.0,,,8.0,0.6,,,,,0,0,1.0,1.0,7.0
Athletic Club vs Mallorca,Mallorca,313059,Mateo Joseph,F,24,6.7,,1.0,1.0,,9.0,0.7,,,,,0,0,1.0,2.0,8.0
Athletic Club vs Mallorca,Mallorca,107194,Antonio Sánchez,M,9,6.7,,0.0,,,8.0,0.6,,,1.0,2.0,2,1,2.0,3.0,8.0
Athletic Club vs Mallorca,Mallorca,920,Toni Lato,D,9,6.7,,0.0,,,1.0,,,,,,0,0,,,
Athletic Club vs Mallorca,Mallorca,108519,Mateu Morey,D,9,6.6,,0.0,,,2.0,0.0,,,,1.0,0,0,1.0,1.0,1.0
Real Madrid vs Villarreal,Real Madrid,730,Thibaut Courtois,G,90,7,,0.0,,,17.0,2.4,,,,,0,0,,,14.0
Real Madrid vs Villarreal,Real Madrid,756,Federico Valverde,D,90,7.5,,0.0,1.0,,69.0,44.2,4.0,2.0,1.0,,0,0,5.0,6.0,64.0
Real Madrid vs Villarreal,Real Madrid,372,Éder Militão,D,90,6.9,,0.0,,,68.0,42.8,1.0,,,1.0,0,0,2.0,4.0,63.0
Real Madrid vs Villarreal,Real Madrid,361497,Dean Huijsen,D,90,7.5,,0.0,1.0,,73.0,50.4,2.0,,1.0,1.0,0,0,8.0,9.0,69.0
Real Madrid vs Villarreal,Real Madrid,284300,Álvaro Carreras,D,90,7,,0.0,,,79.0,57.7,4.0,,1.0,1.0,0,0,7.0,11.0,73.0
Real Madrid vs Villarreal,Real Madrid,1271,Aurélien Tchouaméni,M,90,6.9,,0.0,2.0,,68.0,44.9,1.0,2.0,1.0,,1,0,3.0,4.0,66.0
Real Madrid vs Villarreal,Real Madrid,748,Dani Ceballos,M,64,7.2,,0.0,,,60.0,33.6,3.0,,1.0,2.0,0,0,5.0,9.0,56.0
Real Madrid vs Villarreal,Real Madrid,449249,Franco Mastantuono,M,75,6.6,,0.0,2.0,,42.0,15.5,2.0,,1.0,3.0,1,0,8.0,17.0,37.0
Real Madrid vs Villarreal,Real Madrid,291964,Arda Güler,M,64,6.9,,0.0,2.0,,49.0,21.6,1.0,,1.0,1.0,0,0,2.0,3.0,44.0
Real Madrid vs Villarreal,Real Madrid,762,Vinícius Júnior,M,90,9.9,2.0,0.0,3.0,3.0,73.0,46.7,2.0,,,3.0,0,0,11.0,20.0,64.0
Real Madrid vs Villarreal,Real Madrid,278,Kylian Mbappé,F,83,8.7,1.0,1.0,3.0,2.0,52.0,24.4,,,,,0,0,2.0,10.0,47.0
Real Madrid vs Villarreal,Real Madrid,2207,Eduardo Camavinga,M,26,6.9,,0.0,1.0,,24.0,5.3,3.0,,,,0,0,4.0,7.0,22.0
Real Madrid vs Villarreal,Real Madrid,129718,Jude Bellingham,M,26,7.5,,0.0,2.0,2.0,15.0,2.1,2.0,,1.0,,0,0,3.0,6.0,14.0
Real Madrid vs Villarreal,Real Madrid,744,Brahim Díaz,M,15,6.9,,1.0,,,13.0,1.4,,,1.0,,0,0,,1.0,11.0
Real Madrid vs Villarreal,Real Madrid,10009,Rodrygo,F,11,7.2,,0.0,,,9.0,0.8,1.0,,,1.0,0,0,2.0,3.0,9.0
Real Madrid vs Villarreal,Villarreal,162473,Arnau Tenas,G,90,6.2,,0.0,,,31.0,5.0,,,,,0,0,,,16.0
Real Madrid vs Villarreal,Villarreal,311773,Santiago Mouriño,D,77,6,,0.0,,,19.0,2.9,7.0,1.0,2.0,2.0,2,1,9.0,15.0,15.0
Real Madrid vs Villarreal,Villarreal,237066,Rafa Marín,D,90,7.3,,0.0,,,25.0,5.5,8.0,,2.0,,0,0,8.0,12.0,22.0
Real Madrid vs Villarreal,Villarreal,336671,Renato Veiga,D,90,6.9,,0.0,,,40.0,14.4,1.0,,1.0,,0,0,1.0,4.0,36.0
Real Madrid vs Villarreal,Villarreal,70500,Sergi Cardona,D,90,5.9,,0.0,,,26.0,6.0,4.0,1.0,2.0,2.0,1,0,6.0,14.0,23.0
Real Madrid vs Villarreal,Villarreal,51016,Tajon Buchanan,M,45,6.3,,0.0,,,13.0,1.4,1.0,,,,0,0,2.0,6.0,11.0
Real Madrid vs Villarreal,Villarreal,47541,Santi Comesaña,M,86,6.5,,0.0,,,34.0,8.8,4.0,2.0,3.0,,0,0,4.0,14.0,26.0
Real Madrid vs Villarreal,Villarreal,49,Thomas Partey,M,90,6.9,,0.0,,,41.0,14.3,3.0,1.0,1.0,,0,0,4.0,8.0,35.0
Real Madrid vs Villarreal,Villarreal,20696,Pape Gueye,M,73,6.7,,1.0,,,20.0,3.4,,1.0,1.0,,1,0,1.0,3.0,17.0
Real Madrid vs Villarreal,Villarreal,351587,Tani Oluwaseyi,F,82,5.9,,0.0,2.0,1.0,12.0,1.1,,,1.0,,0,0,2.0,11.0,9.0
Real Madrid vs Villarreal,Villarreal,182519,Alberto Moleiro,F,45,6.7,,0.0,1.0,,4.0,0.1,,,,2.0,0,0,2.0,3.0,3.0
Real Madrid vs Villarreal,Villarreal,180496,Georges Mikautadze,F,45,7.3,1.0,0.0,2.0,1.0,13.0,0.9,,,,1.0,0,0,1.0,3.0,7.0
Real Madrid vs Villarreal,Villarreal,3246,Nicolas Pépé,F,45,6.6,,0.0,,,20.0,3.8,,,1.0,2.0,0,0,6.0,12.0,19.0
Real Madrid vs Villarreal,Villarreal,1702,Alfonso Pedraza,D,17,6.3,,0.0,,,6.0,0.3,,,,,0,0,1.0,3.0,5.0
Real Madrid vs Villarreal,Villarreal,162122,Adrià Altimira,D,8,7,,0.0,,,8.0,0.6,1.0,,,,0,0,1.0,1.0,8.0
Real Madrid vs Villarreal,Villarreal,928,Dani Parejo,M,8,6.3,,0.0,,,5.0,0.2,,,,,0,0,,1.0,4.0
Alaves vs Elche,Alaves,47353,Antonio Sivera,G,90,6.5,,0.0,,,15.0,1.8,,,,,0,0,1.0,1.0,12.0
Alaves vs Elche,Alaves,18740,Jonny Otto,D,90,6.9,,0.0,2.0,1.0,55.0,25.9,4.0,4.0,2.0,1.0,1,0,8.0,11.0,47.0
Alaves vs Elche,Alaves,6233,Nahuel Tenaglia,D,90,6.5,,0.0,1.0,,29.0,6.7,1.0,1.0,1.0,1.0,0,0,5.0,9.0,23.0
Alaves vs Elche,Alaves,182546,Jon Pacheco,D,90,6.3,,0.0,,,46.0,17.5,2.0,,2.0,,1,0,2.0,9.0,38.0
Alaves vs Elche,Alaves,361384,Youssef Enríquez,D,90,7.2,,0.0,1.0,,25.0,4.5,3.0,2.0,,,0,0,4.0,7.0,18.0
Alaves vs Elche,Alaves,162686,Antonio Blanco,M,72,6.6,,0.0,2.0,1.0,40.0,13.6,1.0,,2.0,2.0,1,0,4.0,11.0,34.0
Alaves vs Elche,Alaves,139001,Pablo Ibáñez,M,72,6.7,,0.0,1.0,,33.0,8.9,1.0,,2.0,2.0,0,0,3.0,10.0,27.0
Alaves vs Elche,Alaves,266658,Calebe Gonçalves,M,37,6.6,,0.0,,,20.0,3.2,1.0,,,,0,0,3.0,7.0,16.0
Alaves vs Elche,Alaves,608,Lucas Boyé,M,90,7.3,1.0,0.0,3.0,1.0,16.0,1.9,1.0,1.0,2.0,,0,0,4.0,11.0,12.0
Alaves vs Elche,Alaves,183751,Abderrahman Rebbach,M,72,6.9,,0.0,,,21.0,4.0,1.0,2.0,2.0,1.0,0,0,2.0,6.0,19.0
Alaves vs Elche,Alaves,47181,Toni Martínez,F,85,7.9,1.0,0.0,2.0,1.0,14.0,1.0,3.0,,,1.0,0,0,5.0,9.0,7.0
Alaves vs Elche,Alaves,187214,Carlos Vicente,F,53,7.5,1.0,0.0,1.0,1.0,24.0,5.0,,2.0,,,0,0,,2.0,21.0
Alaves vs Elche,Alaves,1461,Denis Suárez,M,18,6.9,,0.0,,,21.0,4.4,1.0,,,,0,0,1.0,3.0,21.0
Alaves vs Elche,Alaves,47309,Ander Guevara,M,18,6.7,,0.0,,,19.0,3.2,1.0,,,,0,0,2.0,3.0,17.0
Alaves vs Elche,Alaves,143,Carles Aleñá,M,18,6.9,,2.0,,,16.0,2.4,,,,,0,0,,,15.0
Alaves vs Elche,Alaves,128951,Victor Parada,D,13,6.3,,0.0,,,1.0,0.0,,,,,0,0,,,1.0
Alaves vs Elche,Elche,126,Iñaki Peña,G,90,6,,0.0,,,42.0,13.0,,,,,0,0,,,31.0
Alaves vs Elche,Elche,162058,Víctor Chust,D,90,7.2,,0.0,,,41.0,13.9,3.0,,1.0,,0,0,4.0,8.0,34.0
Alaves vs Elche,Elche,126640,David Affengruber,D,79,6.9,,0.0,,,42.0,15.1,2.0,,1.0,1.0,0,1,5.0,7.0,36.0
Alaves vs Elche,Elche,47378,Pedro Bigas,D,90,6.9,,0.0,,,58.0,31.9,1.0,3.0,,,0,0,4.0,7.0,55.0
Alaves vs Elche,Elche,182661,Alvaro Núñez,M,90,6.5,,0.0,,,37.0,12.9,,,1.0,1.0,0,0,1.0,4.0,35.0
Alaves vs Elche,Elche,18821,Grady Diangana,M,45,6.6,,0.0,,,11.0,1.1,,,3.0,2.0,1,0,2.0,6.0,10.0
Alaves vs Elche,Elche,187318,Marc Aguado,M,77,6.6,,0.0,,,44.0,18.5,1.0,2.0,,1.0,0,0,2.0,3.0,42.0
Alaves vs Elche,Elche,46711,Aleix Febas,M,90,7.3,,0.0,1.0,1.0,55.0,25.9,1.0,,,4.0,0,0,8.0,14.0,47.0
Alaves vs Elche,Elche,161963,Germán Valera,M,90,7.7,,1.0,,,38.0,12.2,6.0,2.0,1.0,3.0,0,0,12.0,17.0,32.0
Alaves vs Elche,Elche,343202,Álvaro Rodriguez,F,85,7.3,,0.0,,,20.0,3.0,,,2.0,1.0,0,0,9.0,14.0,15.0
Alaves vs Elche,Elche,47013,Rafa Mir,F,69,6.3,,0.0,1.0,1.0,14.0,1.5,,,,,0,0,1.0,5.0,11.0
Alaves vs Elche,Elche,271580,Martim Neto,M,40,6.5,,0.0,,,19.0,2.9,1.0,,,,0,0,2.0,5.0,15.0
Alaves vs Elche,Elche,2063,André Silva,F,21,7.2,1.0,0.0,2.0,1.0,9.0,0.6,1.0,,,,0,0,1.0,3.0,7.0
Alaves vs Elche,Elche,189866,John Nwankwo,D,13,6.2,,0.0,,,16.0,2.2,1.0,1.0,,,0,0,2.0,2.0,14.0
Alaves vs Elche,Elche,157146,Léo Pétrot,D,13,6.3,,0.0,,,6.0,0.4,,,,,0,0,,,6.0
Alaves vs Elche,Elche,439293,Adam Boayar,F,13,6.6,,0.0,,,9.0,0.8,1.0,,,,0,0,2.0,4.0,9.0
Sevilla vs Barcelona,Sevilla,557,Odysseas Vlachodimos,G,90,7.5,,0.0,,,35.0,8.1,,,,,0,0,,,23.0
Sevilla vs Barcelona,Sevilla,195923,José Ángel Carmona,D,90,8.3,1.0,0.0,2.0,1.0,28.0,6.2,4.0,,,3.0,0,0,9.0,10.0,22.0
Sevilla vs Barcelona,Sevilla,2280,César Azpilicueta,D,90,6.3,,0.0,,,30.0,7.8,2.0,2.0,4.0,,0,0,2.0,11.0,26.0
Sevilla vs Barcelona,Sevilla,433,Marcão,D,90,6.5,,0.0,1.0,,22.0,4.0,,1.0,2.0,1.0,1,0,2.0,4.0,18.0
Sevilla vs Barcelona,Sevilla,11421,Gabriel Suazo,D,90,6.9,,0.0,,,22.0,3.7,5.0,2.0,1.0,,0,0,6.0,11.0,17.0
Sevilla vs Barcelona,Sevilla,21004,Lucien Agoumé,M,90,6.9,,1.0,,,30.0,7.8,,1.0,1.0,1.0,1,0,1.0,3.0,26.0
Sevilla vs Barcelona,Sevilla,21087,Batista Mendy,M,73,6.2,,0.0,,,15.0,2.1,2.0,1.0,3.0,1.0,0,0,3.0,10.0,14.0
Sevilla vs Barcelona,Sevilla,910,Alexis Sánchez,M,89,7.2,1.0,0.0,2.0,1.0,17.0,1.9,4.0,1.0,1.0,1.0,0,0,5.0,11.0,11.0
Sevilla vs Barcelona,Sevilla,957,Djibril Sow,M,61,6.6,,0.0,,,10.0,0.8,,,,,0,0,1.0,3.0,8.0
Sevilla vs Barcelona,Sevilla,48471,Ruben Vargas,M,73,7.5,,1.0,,,27.0,5.7,1.0,,,1.0,0,0,5.0,7.0,21.0
Sevilla vs Barcelona,Sevilla,185398,Isaac Romero,F,61,7.2,1.0,0.0,5.0,2.0,12.0,0.8,,,1.0,1.0,1,0,3.0,9.0,7.0
Sevilla vs Barcelona,Sevilla,1489,Nemanja Gudelj,M,29,6.9,,0.0,,,5.0,0.1,,,,,1,0,1.0,1.0,3.0
Sevilla vs Barcelona,Sevilla,57446,Akor Adams,F,29,7.5,1.0,0.0,1.0,1.0,5.0,0.1,,,1.0,,1,0,2.0,6.0,2.0
Sevilla vs Barcelona,Sevilla,162126,Peque Fernández,F,17,6.3,,0.0,,,4.0,0.1,,,3.0,,1,0,,6.0,3.0
Sevilla vs Barcelona,Sevilla,2924,Adnan Januzaj,M,17,6.5,,0.0,,,3.0,0.1,,,1.0,,1,0,,2.0,3.0
Sevilla vs Barcelona,Sevilla,39121,Chidera Ejuke,F,8,7.2,,1.0,,,1.0,0.0,,,,,0,0,1.0,3.0,1.0
Sevilla vs Barcelona,Barcelona,851,Wojciech Szczęsny,G,90,6.3,,0.0,,,34.0,9.5,,,,,0,0,,,28.0
Sevilla vs Barcelona,Barcelona,1257,Jules Koundé,D,90,5.9,,0.0,1.0,1.0,32.0,9.6,3.0,,2.0,,0,0,6.0,12.0,30.0
Sevilla vs Barcelona,Barcelona,101814,Ronald Araújo,D,45,6,,0.0,,,29.0,7.5,2.0,,2.0,,1,0,5.0,10.0,26.0
Sevilla vs Barcelona,Barcelona,396623,Pau Cubarsí,D,90,7.3,,0.0,,,72.0,46.8,6.0,,,,0,0,8.0,8.0,65.0
Sevilla vs Barcelona,Barcelona,181701,Gerard Martín,D,45,6,,0.0,,,26.0,5.5,,,1.0,,1,0,2.0,4.0,21.0
Sevilla vs Barcelona,Barcelona,538,Frenkie de Jong,M,88,6.5,,0.0,,,37.0,11.8,1.0,2.0,,2.0,1,0,3.0,7.0,32.0
Sevilla vs Barcelona,Barcelona,133609,Pedri,M,90,6.3,,1.0,1.0,1.0,52.0,22.4,,1.0,,1.0,0,0,2.0,4.0,43.0
Sevilla vs Barcelona,Barcelona,909,Marcus Rashford,M,90,7,1.0,0.0,2.0,2.0,22.0,4.2,1.0,,1.0,3.0,1,0,4.0,11.0,19.0
Sevilla vs Barcelona,Barcelona,1323,Dani Olmo,M,90,6.9,,0.0,,,32.0,9.0,1.0,,,4.0,0,0,6.0,7.0,28.0
Sevilla vs Barcelona,Barcelona,931,Ferran Torres,M,69,6.2,,0.0,,,12.0,1.1,1.0,,1.0,1.0,1,0,3.0,5.0,9.0
Sevilla vs Barcelona,Barcelona,521,Robert Lewandowski,F,90,5.3,,0.0,3.0,,10.0,0.6,,,1.0,2.0,0,0,4.0,11.0,6.0
Sevilla vs Barcelona,Barcelona,619,Eric García,D,45,6.3,,0.0,1.0,1.0,39.0,12.1,3.0,1.0,,2.0,0,0,6.0,7.0,31.0
Sevilla vs Barcelona,Barcelona,161928,Alejandro Balde,D,45,6.6,,0.0,,,12.0,1.3,1.0,,1.0,3.0,0,0,4.0,7.0,11.0
Sevilla vs Barcelona,Barcelona,338958,Roony Bardghji,F,21,6.9,,0.0,4.0,3.0,11.0,1.0,,,,,0,0,3.0,4.0,9.0
Sevilla vs Barcelona,Barcelona,2282,Andreas Christensen,D,13,6,,0.0,,,7.0,0.3,,,,,0,0,,,5.0
Espanyol vs Real Betis,Espanyol,2813,Marko Dmitrović,G,90,6.9,,0.0,,,24.0,3.4,,,,,0,0,,,14.0
Espanyol vs Real Betis,Espanyol,286601,Omar El Hilali,D,83,6.5,,0.0,,,36.0,10.8,2.0,,3.0,,0,0,3.0,11.0,30.0
Espanyol vs Real Betis,Espanyol,282054,Clemens Riedel,D,90,7.5,,1.0,,,64.0,37.8,6.0,,2.0,,0,0,7.0,13.0,59.0
