fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total,pass_accuracy_%
Girona vs Rayo Vallecano,Girona,158,Paulo Gazzaniga,G,43,4.2,,0.0,,,16.0,2.2,,,1.0,,0,1,,2.0,14.0
Girona vs Rayo Vallecano,Girona,283668,Arnau Martínez,D,58,6,,0.0,,,34.0,9.5,1.0,1.0,,1.0,0,0,3.0,6.0,28.0
Girona vs Rayo Vallecano,Girona,47334,David López,D,90,5.9,,0.0,,,76.0,44.8,1.0,,1.0,,0,0,2.0,3.0,59.0
Girona vs Rayo Vallecano,Girona,66407,Ladislav Krejčí,D,90,5.9,,0.0,1.0,,42.0,15.5,,1.0,1.0,,0,0,3.0,7.0,37.0
Girona vs Rayo Vallecano,Girona,531,Daley Blind,D,58,6.3,,0.0,,,27.0,6.5,3.0,,,,0,0,6.0,9.0,24.0
Girona vs Rayo Vallecano,Girona,2449,Yangel Herrera,M,70,6.3,,0.0,1.0,,18.0,2.0,,,1.0,3.0,0,0,6.0,12.0,11.0
Girona vs Rayo Vallecano,Girona,306727,Jhon Solís,M,90,6.2,,0.0,,,33.0,9.9,1.0,,,1.0,0,0,4.0,12.0,30.0
Girona vs Rayo Vallecano,Girona,339105,Joel Roca,M,90,7.9,1.0,0.0,1.0,1.0,14.0,1.4,3.0,,1.0,2.0,0,0,9.0,23.0,10.0
Girona vs Rayo Vallecano,Girona,2182,Viktor Tsygankov,F,90,7.6,,1.0,,,28.0,5.9,2.0,,2.0,3.0,0,0,7.0,10.0,21.0
Girona vs Rayo Vallecano,Girona,109564,Bojan Miovski,F,45,6.3,,0.0,,,3.0,0.1,,,,,0,0,,1.0,2.0
Girona vs Rayo Vallecano,Girona,281795,Yáser Asprilla,F,45,6.7,,0.0,,,7.0,0.4,1.0,,,1.0,0,0,3.0,6.0,6.0
Girona vs Rayo Vallecano,Girona,432476,Vladyslav Krapyvtsov,G,46,7.6,,0.0,,,23.0,2.1,,,,1.0,0,0,1.0,1.0,9.0
Girona vs Rayo Vallecano,Girona,47520,Portu,F,45,6.6,,0.0,,,8.0,0.5,,,,1.0,0,0,3.0,6.0,6.0
Girona vs Rayo Vallecano,Girona,414359,Vitor Reis,D,33,6.9,,0.0,,,20.0,2.6,,1.0,,1.0,0,0,1.0,2.0,13.0
Girona vs Rayo Vallecano,Girona,313025,Hugo Rincón,D,33,6.9,,0.0,,,12.0,1.0,,,1.0,1.0,0,0,2.0,5.0,8.0
Girona vs Rayo Vallecano,Girona,45,Thomas Lemar,M,21,6.9,,0.0,1.0,1.0,21.0,3.8,1.0,,,1.0,0,0,3.0,6.0,18.0
Girona vs Rayo Vallecano,Rayo Vallecano,11379,Augusto Batalla,G,90,6.9,,0.0,,,21.0,2.7,,,,,0,0,,,13.0
Girona vs Rayo Vallecano,Rayo Vallecano,1703,Andrei Rațiu,D,90,6.9,,0.0,,,56.0,28.0,5.0,1.0,1.0,1.0,0,0,9.0,21.0,50.0
Girona vs Rayo Vallecano,Rayo Vallecano,18895,Florian Lejeune,D,90,6.3,,0.0,2.0,,68.0,38.1,1.0,,3.0,,0,0,3.0,6.0,56.0
Girona vs Rayo Vallecano,Rayo Vallecano,1847,Luiz Felipe,D,45,6.9,,0.0,,,31.0,9.0,1.0,,1.0,,1,0,1.0,2.0,29.0
Girona vs Rayo Vallecano,Rayo Vallecano,181734,Josep Chavarría,D,90,7.2,,0.0,1.0,,51.0,22.9,2.0,2.0,1.0,3.0,0,0,8.0,9.0,45.0
Girona vs Rayo Vallecano,Rayo Vallecano,41552,Pathé Ismaël Ciss,M,90,7.3,,0.0,2.0,2.0,50.0,23.0,6.0,2.0,2.0,,0,0,8.0,15.0,46.0
Girona vs Rayo Vallecano,Rayo Vallecano,47285,Unai López,M,81,7,,0.0,1.0,,61.0,35.4,3.0,2.0,2.0,,0,0,4.0,7.0,58.0
Girona vs Rayo Vallecano,Rayo Vallecano,131546,Isi Palazón,M,90,7.9,1.0,0.0,2.0,1.0,42.0,16.0,1.0,,,1.0,0,0,7.0,11.0,38.0
Girona vs Rayo Vallecano,Rayo Vallecano,46887,Pedro Díaz,M,70,6.5,,0.0,2.0,,20.0,3.6,2.0,,,,0,0,3.0,5.0,18.0
Girona vs Rayo Vallecano,Rayo Vallecano,47543,Álvaro García,M,85,7,1.0,0.0,1.0,1.0,12.0,0.8,1.0,,,,0,0,2.0,4.0,7.0
Girona vs Rayo Vallecano,Rayo Vallecano,128582,Jorge de Frutos,F,81,9.2,1.0,1.0,2.0,1.0,7.0,0.3,1.0,,4.0,2.0,0,0,4.0,14.0,4.0
Girona vs Rayo Vallecano,Rayo Vallecano,333292,Pelayo Fernández,D,45,6.5,,0.0,1.0,,35.0,10.5,1.0,,1.0,,0,0,4.0,8.0,30.0
Girona vs Rayo Vallecano,Rayo Vallecano,47414,Gerard Gumbau,M,21,6.2,,0.0,,,12.0,1.1,,,2.0,,0,0,,3.0,9.0
Girona vs Rayo Vallecano,Rayo Vallecano,47109,Óscar Valentín,M,10,6.3,,0.0,1.0,,4.0,0.1,1.0,1.0,,,0,0,2.0,3.0,3.0
Girona vs Rayo Vallecano,Rayo Vallecano,122657,Randy Nteka,M,10,6.7,,0.0,,,1.0,0.0,2.0,,,1.0,0,0,3.0,3.0,1.0
Girona vs Rayo Vallecano,Rayo Vallecano,46759,Alfonso Espino,D,13,7.5,,0.0,,,10.0,0.8,,,,,0,0,,,8.0
Villarreal vs Oviedo,Villarreal,278619,Luiz Júnior,G,90,7.2,,0.0,,,13.0,1.4,,,1.0,,1,0,,1.0,11.0
Villarreal vs Oviedo,Villarreal,311773,Santiago Mouriño,D,90,8,,0.0,1.0,,87.0,74.8,2.0,1.0,1.0,1.0,0,0,3.0,5.0,86.0
Villarreal vs Oviedo,Villarreal,166,Juan Foyth,D,70,7,,0.0,,,38.0,13.7,,3.0,,,0,0,,1.0,36.0
Villarreal vs Oviedo,Villarreal,237066,Rafa Marín,D,90,6.9,,0.0,,,79.0,57.7,,2.0,1.0,,0,0,1.0,5.0,73.0
Villarreal vs Oviedo,Villarreal,70500,Sergi Cardona,D,90,7.3,,0.0,3.0,,60.0,34.2,3.0,1.0,,,0,0,4.0,4.0,57.0
Villarreal vs Oviedo,Villarreal,3246,Nicolas Pépé,M,82,8.3,,1.0,4.0,4.0,57.0,30.2,2.0,,,,0,0,4.0,11.0,53.0
Villarreal vs Oviedo,Villarreal,47541,Santi Comesaña,M,82,6.9,,0.0,3.0,,74.0,51.8,,,2.0,,0,0,2.0,7.0,70.0
Villarreal vs Oviedo,Villarreal,20696,Pape Gueye,M,70,9.2,1.0,0.0,3.0,2.0,68.0,42.8,4.0,1.0,1.0,3.0,0,0,8.0,10.0,63.0
Villarreal vs Oviedo,Villarreal,184226,Yéremy Pino,M,90,7.2,,0.0,2.0,1.0,58.0,27.8,,2.0,1.0,,0,0,,4.0,48.0
Villarreal vs Oviedo,Villarreal,1707,Gerard Moreno,F,47,7.2,,0.0,2.0,2.0,34.0,9.2,,,,,0,0,3.0,6.0,27.0
Villarreal vs Oviedo,Villarreal,378284,Etta Eyong,F,90,6.3,1.0,0.0,2.0,1.0,11.0,1.0,,,1.0,2.0,0,0,3.0,7.0,9.0
Villarreal vs Oviedo,Villarreal,51016,Tajon Buchanan,F,44,6.2,,0.0,1.0,,29.0,7.0,,3.0,,2.0,0,0,2.0,2.0,24.0
Villarreal vs Oviedo,Villarreal,928,Dani Parejo,M,21,6.9,,0.0,,,27.0,7.3,,,,,0,0,,,27.0
Villarreal vs Oviedo,Villarreal,182519,Alberto Moleiro,M,21,6.3,,0.0,,,16.0,2.1,,,1.0,,0,0,,2.0,13.0
Villarreal vs Oviedo,Villarreal,1702,Alfonso Pedraza,D,9,6.6,,0.0,,,4.0,0.1,,,1.0,,0,0,,1.0,3.0
Villarreal vs Oviedo,Villarreal,49,Thomas Partey,M,9,6.6,,0.0,,,13.0,1.6,,1.0,,,0,0,,,12.0
Villarreal vs Oviedo,Oviedo,46673,Aarón Escandell,G,90,8.7,,0.0,,,35.0,9.1,,,,,0,0,,,26.0
Villarreal vs Oviedo,Oviedo,46657,Nacho Vidal,D,90,6.3,,0.0,,,24.0,4.1,,,1.0,,0,0,3.0,5.0,17.0
Villarreal vs Oviedo,Oviedo,107140,Oier Luengo,D,90,6.6,,0.0,,,28.0,7.0,4.0,,1.0,1.0,0,0,5.0,6.0,25.0
Villarreal vs Oviedo,Oviedo,46966,Dani Calvo,D,90,6.5,,0.0,,,32.0,9.9,1.0,,,,0,0,4.0,8.0,31.0
Villarreal vs Oviedo,Oviedo,295223,Abdel Rahim,D,85,6.9,,0.0,,,32.0,7.4,1.0,1.0,,,0,0,3.0,4.0,23.0
Villarreal vs Oviedo,Oviedo,3608,Kwasi Sibo,M,90,6.7,,0.0,,,31.0,8.4,2.0,,,,0,0,2.0,4.0,27.0
Villarreal vs Oviedo,Oviedo,182486,Alberto Reina,M,27,4.7,,0.0,,,24.0,5.3,,,1.0,,2,1,,2.0,22.0
Villarreal vs Oviedo,Oviedo,20844,Haissem Hassan,M,45,6.5,,0.0,,,9.0,0.6,,,,,0,0,1.0,4.0,7.0
Villarreal vs Oviedo,Oviedo,38699,Luka Ilić,M,77,6.3,,0.0,,,18.0,2.2,1.0,2.0,1.0,,0,0,1.0,4.0,12.0
Villarreal vs Oviedo,Oviedo,266202,Ilyas Chaira,M,77,7.3,,0.0,2.0,2.0,25.0,6.0,1.0,,2.0,3.0,0,0,5.0,11.0,24.0
Villarreal vs Oviedo,Oviedo,2461,Salomón Rondón,F,63,6,,0.0,2.0,1.0,15.0,1.2,,,1.0,1.0,0,0,6.0,9.0,8.0
Villarreal vs Oviedo,Oviedo,402580,Marco Esteban,D,45,6.3,,0.0,,,12.0,1.3,,,,,0,0,,,11.0
Villarreal vs Oviedo,Oviedo,51530,Federico Viñas,F,28,6.9,,0.0,1.0,1.0,5.0,0.1,,,,2.0,0,0,4.0,5.0,3.0
Villarreal vs Oviedo,Oviedo,385405,Omar Falah,D,14,6.6,,0.0,,,7.0,0.4,,,,,0,0,,1.0,6.0
Villarreal vs Oviedo,Oviedo,46862,Borja Sánchez,M,14,6.7,,0.0,,,13.0,1.4,,,,,0,0,,,11.0
Villarreal vs Oviedo,Oviedo,1695,Santi Cazorla,M,12,6.9,,0.0,,,15.0,1.9,1.0,,1.0,,0,0,2.0,3.0,13.0
Mallorca vs Barcelona,Mallorca,179139,Leo Román,G,90,6,,0.0,,,35.0,4.2,,1.0,,,0,0,,,12.0
Mallorca vs Barcelona,Mallorca,108519,Mateu Morey,D,45,6.2,,0.0,,,13.0,1.4,,,1.0,1.0,1,0,2.0,5.0,11.0
Mallorca vs Barcelona,Mallorca,46738,Martin Valjent,D,90,6.5,,0.0,,,22.0,3.7,1.0,,1.0,1.0,0,0,2.0,4.0,17.0
Mallorca vs Barcelona,Mallorca,46733,Antonio Raíllo,D,90,6.3,,0.0,1.0,,30.0,7.5,1.0,,,,0,0,2.0,4.0,25.0
Mallorca vs Barcelona,Mallorca,64268,Johan Mojica,D,89,6.3,,0.0,,,23.0,3.0,3.0,2.0,1.0,1.0,0,0,4.0,9.0,13.0
Mallorca vs Barcelona,Mallorca,1701,Manu Morlanes,M,33,5,,0.0,,,15.0,2.1,,,1.0,1.0,2,1,1.0,4.0,14.0
Mallorca vs Barcelona,Mallorca,107194,Antonio Sánchez,M,90,7.2,,0.0,1.0,,21.0,4.0,3.0,1.0,,1.0,0,0,4.0,8.0,19.0
Mallorca vs Barcelona,Mallorca,25375,Takuma Asano,M,45,6.2,,0.0,,,5.0,0.1,,,,,0,0,,4.0,2.0
Mallorca vs Barcelona,Mallorca,285909,Pablo Torre,M,45,6.3,,0.0,,,11.0,1.0,,1.0,2.0,1.0,1,0,1.0,4.0,9.0
Mallorca vs Barcelona,Mallorca,47336,Sergi Darder,M,83,6.3,,0.0,,,17.0,2.4,,,,1.0,0,0,1.0,4.0,14.0
Mallorca vs Barcelona,Mallorca,50048,Vedat Muriqi,F,39,5.3,,0.0,1.0,1.0,4.0,0.0,,,2.0,2.0,0,1,3.0,6.0,1.0
Mallorca vs Barcelona,Mallorca,414,Omar Mascarell,M,45,6.6,,0.0,,,8.0,0.4,2.0,1.0,,,0,0,2.0,2.0,5.0
Mallorca vs Barcelona,Mallorca,46742,Dani Rodríguez,M,45,6.5,,0.0,,,11.0,0.6,2.0,,,3.0,0,0,6.0,14.0,5.0
Mallorca vs Barcelona,Mallorca,313059,Mateo Joseph,F,45,7,,0.0,,,7.0,0.3,,,,4.0,0,0,5.0,7.0,5.0
Mallorca vs Barcelona,Mallorca,411424,Jan Salas,M,8,6.6,,0.0,,,3.0,0.0,,,,1.0,0,0,3.0,4.0,1.0
Mallorca vs Barcelona,Barcelona,182718,Joan García,G,90,7.7,,0.0,,,16.0,2.6,,,,1.0,0,0,3.0,3.0,16.0
Mallorca vs Barcelona,Barcelona,619,Eric García,D,90,7.2,,0.0,1.0,1.0,56.0,29.7,4.0,,1.0,1.0,0,0,7.0,10.0,53.0
Mallorca vs Barcelona,Barcelona,101814,Ronald Araújo,D,90,6.9,,0.0,1.0,,47.0,17.9,,2.0,4.0,,0,0,2.0,7.0,38.0
Mallorca vs Barcelona,Barcelona,396623,Pau Cubarsí,D,69,7.2,,0.0,,,52.0,25.0,,1.0,1.0,,0,0,2.0,3.0,48.0
Mallorca vs Barcelona,Barcelona,161928,Alejandro Balde,D,68,7,,0.0,,,38.0,13.7,2.0,,,1.0,0,0,3.0,3.0,36.0
Mallorca vs Barcelona,Barcelona,538,Frenkie de Jong,M,90,7.2,,0.0,,,79.0,60.0,1.0,,2.0,1.0,0,0,2.0,5.0,76.0
Mallorca vs Barcelona,Barcelona,133609,Pedri,M,90,8,,0.0,2.0,1.0,88.0,72.2,2.0,1.0,,1.0,0,0,3.0,3.0,82.0
Mallorca vs Barcelona,Barcelona,386828,Lamine Yamal,M,90,9.3,1.0,1.0,7.0,3.0,41.0,13.1,2.0,,3.0,1.0,0,0,9.0,16.0,32.0
Mallorca vs Barcelona,Barcelona,340626,Fermín López,M,45,6.2,,0.0,,,25.0,4.8,2.0,,3.0,,0,0,3.0,7.0,19.0
Mallorca vs Barcelona,Barcelona,1496,Raphinha,M,77,7.3,1.0,0.0,3.0,1.0,31.0,7.4,,,1.0,1.0,1,0,2.0,6.0,24.0
Mallorca vs Barcelona,Barcelona,931,Ferran Torres,F,69,7.5,1.0,0.0,1.0,1.0,12.0,1.1,,1.0,,,0,0,,1.0,9.0
Mallorca vs Barcelona,Barcelona,1323,Dani Olmo,M,45,6.3,,0.0,2.0,1.0,24.0,4.3,1.0,,1.0,1.0,0,0,5.0,7.0,18.0
Mallorca vs Barcelona,Barcelona,491250,Jofre Torrents ,D,23,6.5,,0.0,,,14.0,1.7,1.0,,,,0,0,2.0,6.0,12.0
Mallorca vs Barcelona,Barcelona,296667,Pablo Gavi,M,22,7.2,,1.0,,,20.0,3.8,,,1.0,,0,0,,2.0,19.0
Mallorca vs Barcelona,Barcelona,909,Marcus Rashford,F,22,6.5,,0.0,,,11.0,1.1,,,,,0,0,,,10.0
Mallorca vs Barcelona,Barcelona,1257,Jules Koundé,D,14,6.3,,0.0,,,16.0,2.2,,1.0,,,0,0,,,14.0
Valencia vs Real Sociedad,Valencia,183848,Julen Agirrezabala,G,90,6.9,,0.0,,,34.0,9.5,,,,,0,0,,,28.0
Valencia vs Real Sociedad,Valencia,47251,Dimitri Foulquier,D,90,6.9,,0.0,,,42.0,16.8,3.0,,,,0,0,3.0,4.0,40.0
Valencia vs Real Sociedad,Valencia,333672,César Tárrega,D,90,7,,0.0,,,55.0,27.5,1.0,2.0,,,0,0,4.0,4.0,50.0
Valencia vs Real Sociedad,Valencia,181582,José Copete,D,90,6.2,,0.0,2.0,,59.0,29.5,1.0,,,,0,0,4.0,4.0,50.0
Valencia vs Real Sociedad,Valencia,918,José Luis Gayà,D,80,6.7,,0.0,,,25.0,5.5,2.0,,2.0,,1,0,2.0,6.0,22.0
Valencia vs Real Sociedad,Valencia,46933,Luis Rioja,M,90,6.6,,0.0,2.0,,25.0,4.8,,,,3.0,0,0,4.0,12.0,19.0
Valencia vs Real Sociedad,Valencia,315699,Javier Guerra,M,87,7.3,,0.0,1.0,1.0,38.0,12.5,,1.0,1.0,1.0,0,0,3.0,10.0,33.0
Valencia vs Real Sociedad,Valencia,47463,Pepelu,M,80,7.6,,0.0,,,33.0,9.2,4.0,1.0,1.0,,0,0,5.0,6.0,28.0
Valencia vs Real Sociedad,Valencia,162127,Diego López,M,90,7,1.0,0.0,1.0,1.0,21.0,4.0,,,,,0,0,,8.0,19.0
Valencia vs Real Sociedad,Valencia,1708,Dani Raba,F,67,7.2,,1.0,1.0,,21.0,3.6,1.0,1.0,1.0,1.0,0,0,3.0,5.0,17.0
Valencia vs Real Sociedad,Valencia,47264,Hugo Duro,F,68,6.9,,0.0,1.0,,12.0,1.2,,,,2.0,0,0,4.0,7.0,10.0
Valencia vs Real Sociedad,Valencia,83,Arnaut Danjuma,F,24,6.9,,0.0,,,2.0,0.0,,,,3.0,0,0,4.0,5.0,2.0
Valencia vs Real Sociedad,Valencia,41157,André Almeida,M,23,6.9,,0.0,,,10.0,0.9,,,,,0,0,,,9.0
Valencia vs Real Sociedad,Valencia,162175,Jesús Vázquez,D,11,6.9,,0.0,,,5.0,0.1,,,,1.0,0,0,1.0,1.0,3.0
Valencia vs Real Sociedad,Valencia,21153,Baptiste Santamaria,M,11,6.6,,0.0,1.0,,9.0,0.7,,,,,0,0,1.0,2.0,8.0
Valencia vs Real Sociedad,Valencia,48465,Filip Ugrinić,M,9,6.3,,0.0,,,4.0,0.1,,,,,0,0,,1.0,3.0
Valencia vs Real Sociedad,Real Sociedad,47269,Álex Remiro,G,90,7,,0.0,,,26.0,5.5,,,,,0,0,,,21.0
Valencia vs Real Sociedad,Real Sociedad,199044,Jon Aramburu,D,90,7.3,,0.0,,,48.0,22.1,4.0,2.0,4.0,,0,0,5.0,14.0,46.0
Valencia vs Real Sociedad,Real Sociedad,47314,Igor Zubeldia,D,90,6.9,,0.0,,,30.0,8.1,2.0,1.0,,,0,0,3.0,4.0,27.0
Valencia vs Real Sociedad,Real Sociedad,1902,Duje Ćaleta-Car,D,68,6.6,,0.0,,,36.0,12.2,2.0,1.0,,,0,0,3.0,5.0,34.0
Valencia vs Real Sociedad,Real Sociedad,47303,Aihen Muñoz,D,80,6.9,,0.0,,,29.0,7.8,3.0,,2.0,,1,0,4.0,8.0,27.0
Valencia vs Real Sociedad,Real Sociedad,183744,Beñat Turrientes,M,80,7.2,,0.0,1.0,,32.0,9.6,3.0,,1.0,1.0,1,0,7.0,8.0,30.0
Valencia vs Real Sociedad,Real Sociedad,290106,Pablo Marín,M,90,6.7,,0.0,,,21.0,3.6,2.0,,1.0,1.0,0,0,5.0,10.0,17.0
Valencia vs Real Sociedad,Real Sociedad,32862,Takefusa Kubo,M,80,7.9,1.0,0.0,2.0,1.0,18.0,2.3,,,,2.0,0,0,3.0,7.0,13.0
Valencia vs Real Sociedad,Real Sociedad,47440,Brais Méndez,M,68,6.2,,1.0,2.0,1.0,25.0,5.8,,,,,0,0,,3.0,23.0
Valencia vs Real Sociedad,Real Sociedad,47317,Ander Barrenetxea,M,90,6.6,,0.0,3.0,,36.0,9.7,1.0,,1.0,1.0,0,0,3.0,5.0,27.0
Valencia vs Real Sociedad,Real Sociedad,47323,Mikel Oyarzabal,F,90,6.7,,0.0,1.0,1.0,20.0,2.8,,,,,0,0,,4.0,14.0
Valencia vs Real Sociedad,Real Sociedad,47298,Aritz Elustondo,D,23,6.9,,0.0,,,3.0,0.1,,,1.0,,0,0,1.0,3.0,3.0
Valencia vs Real Sociedad,Real Sociedad,61774,Orri Steinn Óskarsson,F,23,6.3,,0.0,1.0,,3.0,,,,,,0,0,1.0,1.0,
Valencia vs Real Sociedad,Real Sociedad,23,Sergio Gómez,F,11,6.9,,0.0,,,4.0,0.1,2.0,,1.0,,0,0,2.0,3.0,3.0
Valencia vs Real Sociedad,Real Sociedad,183699,Urko González,M,11,6.6,,0.0,,,4.0,0.2,,,,,0,0,,,4.0
Valencia vs Real Sociedad,Real Sociedad,925,Gonçalo Guedes,F,11,6.3,,0.0,,,5.0,0.2,,,,,0,0,,,5.0
Alaves vs Levante,Alaves,47353,Antonio Sivera,G,90,6.5,,0.0,,,18.0,2.0,,,,,0,0,,,11.0
Alaves vs Levante,Alaves,18740,Jonny Otto,D,90,7.2,,0.0,,,57.0,29.6,2.0,1.0,2.0,,0,0,3.0,6.0,52.0
Alaves vs Levante,Alaves,6638,Facundo Garcés,D,90,6.3,,0.0,1.0,,48.0,19.7,1.0,1.0,1.0,,0,0,4.0,12.0,41.0
Alaves vs Levante,Alaves,6233,Nahuel Tenaglia,D,90,8.2,1.0,0.0,1.0,1.0,46.0,17.0,2.0,1.0,,,0,0,4.0,8.0,37.0
Alaves vs Levante,Alaves,128951,Victor Parada,D,89,6.3,,0.0,,,34.0,8.2,,,,1.0,0,0,1.0,3.0,24.0
Alaves vs Levante,Alaves,162686,Antonio Blanco,M,90,7.5,,0.0,1.0,,68.0,40.8,2.0,4.0,1.0,,0,0,5.0,9.0,60.0
Alaves vs Levante,Alaves,187214,Carlos Vicente,M,86,6.7,,0.0,1.0,,24.0,4.3,2.0,,1.0,3.0,0,0,7.0,13.0,18.0
Alaves vs Levante,Alaves,104821,Jon Guridi,M,77,6.6,,0.0,,,31.0,7.8,1.0,,2.0,2.0,0,0,4.0,6.0,25.0
Alaves vs Levante,Alaves,139001,Pablo Ibáñez,M,77,6.6,,0.0,1.0,,34.0,10.5,1.0,1.0,2.0,3.0,0,0,6.0,13.0,31.0
Alaves vs Levante,Alaves,143,Carles Aleñá,M,89,7.2,,1.0,1.0,,67.0,38.2,2.0,1.0,3.0,,0,0,3.0,7.0,57.0
Alaves vs Levante,Alaves,47181,Toni Martínez,F,90,7.6,1.0,0.0,2.0,1.0,23.0,3.0,,,2.0,1.0,0,0,11.0,19.0,13.0
Alaves vs Levante,Alaves,183751,Abderrahman Rebbach,F,14,6.3,,0.0,2.0,1.0,13.0,1.0,,1.0,,1.0,0,0,1.0,2.0,8.0
Alaves vs Levante,Alaves,760,Mariano Díaz,F,14,6.3,,0.0,1.0,1.0,1.0,,,,1.0,,0,0,,3.0,
Alaves vs Levante,Alaves,266658,Calebe,M,14,6.9,,0.0,,,3.0,0.1,2.0,,,1.0,0,0,4.0,5.0,2.0
Alaves vs Levante,Alaves,47309,Ander Guevara,M,9,6.6,,0.0,,,4.0,0.1,,,,,0,0,,1.0,3.0
Alaves vs Levante,Alaves,361384,Youssef Enríquez,D,9,6.5,,0.0,,,,,,,,,0,0,,,
Alaves vs Levante,Levante,286611,Pablo Cuñat,G,90,7.3,,0.0,,,35.0,7.3,,,,,0,0,2.0,2.0,21.0
Alaves vs Levante,Levante,1118,Jeremy Toljan,D,90,6.3,1.0,0.0,1.0,1.0,24.0,3.1,,,,2.0,0,0,3.0,4.0,13.0
Alaves vs Levante,Levante,734,Adrián de la Fuente,D,90,6.3,,0.0,,,43.0,11.6,1.0,1.0,1.0,1.0,0,0,3.0,6.0,27.0
Alaves vs Levante,Levante,46941,Unai Elguezabal,D,90,7.2,,0.0,,,30.0,6.6,,,,1.0,0,0,5.0,8.0,22.0
Alaves vs Levante,Levante,408320,Jorge Cabello,D,90,5.9,,0.0,,,27.0,6.2,1.0,,1.0,2.0,0,0,6.0,11.0,23.0
Alaves vs Levante,Levante,64309,Manuel Sánchez,D,79,6.9,,0.0,,,21.0,3.4,3.0,1.0,1.0,1.0,1,0,5.0,7.0,16.0
Alaves vs Levante,Levante,46790,Víctor García,M,54,6.2,,0.0,,,4.0,0.2,1.0,,1.0,,0,0,2.0,6.0,4.0
Alaves vs Levante,Levante,104949,Pablo Martínez,M,85,5.9,,0.0,,,25.0,4.5,,1.0,5.0,,0,0,,12.0,18.0
Alaves vs Levante,Levante,106727,Oriol Rey,M,90,6.7,,0.0,,,25.0,3.8,1.0,,1.0,2.0,0,0,3.0,4.0,15.0
Alaves vs Levante,Levante,47225,Roger Brugué,M,86,6,,0.0,1.0,1.0,12.0,0.7,2.0,,2.0,,0,0,4.0,12.0,6.0
Alaves vs Levante,Levante,192032,Iván Romero,F,79,7,,0.0,2.0,1.0,18.0,1.8,2.0,,1.0,4.0,0,0,12.0,22.0,10.0
Alaves vs Levante,Levante,47467,José Luis Morales,F,37,6.6,,0.0,,,6.0,0.2,1.0,1.0,,,0,0,2.0,2.0,3.0
Alaves vs Levante,Levante,104832,Diego Pampín,D,12,6.7,,0.0,,,9.0,0.6,1.0,,,,0,0,3.0,3.0,7.0
Alaves vs Levante,Levante,182150,Sergio Lozano,M,12,6.5,,0.0,,,7.0,0.5,2.0,,,,0,0,2.0,5.0,7.0
Alaves vs Levante,Levante,421807,Matias Moreno,D,15,6.9,,0.0,,,3.0,0.1,1.0,,,1.0,0,0,2.0,2.0,2.0
Alaves vs Levante,Levante,182770,Carlos Álvarez,M,14,6.5,,0.0,,,7.0,0.3,,,,,0,0,,1.0,5.0
Celta Vigo vs Getafe,Celta Vigo,30765,Ionuț Radu,G,90,6.2,,0.0,,,14.0,1.8,,,,,0,0,,1.0,13.0
Celta Vigo vs Getafe,Celta Vigo,384135,Javi Rodríguez,D,90,6.2,,0.0,,,85.0,67.2,4.0,,2.0,2.0,1,0,7.0,15.0,79.0
Celta Vigo vs Getafe,Celta Vigo,329722,Yoel Lago,D,82,7.2,,0.0,,,81.0,64.0,2.0,,,1.0,0,0,3.0,5.0,79.0
Celta Vigo vs Getafe,Celta Vigo,2278,Marcos Alonso,D,90,7.2,,0.0,,,101.0,88.9,2.0,,3.0,2.0,1,0,6.0,11.0,88.0
Celta Vigo vs Getafe,Celta Vigo,162712,Óscar Mingueza,M,90,7.2,,0.0,1.0,,50.0,20.0,1.0,,,3.0,0,0,6.0,9.0,40.0
Celta Vigo vs Getafe,Celta Vigo,47435,Fran Beltrán,M,57,6.6,,0.0,,,31.0,9.0,1.0,1.0,1.0,,0,0,2.0,6.0,29.0
Celta Vigo vs Getafe,Celta Vigo,162123,Ilaix Moriba,M,90,6.5,,0.0,,,31.0,8.1,4.0,1.0,1.0,1.0,0,0,5.0,11.0,26.0
Celta Vigo vs Getafe,Celta Vigo,21584,Mihailo Ristić,M,57,6.5,,0.0,,,44.0,15.0,,,,1.0,0,0,2.0,5.0,34.0
Celta Vigo vs Getafe,Celta Vigo,47445,Iago Aspas,F,90,7,,0.0,3.0,3.0,32.0,8.0,,,,,0,0,1.0,2.0,25.0
Celta Vigo vs Getafe,Celta Vigo,122734,Ferran Jutglà,F,67,6.5,,0.0,1.0,,16.0,1.8,2.0,,1.0,,0,0,2.0,5.0,11.0
Celta Vigo vs Getafe,Celta Vigo,269163,Williot Swedberg,F,57,6.3,,0.0,,,11.0,1.0,1.0,,4.0,3.0,1,0,4.0,11.0,9.0
Celta Vigo vs Getafe,Celta Vigo,313651,Hugo Sotelo,M,34,7,,0.0,,,36.0,12.6,2.0,,,1.0,0,0,3.0,4.0,35.0
Celta Vigo vs Getafe,Celta Vigo,351913,Jones El-Abdellaoui,F,34,6.6,,0.0,,,17.0,2.9,,,,,0,0,2.0,5.0,17.0
Celta Vigo vs Getafe,Celta Vigo,286639,Bryan Zaragoza,F,34,6.7,,0.0,1.0,,12.0,1.1,3.0,,1.0,,0,0,4.0,9.0,9.0
Celta Vigo vs Getafe,Celta Vigo,47348,Borja Iglesias,F,24,6.5,,0.0,,,7.0,0.3,1.0,,2.0,,0,0,1.0,3.0,5.0
